filename,species,directory,method,n_fish_detected,selected_mask_area,image_width,image_height,mask_fraction,segmented_path,status
Chaetodon_lineolatus_FishPix_140792AF.jpg,Chaetodon lineolatus,images,macos_vision,1,107674,640,640,0.2629,analysis/approach_1_gmm/segmented/Chaetodon_lineolatus/Chaetodon_lineolatus_FishPix_140792AF.png,success
Chaetodon_litus_FishBase_Chlit_u0.jpg,Chaetodon litus,images,macos_vision,2,126213,540,450,0.5194,analysis/approach_1_gmm/segmented/Chaetodon_litus/Chaetodon_litus_FishBase_Chlit_u0.png,success
Chaetodon_lunula_FishPix_11643AF.jpg,Chaetodon lunula,images,macos_vision,1,147521,640,640,0.3602,analysis/approach_1_gmm/segmented/Chaetodon_lunula/Chaetodon_lunula_FishPix_11643AF.png,success
Chaetodon_lunulatus_FishPix_140704AF.jpg,Chaetodon lunulatus,images,macos_vision,1,137475,640,640,0.3356,analysis/approach_1_gmm/segmented/Chaetodon_lunulatus/Chaetodon_lunulatus_FishPix_140704AF.png,success
Chaetodon_madagaskariensis_FishBase_Chmad_u1.jpg,Chaetodon madagaskariensis,images,macos_vision,2,130269,550,450,0.5263,analysis/approach_1_gmm/segmented/Chaetodon_madagaskariensis/Chaetodon_madagaskariensis_FishBase_Chmad_u1.png,success
Chaetodon_marleyi_FishBase_Chmar_ua.jpg,Chaetodon marleyi,images,macos_vision,1,119920,541,450,0.4926,analysis/approach_1_gmm/segmented/Chaetodon_marleyi/Chaetodon_marleyi_FishBase_Chmar_ua.png,success
Chaetodon_melannotus_FishPix_17334AF.jpg,Chaetodon melannotus,images,macos_vision,1,141119,640,640,0.3445,analysis/approach_1_gmm/segmented/Chaetodon_melannotus/Chaetodon_melannotus_FishPix_17334AF.png,success
Chaetodon_melapterus_FishBase_Chmel_u0.jpg,Chaetodon melapterus,images,macos_vision,1,95388,640,474,0.3144,analysis/approach_1_gmm/segmented/Chaetodon_melapterus/Chaetodon_melapterus_FishBase_Chmel_u0.png,success
Chaetodon_mertensii_FishPix_140027AF.jpg,Chaetodon mertensii,images,macos_vision,1,85356,640,640,0.2084,analysis/approach_1_gmm/segmented/Chaetodon_mertensii/Chaetodon_mertensii_FishPix_140027AF.png,success
Chaetodon_mesoleucos_FishPix_141316AF.jpg,Chaetodon mesoleucos,images,macos_vision,1,45227,640,640,0.1104,analysis/approach_1_gmm/segmented/Chaetodon_mesoleucos/Chaetodon_mesoleucos_FishPix_141316AF.png,success
Chaetodon_meyeri_FishPix_15990AF.jpg,Chaetodon meyeri,images,macos_vision,1,121901,640,640,0.2976,analysis/approach_1_gmm/segmented/Chaetodon_meyeri/Chaetodon_meyeri_FishPix_15990AF.png,success
Chaetodon_miliaris_FishBase_Chmil_u0.jpg,Chaetodon miliaris,images,macos_vision,1,92322,640,412,0.3501,analysis/approach_1_gmm/segmented/Chaetodon_miliaris/Chaetodon_miliaris_FishBase_Chmil_u0.png,success
Chaetodon_mitratus_FishPix_85097AF.jpg,Chaetodon mitratus,images,macos_vision,1,107581,640,640,0.2626,analysis/approach_1_gmm/segmented/Chaetodon_mitratus/Chaetodon_mitratus_FishPix_85097AF.png,success
Chaetodon_modestus_FishPix_11839AF.jpg,Chaetodon modestus,images,macos_vision,1,170316,640,640,0.4158,analysis/approach_1_gmm/segmented/Chaetodon_modestus/Chaetodon_modestus_FishPix_11839AF.png,success
Chaetodon_multicinctus_FishPix_76102AF.jpg,Chaetodon multicinctus,images,macos_vision,1,74935,640,640,0.1829,analysis/approach_1_gmm/segmented/Chaetodon_multicinctus/Chaetodon_multicinctus_FishPix_76102AF.png,success
Chaetodon_nigropunctatus_FishBase_Chnig_u0.jpg,Chaetodon nigropunctatus,images,macos_vision,1,114777,640,426,0.421,analysis/approach_1_gmm/segmented/Chaetodon_nigropunctatus/Chaetodon_nigropunctatus_FishBase_Chnig_u0.png,success
Chaetodon_nippon_FishPix_1590AF.jpg,Chaetodon nippon,images,macos_vision,1,74767,640,640,0.1825,analysis/approach_1_gmm/segmented/Chaetodon_nippon/Chaetodon_nippon_FishPix_1590AF.png,success
Chaetodon_ocellatus_FishPix_22181AF.jpg,Chaetodon ocellatus,images,macos_vision,1,150530,640,640,0.3675,analysis/approach_1_gmm/segmented/Chaetodon_ocellatus/Chaetodon_ocellatus_FishPix_22181AF.png,success
Chaetodon_ocellicaudus_FishPix_5227AF.jpg,Chaetodon ocellicaudus,images,macos_vision,1,109878,640,640,0.2683,analysis/approach_1_gmm/segmented/Chaetodon_ocellicaudus/Chaetodon_ocellicaudus_FishPix_5227AF.png,success
Chaetodon_octofasciatus_FishPix_40751AF.jpg,Chaetodon octofasciatus,images,macos_vision,1,83987,640,640,0.205,analysis/approach_1_gmm/segmented/Chaetodon_octofasciatus/Chaetodon_octofasciatus_FishPix_40751AF.png,success
Chaetodon_ornatissimus_FishPix_10043AF.jpg,Chaetodon ornatissimus,images,macos_vision,2,119433,640,640,0.2916,analysis/approach_1_gmm/segmented/Chaetodon_ornatissimus/Chaetodon_ornatissimus_FishPix_10043AF.png,success
Chaetodon_oxycephalus_FishPix_22169AF.jpg,Chaetodon oxycephalus,images,macos_vision,1,126572,640,640,0.309,analysis/approach_1_gmm/segmented/Chaetodon_oxycephalus/Chaetodon_oxycephalus_FishPix_22169AF.png,success
Chaetodon_paucifasciatus_FishBase_Chpau_u0.jpg,Chaetodon paucifasciatus,images,macos_vision,1,141810,640,444,0.499,analysis/approach_1_gmm/segmented/Chaetodon_paucifasciatus/Chaetodon_paucifasciatus_FishBase_Chpau_u0.png,success
Chaetodon_pelewensis_FishPix_28225AF.jpg,Chaetodon pelewensis,images,macos_vision,1,134926,640,640,0.3294,analysis/approach_1_gmm/segmented/Chaetodon_pelewensis/Chaetodon_pelewensis_FishPix_28225AF.png,success
Chaetodon_pictus_iNaturalist_173874324.jpg,Chaetodon pictus,images,macos_vision,1,141714,1024,765,0.1809,analysis/approach_1_gmm/segmented/Chaetodon_pictus/Chaetodon_pictus_iNaturalist_173874324.png,success
Chaetodon_plebeius_FishPix_107951AF.jpg,Chaetodon plebeius,images,macos_vision,1,147499,640,640,0.3601,analysis/approach_1_gmm/segmented/Chaetodon_plebeius/Chaetodon_plebeius_FishPix_107951AF.png,success
Chaetodon_punctatofasciatus_FishPix_10063AF.jpg,Chaetodon punctatofasciatus,images,macos_vision,1,101811,640,640,0.2486,analysis/approach_1_gmm/segmented/Chaetodon_punctatofasciatus/Chaetodon_punctatofasciatus_FishPix_10063AF.png,success
Chaetodon_quadrimaculatus_FishPix_26595AF.jpg,Chaetodon quadrimaculatus,images,macos_vision,1,63999,640,640,0.1562,analysis/approach_1_gmm/segmented/Chaetodon_quadrimaculatus/Chaetodon_quadrimaculatus_FishPix_26595AF.png,success
Chaetodon_rafflesii_FishPix_10012AF.jpg,Chaetodon rafflesii,images,macos_vision,1,111744,640,640,0.2728,analysis/approach_1_gmm/segmented/Chaetodon_rafflesii/Chaetodon_rafflesii_FishPix_10012AF.png,success
Chaetodon_rainfordi_FishPix_78816AF.jpg,Chaetodon rainfordi,images,macos_vision,1,109474,640,640,0.2673,analysis/approach_1_gmm/segmented/Chaetodon_rainfordi/Chaetodon_rainfordi_FishPix_78816AF.png,success
Chaetodon_reticulatus_FishPix_107134AF.jpg,Chaetodon reticulatus,images,macos_vision,1,162856,640,640,0.3976,analysis/approach_1_gmm/segmented/Chaetodon_reticulatus/Chaetodon_reticulatus_FishPix_107134AF.png,success
Chaetodon_robustus_FishBase_Chrob_u6.jpg,Chaetodon robustus,images,macos_vision,1,45739,640,407,0.1756,analysis/approach_1_gmm/segmented/Chaetodon_robustus/Chaetodon_robustus_FishBase_Chrob_u6.png,success
Chaetodon_sanctaehelenae_FishBase_Chsan_u0.jpg,Chaetodon sanctaehelenae,images,macos_vision,1,99243,640,413,0.3755,analysis/approach_1_gmm/segmented/Chaetodon_sanctaehelenae/Chaetodon_sanctaehelenae_FishBase_Chsan_u0.png,success
Chaetodon_sedentarius_FishBase_Chsed_u1.jpg,Chaetodon sedentarius,images,macos_vision,1,76694,640,461,0.2599,analysis/approach_1_gmm/segmented/Chaetodon_sedentarius/Chaetodon_sedentarius_FishBase_Chsed_u1.png,success
Chaetodon_selene_FishPix_26453AF.jpg,Chaetodon selene,images,macos_vision,1,122764,640,640,0.2997,analysis/approach_1_gmm/segmented/Chaetodon_selene/Chaetodon_selene_FishPix_26453AF.png,success
Chaetodon_semeion_FishPix_38321AF.jpg,Chaetodon semeion,images,macos_vision,1,79787,640,640,0.1948,analysis/approach_1_gmm/segmented/Chaetodon_semeion/Chaetodon_semeion_FishPix_38321AF.png,success
Chaetodon_semilarvatus_FishPix_32790AF.jpg,Chaetodon semilarvatus,images,macos_vision,1,149904,640,640,0.366,analysis/approach_1_gmm/segmented/Chaetodon_semilarvatus/Chaetodon_semilarvatus_FishPix_32790AF.png,success
Chaetodon_smithi_FishBase_Chsmi_u1.jpg,Chaetodon smithi,images,macos_vision,1,145543,616,450,0.525,analysis/approach_1_gmm/segmented/Chaetodon_smithi/Chaetodon_smithi_FishBase_Chsmi_u1.png,success
Chaetodon_speculum_FishPix_12080AF.jpg,Chaetodon speculum,images,macos_vision,1,56610,640,640,0.1382,analysis/approach_1_gmm/segmented/Chaetodon_speculum/Chaetodon_speculum_FishPix_12080AF.png,success
Chaetodon_striatus_FishBase_Chstr_u0.jpg,Chaetodon striatus,images,macos_vision,1,82493,640,461,0.2796,analysis/approach_1_gmm/segmented/Chaetodon_striatus/Chaetodon_striatus_FishBase_Chstr_u0.png,success
Chaetodon_tinkeri_FishPix_85108AF.jpg,Chaetodon tinkeri,images,macos_vision,1,92669,640,640,0.2262,analysis/approach_1_gmm/segmented/Chaetodon_tinkeri/Chaetodon_tinkeri_FishPix_85108AF.png,success
Chaetodon_triangulum_FishBase_Chtri_ui.jpg,Chaetodon triangulum,images,macos_vision,1,72609,640,441,0.2573,analysis/approach_1_gmm/segmented/Chaetodon_triangulum/Chaetodon_triangulum_FishBase_Chtri_ui.png,success
Chaetodon_trichrous_FishBase_Chtri_uk.jpg,Chaetodon trichrous,images,macos_vision,1,65230,640,442,0.2306,analysis/approach_1_gmm/segmented/Chaetodon_trichrous/Chaetodon_trichrous_FishBase_Chtri_uk.png,success
Chaetodon_tricinctus_FishPix_55752AF.jpg,Chaetodon tricinctus,images,macos_vision,1,183492,640,640,0.448,analysis/approach_1_gmm/segmented/Chaetodon_tricinctus/Chaetodon_tricinctus_FishPix_55752AF.png,success
Chaetodon_trifascialis_FishPix_140533AF.jpg,Chaetodon trifascialis,images,macos_vision,1,112676,640,640,0.2751,analysis/approach_1_gmm/segmented/Chaetodon_trifascialis/Chaetodon_trifascialis_FishPix_140533AF.png,success
Chaetodon_trifasciatus_FishPix_55807AF.jpg,Chaetodon trifasciatus,images,macos_vision,1,158687,640,640,0.3874,analysis/approach_1_gmm/segmented/Chaetodon_trifasciatus/Chaetodon_trifasciatus_FishPix_55807AF.png,success
Chaetodon_ulietensis_FishPix_26584AF.jpg,Chaetodon ulietensis,images,macos_vision,1,65426,640,640,0.1597,analysis/approach_1_gmm/segmented/Chaetodon_ulietensis/Chaetodon_ulietensis_FishPix_26584AF.png,success
Chaetodon_unimaculatus_FishPix_15036AF.jpg,Chaetodon unimaculatus,images,macos_vision,1,92443,640,640,0.2257,analysis/approach_1_gmm/segmented/Chaetodon_unimaculatus/Chaetodon_unimaculatus_FishPix_15036AF.png,success
Chaetodon_vagabundus_FishPix_10004AF.jpg,Chaetodon vagabundus,images,macos_vision,1,129054,640,640,0.3151,analysis/approach_1_gmm/segmented/Chaetodon_vagabundus/Chaetodon_vagabundus_FishPix_10004AF.png,success
Chaetodon_wiebeli_FishPix_107464AF.jpg,Chaetodon wiebeli,images,macos_vision,1,162828,640,640,0.3975,analysis/approach_1_gmm/segmented/Chaetodon_wiebeli/Chaetodon_wiebeli_FishPix_107464AF.png,success
Chaetodon_xanthocephalus_FishPix_22175AF.jpg,Chaetodon xanthocephalus,images,macos_vision,1,87589,640,640,0.2138,analysis/approach_1_gmm/segmented/Chaetodon_xanthocephalus/Chaetodon_xanthocephalus_FishPix_22175AF.png,success
Chaetodon_xanthurus_FishPix_13034AF.jpg,Chaetodon xanthurus,images,macos_vision,1,104042,640,640,0.254,analysis/approach_1_gmm/segmented/Chaetodon_xanthurus/Chaetodon_xanthurus_FishPix_13034AF.png,success
Chaetodon_zanzibarensis_FishBase_Chzan_u1.jpg,Chaetodon zanzibarensis,images,macos_vision,1,108903,640,441,0.3859,analysis/approach_1_gmm/segmented/Chaetodon_zanzibarensis/Chaetodon_zanzibarensis_FishBase_Chzan_u1.png,success
Chelmon_marginalis_FishBase_Chmar_u2.jpg,Chelmon marginalis,images,macos_vision,1,102152,533,450,0.4259,analysis/approach_1_gmm/segmented/Chelmon_marginalis/Chelmon_marginalis_FishBase_Chmar_u2.png,success
Chelmon_marginalis_FishBase_Chmar_u5.jpg,Chelmon marginalis,images,macos_vision,2,102374,507,450,0.4487,analysis/approach_1_gmm/segmented/Chelmon_marginalis/Chelmon_marginalis_FishBase_Chmar_u5.png,success
Chelmon_muelleri_FishBase_Chmue_u2.jpg,Chelmon muelleri,images,macos_vision,2,112465,498,450,0.5019,analysis/approach_1_gmm/segmented/Chelmon_muelleri/Chelmon_muelleri_FishBase_Chmue_u2.png,success
Chelmon_muelleri_FishBase_Chmue_u3.jpg,Chelmon muelleri,images,macos_vision,1,87198,640,425,0.3206,analysis/approach_1_gmm/segmented/Chelmon_muelleri/Chelmon_muelleri_FishBase_Chmue_u3.png,success
Chelmon_rostratus_FishPix_33375AF.jpg,Chelmon rostratus,images,macos_vision,1,120762,640,640,0.2948,analysis/approach_1_gmm/segmented/Chelmon_rostratus/Chelmon_rostratus_FishPix_33375AF.png,success
Chelmonops_curiosus_FishBase_Chcur_u0.jpg,Chelmonops curiosus,images,macos_vision,2,61838,635,480,0.2029,analysis/approach_1_gmm/segmented/Chelmonops_curiosus/Chelmonops_curiosus_FishBase_Chcur_u0.png,success
Chelmonops_truncatus_FishBase_Chtru_u1.jpg,Chelmonops truncatus,images,macos_vision,1,122641,583,450,0.4675,analysis/approach_1_gmm/segmented/Chelmonops_truncatus/Chelmonops_truncatus_FishBase_Chtru_u1.png,success
Coradion_altivelis_FishPix_15047AF.jpg,Coradion altivelis,images,macos_vision,1,106117,640,640,0.2591,analysis/approach_1_gmm/segmented/Coradion_altivelis/Coradion_altivelis_FishPix_15047AF.png,success
Coradion_chrysozonus_FishPix_72095AF.jpg,Coradion chrysozonus,images,macos_vision,1,84634,640,640,0.2066,analysis/approach_1_gmm/segmented/Coradion_chrysozonus/Coradion_chrysozonus_FishPix_72095AF.png,success
Coradion_melanopus_FishPix_10029AF.jpg,Coradion melanopus,images,macos_vision,1,156643,640,640,0.3824,analysis/approach_1_gmm/segmented/Coradion_melanopus/Coradion_melanopus_FishPix_10029AF.png,success
Forcipiger_flavissimus_FishPix_11851AF.jpg,Forcipiger flavissimus,images,macos_vision,1,79477,640,640,0.194,analysis/approach_1_gmm/segmented/Forcipiger_flavissimus/Forcipiger_flavissimus_FishPix_11851AF.png,success
Forcipiger_longirostris_FishBase_Folon_u1.jpg,Forcipiger longirostris,images,macos_vision,5,96664,582,455,0.365,analysis/approach_1_gmm/segmented/Forcipiger_longirostris/Forcipiger_longirostris_FishBase_Folon_u1.png,success
Forcipiger_wanai_FishBase_Fowan_u0.jpg,Forcipiger wanai,images,macos_vision,1,74809,640,435,0.2687,analysis/approach_1_gmm/segmented/Forcipiger_wanai/Forcipiger_wanai_FishBase_Fowan_u0.png,success
Hemitaurichthys_multispinosus_FishBase_Hemul_u0.jpg,Hemitaurichthys multispinosus,images,macos_vision,2,115533,640,375,0.4814,analysis/approach_1_gmm/segmented/Hemitaurichthys_multispinosus/Hemitaurichthys_multispinosus_FishBase_Hemul_u0.png,success
Hemitaurichthys_polylepis_FishPix_19342AF.jpg,Hemitaurichthys polylepis,images,macos_vision,1,108252,640,640,0.2643,analysis/approach_1_gmm/segmented/Hemitaurichthys_polylepis/Hemitaurichthys_polylepis_FishPix_19342AF.png,success
Hemitaurichthys_thompsoni_FishPix_76147AF.jpg,Hemitaurichthys thompsoni,images,macos_vision,1,117786,640,640,0.2876,analysis/approach_1_gmm/segmented/Hemitaurichthys_thompsoni/Hemitaurichthys_thompsoni_FishPix_76147AF.png,success
Hemitaurichthys_zoster_FishPix_12049AF.jpg,Hemitaurichthys zoster,images,macos_vision,1,68239,640,640,0.1666,analysis/approach_1_gmm/segmented/Hemitaurichthys_zoster/Hemitaurichthys_zoster_FishPix_12049AF.png,success
Heniochus_acuminatus_FishPix_54009AF.jpg,Heniochus acuminatus,images,macos_vision,1,82401,640,640,0.2012,analysis/approach_1_gmm/segmented/Heniochus_acuminatus/Heniochus_acuminatus_FishPix_54009AF.png,success
Heniochus_chrysostomus_FishPix_15259AF.jpg,Heniochus chrysostomus,images,macos_vision,1,99410,640,640,0.2427,analysis/approach_1_gmm/segmented/Heniochus_chrysostomus/Heniochus_chrysostomus_FishPix_15259AF.png,success
Heniochus_diphreutes_FishPix_11583AF.jpg,Heniochus diphreutes,images,macos_vision,1,85450,640,640,0.2086,analysis/approach_1_gmm/segmented/Heniochus_diphreutes/Heniochus_diphreutes_FishPix_11583AF.png,success
Heniochus_diphreutes_FishPix_21252AF.jpg,Heniochus diphreutes,images,macos_vision,1,88737,640,640,0.2166,analysis/approach_1_gmm/segmented/Heniochus_diphreutes/Heniochus_diphreutes_FishPix_21252AF.png,success
Heniochus_intermedius_FishPix_141059AF.jpg,Heniochus intermedius,images,macos_vision,1,117927,640,640,0.2879,analysis/approach_1_gmm/segmented/Heniochus_intermedius/Heniochus_intermedius_FishPix_141059AF.png,success
Heniochus_monoceros_FishPix_25451AF.jpg,Heniochus monoceros,images,macos_vision,1,92719,640,640,0.2264,analysis/approach_1_gmm/segmented/Heniochus_monoceros/Heniochus_monoceros_FishPix_25451AF.png,success
Heniochus_pleurotaenia_FishBase_Heple_u2.jpg,Heniochus pleurotaenia,images,macos_vision,1,145961,640,468,0.4873,analysis/approach_1_gmm/segmented/Heniochus_pleurotaenia/Heniochus_pleurotaenia_FishBase_Heple_u2.png,success
Heniochus_singularius_FishBase_Hesin_u1.jpg,Heniochus singularius,images,macos_vision,1,78732,405,450,0.432,analysis/approach_1_gmm/segmented/Heniochus_singularius/Heniochus_singularius_FishBase_Hesin_u1.png,success
Heniochus_varius_FishPix_15993AF.jpg,Heniochus varius,images,macos_vision,1,56808,640,640,0.1387,analysis/approach_1_gmm/segmented/Heniochus_varius/Heniochus_varius_FishPix_15993AF.png,success
Johnrandallia_nigrirostris_FishBase_Jonig_u1.jpg,Johnrandallia nigrirostris,images,macos_vision,1,119987,640,435,0.431,analysis/approach_1_gmm/segmented/Johnrandallia_nigrirostris/Johnrandallia_nigrirostris_FishBase_Jonig_u1.png,success
