filename,species,source,whole_mean_depth,whole_median_depth,whole_std_depth,whole_min_depth,whole_max_depth,body_mean_depth,body_median_depth,depth_range_m
Amphichaetodon_howensis_Bishop_-1464681654.jpg,Amphichaetodon howensis,BishopMuseum,7.83,10.97,3.97,2.0,12.0,3.81,3.56,12.0
Amphichaetodon_howensis_Bishop_-369771762.jpg,Amphichaetodon howensis,BishopMuseum,7.8,10.93,3.87,2.0,12.0,4.07,3.83,12.0
Amphichaetodon_howensis_Bishop_472868867 Background Removed.png,Amphichaetodon howensis,BishopMuseum,7.24,7.82,3.28,2.0,12.0,4.03,4.01,12.0
Amphichaetodon_howensis_Bishop_472868867.jpg,Amphichaetodon howensis,BishopMuseum,7.56,10.76,4.0,2.0,12.0,3.47,3.23,12.0
Amphichaetodon_howensis_FishBase_Amhow_u0.jpg,Amphichaetodon howensis,FishBase,8.45,10.34,3.6,2.0,12.0,3.34,2.91,12.0
Amphichaetodon_howensis_FishBase_Amhow_u1.jpg,Amphichaetodon howensis,FishBase,7.52,10.67,3.96,2.0,12.0,3.5,3.21,12.0
Amphichaetodon_howensis_FishBase_Amhow_u2.jpg,Amphichaetodon howensis,FishBase,7.81,10.95,3.99,2.0,12.0,3.74,3.5,12.0
Amphichaetodon_howensis_FishBase_Amhow_u3.jpg,Amphichaetodon howensis,FishBase,7.73,10.88,3.91,2.0,12.0,3.96,3.68,12.0
Amphichaetodon_howensis_FishWise_030360F000024W000002.jpg,Amphichaetodon howensis,FishWise,8.66,10.94,3.65,2.0,12.0,3.47,3.0,12.0
Amphichaetodon_howensis_FishWise_030360F000024W000003.jpg,Amphichaetodon howensis,FishWise,7.82,11.02,4.02,2.0,12.0,3.71,3.44,12.0
Amphichaetodon_howensis_FishWise_030360F000048W000001.gif,Amphichaetodon howensis,FishWise,8.11,9.55,3.06,2.0,12.0,4.25,3.96,12.0
Amphichaetodon_howensis_FishWise_030360F007696W000006.jpg,Amphichaetodon howensis,FishWise,8.98,10.83,3.51,2.0,12.0,4.19,3.81,12.0
Amphichaetodon_howensis_FishWise_030360F007696W000007.jpg,Amphichaetodon howensis,FishWise,9.45,10.67,2.96,2.0,12.0,4.34,3.99,12.0
Amphichaetodon_howensis_FishWise_030360F008947W000008.JPG,Amphichaetodon howensis,FishWise,8.45,9.57,2.88,2.0,12.0,3.82,3.55,12.0
Amphichaetodon_howensis_iNaturalist_11105384.jpg,Amphichaetodon howensis,iNaturalist,9.24,10.97,3.27,2.0,12.0,4.4,3.94,12.0
Amphichaetodon_howensis_iNaturalist_267486174.jpg,Amphichaetodon howensis,iNaturalist,8.15,8.43,1.77,2.0,12.0,,,12.0
Amphichaetodon_howensis_iNaturalist_33167253.jpg,Amphichaetodon howensis,iNaturalist,10.01,10.59,1.98,2.0,12.0,6.65,7.48,12.0
Amphichaetodon_howensis_iNaturalist_33719286.jpg,Amphichaetodon howensis,iNaturalist,7.77,7.89,2.97,2.0,12.0,5.31,3.86,12.0
Amphichaetodon_howensis_iNaturalist_33719401.jpg,Amphichaetodon howensis,iNaturalist,7.8,7.79,2.54,2.0,12.0,8.88,8.31,12.0
Amphichaetodon_howensis_iNaturalist_33719403.jpg,Amphichaetodon howensis,iNaturalist,7.97,8.1,2.71,2.0,12.0,4.11,3.7,12.0
Amphichaetodon_howensis_iNaturalist_384666682.jpg,Amphichaetodon howensis,iNaturalist,9.73,9.97,2.19,2.0,12.0,3.98,3.35,12.0
Amphichaetodon_howensis_iNaturalist_392179799.jpg,Amphichaetodon howensis,iNaturalist,8.79,9.41,2.62,2.0,12.0,7.6,9.07,12.0
Amphichaetodon_howensis_iNaturalist_405964908.jpg,Amphichaetodon howensis,iNaturalist,8.9,9.3,2.56,2.0,12.0,2.87,2.5,12.0
Amphichaetodon_howensis_iNaturalist_593017609.jpg,Amphichaetodon howensis,iNaturalist,8.62,9.02,2.4,2.0,12.0,3.53,2.79,12.0
Amphichaetodon_melbae_Bishop_-1115161976.jpg,Amphichaetodon melbae,BishopMuseum,7.87,10.86,3.99,2.0,12.0,3.79,3.5,12.0
Amphichaetodon_melbae_FishBase_Ammel_u0.jpg,Amphichaetodon melbae,FishBase,7.93,10.77,3.9,2.0,12.0,3.92,3.64,12.0
Amphichaetodon_melbae_FishWise_043655F000024W000001.jpg,Amphichaetodon melbae,FishWise,7.93,11.05,4.04,2.0,12.0,3.73,3.47,12.0
Amphichaetodon_melbae_iNaturalist_462963831.jpg,Amphichaetodon melbae,iNaturalist,8.64,9.01,2.27,2.0,12.0,2.72,2.47,12.0
Amphichaetodon_melbae_iNaturalist_510100646.jpg,Amphichaetodon melbae,iNaturalist,7.99,7.92,2.46,2.0,12.0,5.9,5.49,12.0
Amphichaetodon_melbae_iNaturalist_510100653.jpg,Amphichaetodon melbae,iNaturalist,7.64,8.67,3.09,2.0,12.0,3.33,2.77,12.0
Amphichaetodon_melbae_iNaturalist_577502906.jpg,Amphichaetodon melbae,iNaturalist,4.3,4.28,1.23,2.0,12.0,4.14,4.14,12.0
Chaetodon_adiergastos_Bishop_1979529705.jpg,Chaetodon adiergastos,BishopMuseum,6.65,4.42,3.46,2.0,12.0,3.8,3.75,12.0
Chaetodon_adiergastos_FishBaseUser_1354818522_86.28.236.182.jpg,Chaetodon adiergastos,FishBaseUser,7.76,9.68,3.41,2.0,12.0,4.71,3.55,12.0
Chaetodon_adiergastos_FishBaseUser_1508793657_172.68.102.54.jpg,Chaetodon adiergastos,FishBaseUser,8.92,9.9,3.03,2.0,12.0,5.35,4.54,12.0
Chaetodon_adiergastos_FishBaseUser_1577140639_172.68.102.128.jpg,Chaetodon adiergastos,FishBaseUser,9.43,10.33,2.77,2.0,12.0,3.2,3.23,12.0
Chaetodon_adiergastos_FishBaseUser_1577140803_172.68.102.30.jpg,Chaetodon adiergastos,FishBaseUser,8.18,8.81,2.86,2.0,12.0,2.53,2.46,12.0
Chaetodon_adiergastos_FishBaseUser_1610273317_172.68.243.13.jpg,Chaetodon adiergastos,FishBaseUser,7.61,9.15,3.26,2.0,12.0,3.96,3.83,12.0
Chaetodon_adiergastos_FishBaseUser_1747224353_95.95.129.49.jpg,Chaetodon adiergastos,FishBaseUser,8.4,9.37,3.13,2.0,12.0,4.53,3.41,12.0
Chaetodon_adiergastos_FishBaseUser_1753598392_219.73.75.40.jpg,Chaetodon adiergastos,FishBaseUser,7.96,8.29,2.39,2.0,12.0,3.0,2.9,12.0
Chaetodon_adiergastos_FishBase_Chadi_u0.jpg,Chaetodon adiergastos,FishBase,9.24,10.86,3.14,2.0,12.0,4.58,4.01,12.0
Chaetodon_adiergastos_FishBase_Chadi_u1.jpg,Chaetodon adiergastos,FishBase,6.79,4.47,3.49,2.0,12.0,3.9,3.88,12.0
Chaetodon_adiergastos_FishBase_Chadi_u2.jpg,Chaetodon adiergastos,FishBase,8.06,11.0,4.11,2.0,12.0,3.39,3.14,12.0
Chaetodon_adiergastos_FishBase_Chadi_u3.jpg,Chaetodon adiergastos,FishBase,9.72,11.44,2.99,2.0,12.0,2.76,2.65,12.0
Chaetodon_adiergastos_FishBase_Chadi_u4.jpg,Chaetodon adiergastos,FishBase,7.19,5.15,3.75,2.0,12.0,3.59,3.47,12.0
Chaetodon_adiergastos_FishPix_140951.jpg,Chaetodon adiergastos,FishPix,9.15,10.31,2.9,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_168235.jpg,Chaetodon adiergastos,FishPix,9.73,11.05,2.5,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_179577.jpg,Chaetodon adiergastos,FishPix,8.51,10.43,3.48,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_179578.jpg,Chaetodon adiergastos,FishPix,8.58,9.7,2.79,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_179590.jpg,Chaetodon adiergastos,FishPix,8.31,9.73,3.41,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_179767.jpg,Chaetodon adiergastos,FishPix,8.7,9.83,3.39,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_183786.jpg,Chaetodon adiergastos,FishPix,9.01,11.72,4.01,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_193419.jpg,Chaetodon adiergastos,FishPix,7.33,7.83,2.8,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_193443.jpg,Chaetodon adiergastos,FishPix,6.97,6.36,2.99,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_194371.jpg,Chaetodon adiergastos,FishPix,8.04,8.76,2.99,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_23046.jpg,Chaetodon adiergastos,FishPix,8.3,8.2,2.35,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_28455AF.jpg,Chaetodon adiergastos,FishPix,8.63,10.3,3.36,2.0,12.0,3.33,3.29,12.0
Chaetodon_adiergastos_FishPix_31600.jpg,Chaetodon adiergastos,FishPix,8.39,9.63,3.17,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_33955.jpg,Chaetodon adiergastos,FishPix,8.95,10.04,2.87,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_34012.jpg,Chaetodon adiergastos,FishPix,7.49,8.6,3.33,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_38334.jpg,Chaetodon adiergastos,FishPix,7.03,6.74,3.65,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_38404.jpg,Chaetodon adiergastos,FishPix,8.11,9.98,3.6,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_40743.jpg,Chaetodon adiergastos,FishPix,7.89,9.46,3.44,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_4078.jpg,Chaetodon adiergastos,FishPix,10.29,11.06,2.27,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_5231.jpg,Chaetodon adiergastos,FishPix,8.7,11.06,3.41,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_55855.jpg,Chaetodon adiergastos,FishPix,7.41,9.12,3.52,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_55856.jpg,Chaetodon adiergastos,FishPix,7.5,9.32,3.32,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_62913.jpg,Chaetodon adiergastos,FishPix,7.89,8.88,2.83,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_7225.jpg,Chaetodon adiergastos,FishPix,8.32,10.23,3.66,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_74377.jpg,Chaetodon adiergastos,FishPix,9.31,10.29,2.79,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_75597.jpg,Chaetodon adiergastos,FishPix,7.49,6.1,3.54,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_75598.jpg,Chaetodon adiergastos,FishPix,8.96,11.38,3.31,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_81459.jpg,Chaetodon adiergastos,FishPix,8.07,8.34,2.58,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishPix_90508.jpg,Chaetodon adiergastos,FishPix,8.44,9.09,3.32,2.0,12.0,,,12.0
Chaetodon_adiergastos_FishWise_000669F000009W000005.jpg,Chaetodon adiergastos,FishWise,8.99,11.26,3.83,2.0,12.0,3.29,3.23,12.0
Chaetodon_adiergastos_FishWise_000669F000009W000007.jpg,Chaetodon adiergastos,FishWise,7.79,8.45,2.57,2.0,12.0,3.67,3.17,12.0
Chaetodon_adiergastos_FishWise_000669F000009W000008.jpg,Chaetodon adiergastos,FishWise,8.87,11.66,3.98,2.0,12.0,3.57,3.46,12.0
Chaetodon_adiergastos_FishWise_000669F000009W000009.jpg,Chaetodon adiergastos,FishWise,7.86,10.22,3.99,2.0,12.0,2.92,2.92,12.0
Chaetodon_adiergastos_FishWise_000669F000009W000010.jpg,Chaetodon adiergastos,FishWise,8.49,10.61,3.84,2.0,12.0,2.79,2.7,12.0
Chaetodon_adiergastos_FishWise_000669F000009W000011.jpg,Chaetodon adiergastos,FishWise,8.74,10.78,3.72,2.0,12.0,3.11,3.13,12.0
Chaetodon_adiergastos_FishWise_000669F000009W000012.jpg,Chaetodon adiergastos,FishWise,8.58,10.67,3.61,2.0,12.0,3.4,3.32,12.0
Chaetodon_adiergastos_FishWise_000669F000009W000013.jpg,Chaetodon adiergastos,FishWise,9.04,10.74,3.48,2.0,12.0,3.23,3.27,12.0
Chaetodon_adiergastos_FishWise_000669F000024W000001.jpg,Chaetodon adiergastos,FishWise,8.84,9.96,2.98,2.0,12.0,4.44,3.98,12.0
Chaetodon_adiergastos_FishWise_000669F000024W000002.jpg,Chaetodon adiergastos,FishWise,8.06,9.55,3.32,2.0,12.0,3.73,3.69,12.0
Chaetodon_adiergastos_FishWise_000669F000031W000004.jpg,Chaetodon adiergastos,FishWise,7.89,10.75,3.89,2.0,12.0,3.32,3.41,12.0
Chaetodon_adiergastos_FishWise_000669F000110W000003.jpg,Chaetodon adiergastos,FishWise,8.02,10.89,4.08,2.0,12.0,3.23,3.09,12.0
Chaetodon_adiergastos_FishWise_000669F000387W000006.jpg,Chaetodon adiergastos,FishWise,8.28,11.03,4.04,2.0,12.0,3.41,3.37,12.0
Chaetodon_adiergastos_FishWise_000669F000387W000014.jpg,Chaetodon adiergastos,FishWise,8.79,11.08,3.9,2.0,12.0,3.21,2.95,12.0
Chaetodon_adiergastos_FishWise_000669F000492W000015.jpg,Chaetodon adiergastos,FishWise,7.56,9.82,3.49,2.0,12.0,3.72,3.58,12.0
Chaetodon_adiergastos_iNaturalist_18099243.jpg,Chaetodon adiergastos,iNaturalist,9.13,10.63,3.31,2.0,12.0,3.71,2.91,12.0
Chaetodon_adiergastos_iNaturalist_19737434.jpg,Chaetodon adiergastos,iNaturalist,7.36,6.72,3.57,2.0,12.0,5.32,3.74,12.0
Chaetodon_adiergastos_iNaturalist_264257791.jpg,Chaetodon adiergastos,iNaturalist,9.55,10.32,2.87,2.0,12.0,2.63,2.68,12.0
Chaetodon_adiergastos_iNaturalist_275485797.jpg,Chaetodon adiergastos,iNaturalist,9.7,10.99,3.14,2.0,12.0,2.94,2.85,12.0
Chaetodon_adiergastos_iNaturalist_294596355.jpg,Chaetodon adiergastos,iNaturalist,7.84,7.11,2.66,2.0,12.0,,,12.0
Chaetodon_adiergastos_iNaturalist_312479934.jpg,Chaetodon adiergastos,iNaturalist,8.76,9.78,2.87,2.0,12.0,3.49,3.15,12.0
Chaetodon_adiergastos_iNaturalist_341061286.jpg,Chaetodon adiergastos,iNaturalist,6.67,8.23,3.24,2.0,12.0,3.35,3.32,12.0
Chaetodon_adiergastos_iNaturalist_432980114.jpg,Chaetodon adiergastos,iNaturalist,8.92,9.71,2.78,2.0,12.0,3.38,3.18,12.0
Chaetodon_adiergastos_iNaturalist_468973634.jpg,Chaetodon adiergastos,iNaturalist,8.5,8.76,1.94,2.0,12.0,3.54,2.34,12.0
Chaetodon_adiergastos_iNaturalist_556364227.jpg,Chaetodon adiergastos,iNaturalist,9.32,11.12,3.66,2.0,12.0,2.86,2.66,12.0
Chaetodon_andamanensis_Bishop_-322272266.jpg,Chaetodon andamanensis,BishopMuseum,6.97,4.39,3.61,2.0,12.0,3.78,3.73,12.0
Chaetodon_andamanensis_FishBaseUser_1452839533_94.198.18.55.jpg,Chaetodon andamanensis,FishBaseUser,8.68,10.61,3.28,2.0,12.0,4.37,4.24,12.0
Chaetodon_andamanensis_FishBaseUser_1739413117_172.71.124.122.jpg,Chaetodon andamanensis,FishBaseUser,7.24,8.22,3.13,2.0,12.0,3.69,3.53,12.0
Chaetodon_andamanensis_FishBaseUser_1747224556_95.95.129.49.jpg,Chaetodon andamanensis,FishBaseUser,8.6,9.2,3.2,2.0,12.0,3.44,3.37,12.0
Chaetodon_andamanensis_FishBase_Chand_j0.jpg,Chaetodon andamanensis,FishBase,8.0,8.87,2.94,2.0,12.0,6.74,8.68,12.0
Chaetodon_andamanensis_FishBase_Chand_u0.jpg,Chaetodon andamanensis,FishBase,6.98,4.45,3.67,2.0,12.0,3.87,3.7,12.0
Chaetodon_andamanensis_FishBase_Chand_u1.jpg,Chaetodon andamanensis,FishBase,8.19,9.68,3.32,2.0,12.0,4.6,3.51,12.0
Chaetodon_andamanensis_FishPix_140927.jpg,Chaetodon andamanensis,FishPix,8.36,8.32,2.76,2.0,12.0,,,12.0
Chaetodon_andamanensis_FishPix_88987AF.jpg,Chaetodon andamanensis,FishPix,6.4,6.28,3.62,2.0,12.0,2.54,2.49,12.0
Chaetodon_andamanensis_iNaturalist_153255532.jpg,Chaetodon andamanensis,iNaturalist,7.73,7.51,2.45,2.0,12.0,,,12.0
Chaetodon_andamanensis_iNaturalist_173829490.jpg,Chaetodon andamanensis,iNaturalist,9.0,9.76,2.66,2.0,12.0,2.6,2.39,12.0
Chaetodon_andamanensis_iNaturalist_177672904.jpg,Chaetodon andamanensis,iNaturalist,9.35,9.65,1.58,2.0,12.0,3.68,2.97,12.0
Chaetodon_andamanensis_iNaturalist_205344829.jpg,Chaetodon andamanensis,iNaturalist,8.03,8.67,2.39,2.0,12.0,,,12.0
Chaetodon_andamanensis_iNaturalist_2532907.jpg,Chaetodon andamanensis,iNaturalist,9.19,9.71,2.94,2.0,12.0,3.41,3.17,12.0
Chaetodon_andamanensis_iNaturalist_309575002.jpg,Chaetodon andamanensis,iNaturalist,7.21,7.12,2.78,2.0,12.0,2.54,2.38,12.0
Chaetodon_andamanensis_iNaturalist_436938868.jpg,Chaetodon andamanensis,iNaturalist,7.03,4.16,4.0,2.0,12.0,3.3,3.26,12.0
Chaetodon_andamanensis_iNaturalist_486380130.jpg,Chaetodon andamanensis,iNaturalist,8.15,8.3,2.01,2.0,12.0,,,12.0
Chaetodon_andamanensis_iNaturalist_545241141.jpg,Chaetodon andamanensis,iNaturalist,8.96,8.96,2.5,2.0,12.0,7.41,8.83,12.0
Chaetodon_andamanensis_iNaturalist_68351989.jpg,Chaetodon andamanensis,iNaturalist,8.19,9.59,3.13,2.0,12.0,3.47,3.33,12.0
Chaetodon_argentatus_Bishop_1074668308.jpg,Chaetodon argentatus,BishopMuseum,7.35,9.98,3.82,2.0,12.0,3.31,3.11,12.0
Chaetodon_argentatus_Bishop_1101542975.jpg,Chaetodon argentatus,BishopMuseum,8.26,10.34,3.75,2.0,12.0,,,12.0
Chaetodon_argentatus_FishBase_Charg_u0.jpg,Chaetodon argentatus,FishBase,7.62,8.86,3.27,2.0,12.0,3.65,3.31,12.0
Chaetodon_argentatus_FishBase_Charg_u1.jpg,Chaetodon argentatus,FishBase,8.23,10.2,3.67,2.0,12.0,,,12.0
Chaetodon_argentatus_FishBase_Charg_u2.jpg,Chaetodon argentatus,FishBase,7.31,9.9,3.83,2.0,12.0,3.27,3.05,12.0
Chaetodon_argentatus_FishBase_Charg_u3.jpg,Chaetodon argentatus,FishBase,8.75,10.48,3.51,2.0,12.0,3.29,3.04,12.0
Chaetodon_argentatus_FishBase_Charg_ua.jpg,Chaetodon argentatus,FishBase,8.55,10.44,3.57,2.0,12.0,3.68,3.59,12.0
Chaetodon_argentatus_FishPix_10095.jpg,Chaetodon argentatus,FishPix,7.62,8.52,3.44,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_10341.jpg,Chaetodon argentatus,FishPix,8.03,10.15,3.99,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_108490.jpg,Chaetodon argentatus,FishPix,7.73,9.02,3.06,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_10957.jpg,Chaetodon argentatus,FishPix,8.88,10.95,3.92,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_109671.jpg,Chaetodon argentatus,FishPix,8.0,9.41,3.3,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_12076.jpg,Chaetodon argentatus,FishPix,10.11,10.53,1.75,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_12082.jpg,Chaetodon argentatus,FishPix,8.99,9.79,2.65,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_145500.jpg,Chaetodon argentatus,FishPix,9.1,11.06,3.43,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_149894.jpg,Chaetodon argentatus,FishPix,8.97,9.8,2.88,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_150076.jpg,Chaetodon argentatus,FishPix,7.74,9.74,3.7,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_150095.jpg,Chaetodon argentatus,FishPix,8.45,10.13,3.34,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_153467.jpg,Chaetodon argentatus,FishPix,8.05,10.33,3.55,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_153682.jpg,Chaetodon argentatus,FishPix,8.37,9.92,3.08,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_155424.jpg,Chaetodon argentatus,FishPix,8.59,9.44,2.76,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_156288.jpg,Chaetodon argentatus,FishPix,8.39,8.61,3.27,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_158772.jpg,Chaetodon argentatus,FishPix,8.81,10.38,3.47,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_159702.jpg,Chaetodon argentatus,FishPix,9.06,11.04,3.23,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_161926.jpg,Chaetodon argentatus,FishPix,9.1,10.78,3.18,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_16273.jpg,Chaetodon argentatus,FishPix,8.98,9.91,2.98,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_163276.jpg,Chaetodon argentatus,FishPix,8.94,10.69,3.54,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_163973.jpg,Chaetodon argentatus,FishPix,8.3,9.89,3.62,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_164093.jpg,Chaetodon argentatus,FishPix,9.23,10.55,3.25,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_165521.jpg,Chaetodon argentatus,FishPix,8.55,10.45,3.56,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_168236.jpg,Chaetodon argentatus,FishPix,7.57,8.24,3.25,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_168237.jpg,Chaetodon argentatus,FishPix,7.66,8.08,2.72,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_168238.jpg,Chaetodon argentatus,FishPix,7.16,7.08,2.96,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_168239.jpg,Chaetodon argentatus,FishPix,7.82,8.66,3.0,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_168240.jpg,Chaetodon argentatus,FishPix,7.36,8.01,2.8,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_168241.jpg,Chaetodon argentatus,FishPix,8.1,8.94,2.8,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_168242.jpg,Chaetodon argentatus,FishPix,7.24,7.01,2.91,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_168243.jpg,Chaetodon argentatus,FishPix,7.92,8.6,2.54,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_171881.jpg,Chaetodon argentatus,FishPix,9.87,11.08,2.85,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_175006.jpg,Chaetodon argentatus,FishPix,8.0,8.11,1.94,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_175025.jpg,Chaetodon argentatus,FishPix,8.84,9.51,2.38,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_184580.jpg,Chaetodon argentatus,FishPix,8.46,9.66,3.19,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_184711.jpg,Chaetodon argentatus,FishPix,8.73,10.26,3.16,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_184847.jpg,Chaetodon argentatus,FishPix,8.76,9.85,3.14,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_185163.jpg,Chaetodon argentatus,FishPix,8.66,10.23,3.3,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_186318.jpg,Chaetodon argentatus,FishPix,6.8,6.58,3.0,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_188893.jpg,Chaetodon argentatus,FishPix,8.28,9.33,3.03,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_189559.jpg,Chaetodon argentatus,FishPix,8.26,8.87,3.1,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_189611.jpg,Chaetodon argentatus,FishPix,8.78,10.26,3.55,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_19200.jpg,Chaetodon argentatus,FishPix,7.57,8.3,3.34,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_192681.jpg,Chaetodon argentatus,FishPix,7.48,8.83,3.17,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_193270.jpg,Chaetodon argentatus,FishPix,8.74,10.42,3.25,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_194297.jpg,Chaetodon argentatus,FishPix,9.35,10.87,3.15,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_194653.jpg,Chaetodon argentatus,FishPix,8.54,9.92,3.43,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_194907.jpg,Chaetodon argentatus,FishPix,7.33,8.41,3.1,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_195081.jpg,Chaetodon argentatus,FishPix,7.62,7.7,3.45,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_195271.jpg,Chaetodon argentatus,FishPix,7.19,7.59,2.89,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_197866.jpg,Chaetodon argentatus,FishPix,9.39,10.44,2.87,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_199423.jpg,Chaetodon argentatus,FishPix,8.28,9.57,3.17,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_204129.jpg,Chaetodon argentatus,FishPix,9.08,10.47,3.27,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_206611.jpg,Chaetodon argentatus,FishPix,8.47,8.62,1.96,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_2068AF.jpg,Chaetodon argentatus,FishPix,7.3,7.9,3.21,2.0,12.0,3.3,3.03,12.0
Chaetodon_argentatus_FishPix_207224.jpg,Chaetodon argentatus,FishPix,9.38,9.87,2.19,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_2169.jpg,Chaetodon argentatus,FishPix,7.57,8.85,3.29,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_22172.jpg,Chaetodon argentatus,FishPix,8.09,9.59,3.2,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_23029.jpg,Chaetodon argentatus,FishPix,9.49,10.66,2.72,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_26148.jpg,Chaetodon argentatus,FishPix,8.91,9.14,2.65,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_28117.jpg,Chaetodon argentatus,FishPix,8.25,9.2,3.39,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_30225.jpg,Chaetodon argentatus,FishPix,6.98,6.34,3.33,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_31219.jpg,Chaetodon argentatus,FishPix,9.5,10.06,2.66,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_31220.jpg,Chaetodon argentatus,FishPix,8.71,9.57,2.85,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_31936.jpg,Chaetodon argentatus,FishPix,6.51,5.55,3.01,2.0,12.0,,,12.0
Chaetodon_argentatus_FishPix_34269.jpg,Chaetodon argentatus,FishPix,7.85,7.88,2.75,2.0,12.0,,,12.0
