species,fishbase_file,bishop_file,phash_distance,dhash_distance,min_distance,confidence
Chaetodon auripes,Chaetodon_auripes_FishBase_Chaur_ub.jpg,Chaetodon_auripes_Bishop_-346327811.jpg,9,37,9,medium
Chaetodon blackburnii,Chaetodon_blackburnii_FishBase_Chbla_f0.jpg,Chaetodon_blackburnii_Bishop_1288243346.jpg,9,71,9,medium
Chaetodon blackburnii,Chaetodon_blackburnii_FishBase_Chbla_u1.jpg,Chaetodon_blackburnii_Bishop_-410407509.jpg,9,68,9,medium
Chaetodon lunula,Chaetodon_lunula_FishBase_Chlun_u7.jpg,Chaetodon_lunula_Bishop_2036473160.jpg,9,51,9,medium
Chaetodon melapterus,Chaetodon_melapterus_FishBase_Chmel_u2.jpg,Chaetodon_melapterus_Bishop_-738901426.jpg,9,86,9,medium
Chaetodon mertensii,Chaetodon_mertensii_FishBase_Chmer_u2.jpg,Chaetodon_mertensii_Bishop_1869466931.jpg,9,34,9,medium
Chaetodon mertensii,Chaetodon_mertensii_FishBase_Chmer_u3.jpg,Chaetodon_mertensii_Bishop_992543933.jpg,9,57,9,medium
Chaetodon plebeius,Chaetodon_plebeius_FishBase_Chple_u3.jpg,Chaetodon_plebeius_Bishop_-113106721.jpg,9,82,9,medium
Chaetodon xanthurus,Chaetodon_xanthurus_FishBase_Chxan_u7.jpg,Chaetodon_xanthurus_Bishop_-858508951.jpg,9,78,9,medium
Coradion melanopus,Coradion_melanopus_FishBase_Comel_u0.jpg,Coradion_melanopus_Bishop_1537514406.jpg,9,53,9,medium
Coradion melanopus,Coradion_melanopus_FishBase_Comel_u2.jpg,Coradion_melanopus_Bishop_-1537131019.jpg,9,53,9,medium
Chaetodon auriga,Chaetodon_auriga_FishBase_Chaur_u5.jpg,Chaetodon_auriga_Bishop_843681634.jpg,10,54,10,medium
Chaetodon auriga,Chaetodon_auriga_FishBase_Chaur_u7.jpg,Chaetodon_auriga_Bishop_843681634.jpg,10,94,10,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u3.jpg,Chaetodon_baronessa_Bishop_-2122794458.jpg,10,38,10,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u3.jpg,Chaetodon_baronessa_Bishop_918345433.jpg,10,60,10,medium
Chaetodon citrinellus,Chaetodon_citrinellus_FishBase_Chcit_u2.jpg,Chaetodon_citrinellus_Bishop_1043818087.jpg,10,72,10,medium
Chaetodon citrinellus,Chaetodon_citrinellus_FishBase_Chcit_u4.jpg,Chaetodon_citrinellus_Bishop_520787921.jpg,10,73,10,medium
Chaetodon guttatissimus,Chaetodon_guttatissimus_FishBase_Chgut_u1.jpg,Chaetodon_guttatissimus_Bishop_-397235578.jpg,10,45,10,medium
Chaetodon smithi,Chaetodon_smithi_FishBase_Chsmi_u1.jpg,Chaetodon_smithi_Bishop_-756583267.jpg,10,54,10,medium
Coradion melanopus,Coradion_melanopus_FishBase_Comel_u2.jpg,Coradion_melanopus_Bishop_1397670468.jpg,10,43,10,medium
Heniochus monoceros,Heniochus_monoceros_FishBase_Hemon_u1.jpg,Heniochus_monoceros_Bishop_1205143013.jpg,10,83,10,medium
Chaetodon auriga,Chaetodon_auriga_FishBase_Chaur_ul.jpg,Chaetodon_auriga_Bishop_1449897185.jpg,11,99,11,medium
Chaetodon auripes,Chaetodon_auripes_FishBase_Chaur_uo.jpg,Chaetodon_auripes_Bishop_1839596140.jpg,11,79,11,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u0.jpg,Chaetodon_baronessa_Bishop_1152880952.jpg,11,37,11,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u1.jpg,Chaetodon_baronessa_Bishop_1152880952.jpg,11,56,11,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u4.jpg,Chaetodon_baronessa_Bishop_1152880952.jpg,11,40,11,medium
Chaetodon blackburnii,Chaetodon_blackburnii_FishBase_Chbla_u0.jpg,Chaetodon_blackburnii_Bishop_1288243346.jpg,11,79,11,medium
Chaetodon blackburnii,Chaetodon_blackburnii_FishBase_Chbla_u1.jpg,Chaetodon_blackburnii_Bishop_300609141.jpg,11,73,11,medium
Chaetodon lunula,Chaetodon_lunula_FishBase_Chlun_j0.jpg,Chaetodon_lunula_Bishop_1720571305.jpg,11,41,11,medium
Chaetodon melannotus,Chaetodon_melannotus_FishBase_Chmel_u7.jpg,Chaetodon_melannotus_Bishop_-1381464288.jpg,11,74,11,medium
Chaetodon melapterus,Chaetodon_melapterus_FishBase_Chmel_ua.jpg,Chaetodon_melapterus_Bishop_690928567.jpg,11,77,11,medium
Chaetodon mertensii,Chaetodon_mertensii_FishBase_Chmer_u2.jpg,Chaetodon_mertensii_Bishop_-727881428.jpg,11,74,11,medium
Chaetodon mertensii,Chaetodon_mertensii_FishBase_Chmer_u2.jpg,Chaetodon_mertensii_Bishop_992543933.jpg,11,61,11,medium
Chaetodon smithi,Chaetodon_smithi_FishBase_Chsmi_u1.jpg,Chaetodon_smithi_Bishop_-1166721005.jpg,11,60,11,medium
Chaetodon smithi,Chaetodon_smithi_FishBase_Chsmi_u3.jpg,Chaetodon_smithi_Bishop_-608924262.jpg,11,61,11,medium
Chaetodon smithi,Chaetodon_smithi_FishBase_Chsmi_u3.jpg,Chaetodon_smithi_Bishop_-756583267.jpg,11,51,11,medium
Chaetodon tinkeri,Chaetodon_tinkeri_FishBase_Chtin_u2.jpg,Chaetodon_tinkeri_Bishop_1959828294.jpg,11,34,11,medium
Coradion chrysozonus,Coradion_chrysozonus_FishBase_Cochr_u3.jpg,Coradion_chrysozonus_Bishop_1721541363.jpg,11,84,11,medium
Amphichaetodon howensis,Amphichaetodon_howensis_FishBase_Amhow_u3.jpg,Amphichaetodon_howensis_Bishop_472868867.jpg,12,54,12,medium
Amphichaetodon howensis,Amphichaetodon_howensis_FishBase_Amhow_u1.jpg,Amphichaetodon_howensis_Bishop_-369771762.jpg,12,57,12,medium
Chaetodon auriga,Chaetodon_auriga_FishBase_Chaur_u0.jpg,Chaetodon_auriga_Bishop_-2122348146.jpg,12,79,12,medium
Chaetodon auriga,Chaetodon_auriga_FishBase_Chaur_u8.jpg,Chaetodon_auriga_Bishop_843681634.jpg,12,56,12,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u1.jpg,Chaetodon_baronessa_Bishop_-2122794458.jpg,12,53,12,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u4.jpg,Chaetodon_baronessa_Bishop_918345433.jpg,12,71,12,medium
Chaetodon melannotus,Chaetodon_melannotus_FishBase_Chmel_u6.jpg,Chaetodon_melannotus_Bishop_-1126507013.jpg,12,77,12,medium
Chaetodon melapterus,Chaetodon_melapterus_FishBase_Chmel_u9.jpg,Chaetodon_melapterus_Bishop_-738901426.jpg,12,77,12,medium
Chaetodon rafflesii,Chaetodon_rafflesii_FishBase_Chraf_u2.jpg,Chaetodon_rafflesii_Bishop_497192485.jpg,12,85,12,medium
Chaetodon rafflesii,Chaetodon_rafflesii_FishBase_Chraf_u3.jpg,Chaetodon_rafflesii_Bishop_497192485.jpg,12,87,12,medium
Chaetodon selene,Chaetodon_selene_FishBase_Chsel_u0.jpg,Chaetodon_selene_Bishop_-1379331455.jpg,12,84,12,medium
Chaetodon speculum,Chaetodon_speculum_FishBase_Chspe_u0.jpg,Chaetodon_speculum_Bishop_65885528.jpg,12,78,12,medium
Forcipiger flavissimus,Forcipiger_flavissimus_FishBase_Fofla_u0.jpg,Forcipiger_flavissimus_Bishop_-1548318421.jpg,12,95,12,medium
Amphichaetodon howensis,Amphichaetodon_howensis_FishBase_Amhow_u3.jpg,Amphichaetodon_howensis_Bishop_-1464681654.jpg,13,70,13,medium
Chaetodon auriga,Chaetodon_auriga_FishBase_Chaur_u7.jpg,Chaetodon_auriga_Bishop_1988149751.jpg,13,99,13,medium
Chaetodon auriga,Chaetodon_auriga_FishBase_Chaur_un.jpg,Chaetodon_auriga_Bishop_1449897185.jpg,13,71,13,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u0.jpg,Chaetodon_baronessa_Bishop_601798515.jpg,13,48,13,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u1.jpg,Chaetodon_baronessa_Bishop_601798515.jpg,13,67,13,medium
Chaetodon bennetti,Chaetodon_bennetti_FishBase_Chben_u2.jpg,Chaetodon_bennetti_Bishop_-2064196433.jpg,13,99,13,medium
Chaetodon citrinellus,Chaetodon_citrinellus_FishBase_Chcit_u3.jpg,Chaetodon_citrinellus_Bishop_-1191499504.jpg,13,68,13,medium
Chaetodon collare,Chaetodon_collare_FishBase_Chcol_u3.jpg,Chaetodon_collare_Bishop_1403678122.jpg,13,86,13,medium
Chaetodon fasciatus,Chaetodon_fasciatus_FishBase_Chfas_u1.jpg,Chaetodon_fasciatus_Bishop_-1886056978.jpg,13,59,13,medium
Chaetodon lunula,Chaetodon_lunula_FishBase_Chlun_u6.jpg,Chaetodon_lunula_Bishop_2036473160.jpg,13,78,13,medium
Chaetodon mertensii,Chaetodon_mertensii_FishBase_Chmer_u2.jpg,Chaetodon_mertensii_Bishop_2125964090.jpg,13,70,13,medium
Chaetodon mertensii,Chaetodon_mertensii_FishBase_Chmer_u3.jpg,Chaetodon_mertensii_Bishop_-727881428.jpg,13,64,13,medium
Chaetodon mertensii,Chaetodon_mertensii_FishBase_Chmer_u3.jpg,Chaetodon_mertensii_Bishop_1869466931.jpg,13,80,13,medium
Chaetodon plebeius,Chaetodon_plebeius_FishBase_Chple_u3.jpg,Chaetodon_plebeius_Bishop_-531604202.jpg,13,53,13,medium
Chaetodon plebeius,Chaetodon_plebeius_FishBase_Chple_u4.jpg,Chaetodon_plebeius_Bishop_-243381367.jpg,13,53,13,medium
Coradion melanopus,Coradion_melanopus_FishBase_Comel_u1.jpg,Coradion_melanopus_Bishop_1537514406.jpg,13,69,13,medium
Coradion melanopus,Coradion_melanopus_FishBase_Comel_u2.jpg,Coradion_melanopus_Bishop_726040623.jpg,13,71,13,medium
Forcipiger flavissimus,Forcipiger_flavissimus_FishBase_Fofla_u0.jpg,Forcipiger_flavissimus_Bishop_-1224605166.jpg,13,95,13,medium
Heniochus monoceros,Heniochus_monoceros_FishBase_Hemon_u1.jpg,Heniochus_monoceros_Bishop_1235534495.jpg,13,84,13,medium
Parachaetodon ocellatus,Parachaetodon_ocellatus_FishBase_Paoce_u2.jpg,Parachaetodon_ocellatus_Bishop_-506807721.jpg,13,59,13,medium
Amphichaetodon howensis,Amphichaetodon_howensis_FishBase_Amhow_u2.jpg,Amphichaetodon_howensis_Bishop_-369771762.jpg,14,71,14,medium
Chaetodon auriga,Chaetodon_auriga_FishBase_Chaur_u4.jpg,Chaetodon_auriga_Bishop_1449897185.jpg,14,93,14,medium
Chaetodon auriga,Chaetodon_auriga_FishBase_Chaur_ud.jpg,Chaetodon_auriga_Bishop_1449897185.jpg,14,79,14,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u0.jpg,Chaetodon_baronessa_Bishop_918345433.jpg,14,54,14,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u4.jpg,Chaetodon_baronessa_Bishop_-2122794458.jpg,14,55,14,medium
Chaetodon bennetti,Chaetodon_bennetti_FishBase_Chben_u1.jpg,Chaetodon_bennetti_Bishop_711591108.jpg,14,98,14,medium
Chaetodon collare,Chaetodon_collare_FishBase_Chcol_u2.jpg,Chaetodon_collare_Bishop_1999007469.jpg,14,88,14,medium
Chaetodon fasciatus,Chaetodon_fasciatus_FishBase_Chfas_u6.jpg,Chaetodon_fasciatus_Bishop_2100774615.jpg,14,56,14,medium
Chaetodon lunula,Chaetodon_lunula_FishBase_Chlun_u8.jpg,Chaetodon_lunula_Bishop_543936522.jpg,14,74,14,medium
Chaetodon melannotus,Chaetodon_melannotus_FishBase_Chmel_u4.jpg,Chaetodon_melannotus_Bishop_-1126507013.jpg,14,91,14,medium
Chaetodon melannotus,Chaetodon_melannotus_FishBase_Chmel_u8.jpg,Chaetodon_melannotus_Bishop_-1126507013.jpg,14,77,14,medium
Chaetodon mertensii,Chaetodon_mertensii_FishBase_Chmer_u4.jpg,Chaetodon_mertensii_Bishop_1869466931.jpg,14,67,14,medium
Chaetodon mesoleucos,Chaetodon_mesoleucos_FishBase_Chmes_u7.jpg,Chaetodon_mesoleucos_Bishop_-899095560.jpg,14,63,14,medium
Chaetodon miliaris,Chaetodon_miliaris_FishBase_Chmil_u1.jpg,Chaetodon_miliaris_Bishop_725437158.jpg,14,68,14,medium
Chaetodon plebeius,Chaetodon_plebeius_FishBase_Chple_u5.jpg,Chaetodon_plebeius_Bishop_-531604202.jpg,14,64,14,medium
Chaetodon punctatofasciatus,Chaetodon_punctatofasciatus_FishBase_Chpun_u0.jpg,Chaetodon_punctatofasciatus_Bishop_1458053428.jpg,14,92,14,medium
Chaetodon rafflesii,Chaetodon_rafflesii_FishBase_Chraf_u2.jpg,Chaetodon_rafflesii_Bishop_-779601278.jpg,14,59,14,medium
Chelmon muelleri,Chelmon_muelleri_FishBase_Chmue_u1.jpg,Chelmon_muelleri_Bishop_1919363298.jpg,14,67,14,medium
Chelmon rostratus,Chelmon_rostratus_FishBase_Chros_u0.jpg,Chelmon_rostratus_Bishop_-1630595999.jpg,14,99,14,medium
Parachaetodon ocellatus,Parachaetodon_ocellatus_FishBase_Paoce_u3.jpg,Parachaetodon_ocellatus_Bishop_-154342580.jpg,14,60,14,medium
Chaetodon auriga,Chaetodon_auriga_FishBase_Chaur_u9.jpg,Chaetodon_auriga_Bishop_1449897185.jpg,15,96,15,medium
Chaetodon baronessa,Chaetodon_baronessa_FishBase_Chbar_u3.jpg,Chaetodon_baronessa_Bishop_601798515.jpg,15,30,15,medium
Chaetodon citrinellus,Chaetodon_citrinellus_FishBase_Chcit_u1.jpg,Chaetodon_citrinellus_Bishop_-1937929700.jpg,15,66,15,medium
Chaetodon citrinellus,Chaetodon_citrinellus_FishBase_Chcit_u4.jpg,Chaetodon_citrinellus_Bishop_-1736280642.jpg,15,85,15,medium
Chaetodon citrinellus,Chaetodon_citrinellus_FishBase_Chcit_u5.jpg,Chaetodon_citrinellus_Bishop_-1191499504.jpg,15,65,15,medium
Chaetodon citrinellus,Chaetodon_citrinellus_FishBase_Chcit_u5.jpg,Chaetodon_citrinellus_Bishop_-1736280642.jpg,15,53,15,medium
Chaetodon gardineri,Chaetodon_gardineri_FishBase_Chgar_u0.jpg,Chaetodon_gardineri_Bishop_-1706450280.jpg,15,87,15,medium
Chaetodon kleinii,Chaetodon_kleinii_FishBase_Chkle_u2.jpg,Chaetodon_kleinii_Bishop_-1577854379.jpg,15,61,15,medium
Chaetodon lunulatus,Chaetodon_lunulatus_FishBase_Chlun_uc.jpg,Chaetodon_lunulatus_Bishop_1113667583.jpg,15,77,15,medium
Chaetodon melannotus,Chaetodon_melannotus_FishBase_Chmel_u6.jpg,Chaetodon_melannotus_Bishop_-1381464288.jpg,15,90,15,medium
Chaetodon melapterus,Chaetodon_melapterus_FishBase_Chmel_u2.jpg,Chaetodon_melapterus_Bishop_690928567.jpg,15,76,15,medium
Chaetodon plebeius,Chaetodon_plebeius_FishBase_Chple_u4.jpg,Chaetodon_plebeius_Bishop_-113106721.jpg,15,88,15,medium
Chaetodon tinkeri,Chaetodon_tinkeri_FishBase_Chtin_u2.jpg,Chaetodon_tinkeri_Bishop_-1989865351.jpg,15,61,15,medium
Coradion chrysozonus,Coradion_chrysozonus_FishBase_Cochr_u5.jpg,Coradion_chrysozonus_Bishop_-1821725095.jpg,15,80,15,medium
Coradion chrysozonus,Coradion_chrysozonus_FishBase_Cochr_u5.jpg,Coradion_chrysozonus_Bishop_1721541363.jpg,15,83,15,medium
Heniochus acuminatus,Heniochus_acuminatus_FishBase_Heacu_u6.jpg,Heniochus_acuminatus_Bishop_2027043176.jpg,15,88,15,medium
Heniochus diphreutes,Heniochus_diphreutes_FishBase_Hedip_u1.jpg,Heniochus_diphreutes_Bishop_1453219286.jpg,15,107,15,medium
