filename,species,directory,mean_L,mean_a,mean_b,std_L,std_a,std_b,distance,distance_method,species_n_images,distance_zscore,flag_color_outlier,flag_small_mask,flag_large_mask,flag_luminance,n_flags,suggested_action
Chaetodon_larvatus_iNaturalist_183943854.jpg,Chaetodon larvatus,images_inaturalist,25.39,-16.68,2.64,15.67,11.43,9.14,2.037,mahalanobis,13,-0.654,no,no,no,no,0,ok
Chaetodon_larvatus_iNaturalist_183943894.jpg,Chaetodon larvatus,images_inaturalist,26.49,-17.17,2.73,15.55,11.26,11.52,1.827,mahalanobis,13,-1.148,no,yes,no,no,1,review
Chaetodon_larvatus_iNaturalist_183943928.jpg,Chaetodon larvatus,images_inaturalist,26.8,-12.26,3.94,13.59,8.77,10.51,2.112,mahalanobis,13,-0.479,no,yes,no,no,1,review
Chaetodon_larvatus_iNaturalist_443993229.jpg,Chaetodon larvatus,images_inaturalist,25.86,-1.0,-19.46,10.51,6.33,10.75,2.35,mahalanobis,13,0.083,no,no,no,no,0,ok
Chaetodon_larvatus_iNaturalist_467594824.jpg,Chaetodon larvatus,images_inaturalist,46.15,0.46,-26.87,20.16,4.49,14.45,2.631,mahalanobis,13,0.746,no,no,no,no,0,ok
Chaetodon_larvatus_iNaturalist_74067025.jpg,Chaetodon larvatus,images_inaturalist,46.0,-9.44,-11.71,23.29,8.54,20.4,2.539,mahalanobis,13,0.528,no,no,no,no,0,ok
Chaetodon_leucopleura_FishBase_Chleu_u5.jpg,Chaetodon leucopleura,images,52.36,3.16,6.36,29.21,3.49,16.33,1.867,mahalanobis,13,-0.964,no,no,no,no,0,ok
Chaetodon_leucopleura_Bishop_951338608.jpg,Chaetodon leucopleura,images_bishop,51.87,3.18,6.25,28.99,3.28,15.98,1.867,mahalanobis,13,-0.964,no,no,no,no,0,ok
Chaetodon_leucopleura_FishBase_Chleu_ub.jpg,Chaetodon leucopleura,images_fishbase_extra,47.53,-13.92,19.96,31.06,8.62,17.66,2.658,mahalanobis,13,0.764,no,no,no,no,0,ok
Chaetodon_leucopleura_FishBase_Chleu_ud.jpg,Chaetodon leucopleura,images_fishbase_extra,64.95,-6.33,17.75,24.01,6.76,30.87,2.586,mahalanobis,13,0.606,no,no,no,no,0,ok
Chaetodon_leucopleura_iNaturalist_107921304.jpg,Chaetodon leucopleura,images_inaturalist,60.07,-42.05,16.93,18.62,10.0,27.68,2.942,mahalanobis,13,1.383,no,no,no,no,0,ok
Chaetodon_leucopleura_iNaturalist_174544780.jpg,Chaetodon leucopleura,images_inaturalist,53.44,3.81,6.38,25.37,7.47,16.14,2.306,mahalanobis,13,-0.006,no,no,no,no,0,ok
Chaetodon_leucopleura_iNaturalist_257991081.jpg,Chaetodon leucopleura,images_inaturalist,45.67,3.94,7.88,16.48,5.62,20.22,1.556,mahalanobis,13,-1.645,no,yes,no,no,1,review
Chaetodon_leucopleura_iNaturalist_26103099.jpg,Chaetodon leucopleura,images_inaturalist,47.58,-6.97,6.42,14.07,3.05,22.41,1.703,mahalanobis,13,-1.323,no,no,no,no,0,ok
Chaetodon_leucopleura_iNaturalist_347659715.jpg,Chaetodon leucopleura,images_inaturalist,58.15,-11.29,25.26,18.35,7.41,23.96,2.676,mahalanobis,13,0.802,no,no,no,no,0,ok
Chaetodon_leucopleura_iNaturalist_551272520.jpg,Chaetodon leucopleura,images_inaturalist,32.2,-5.67,-7.27,10.8,5.6,15.63,2.234,mahalanobis,13,-0.162,no,no,no,no,0,ok
Chaetodon_leucopleura_iNaturalist_551762355.jpg,Chaetodon leucopleura,images_inaturalist,23.38,-1.75,3.07,12.4,4.07,18.17,2.76,mahalanobis,13,0.986,no,no,no,yes,1,review
Chaetodon_leucopleura_iNaturalist_585546055.jpg,Chaetodon leucopleura,images_inaturalist,40.3,-13.08,-0.64,17.4,10.96,23.89,1.966,mahalanobis,13,-0.748,no,no,no,no,0,ok
Chaetodon_leucopleura_iNaturalist_75611947.jpg,Chaetodon leucopleura,images_inaturalist,42.08,-3.91,12.89,24.38,15.71,29.81,2.891,mahalanobis,13,1.272,no,no,no,no,0,ok
Chaetodon_lineolatus_FishPix_140792AF.jpg,Chaetodon lineolatus,images,56.79,-23.61,-21.14,11.26,13.27,16.57,3.03,mahalanobis,18,1.038,no,no,no,no,0,ok
Chaetodon_lineolatus_Bishop_-879271097.jpg,Chaetodon lineolatus,images_bishop,56.06,1.62,7.59,26.54,2.79,17.4,1.368,mahalanobis,18,-1.211,no,no,yes,no,1,review
Chaetodon_lineolatus_Bishop_1526268337.jpg,Chaetodon lineolatus,images_bishop,66.77,-3.32,14.93,26.88,4.37,21.49,1.382,mahalanobis,18,-1.192,no,no,yes,no,1,review
Chaetodon_lineolatus_Bishop_1821004318.jpg,Chaetodon lineolatus,images_bishop,45.87,4.26,7.39,28.34,2.91,15.52,2.094,mahalanobis,18,-0.228,no,no,yes,no,1,review
Chaetodon_lineolatus_FishBase_Chlin_j0.jpg,Chaetodon lineolatus,images_fishbase_extra,52.71,-4.71,12.42,26.59,6.37,24.47,1.772,mahalanobis,18,-0.665,no,no,no,no,0,ok
Chaetodon_lineolatus_FishBase_Chlin_u2.jpg,Chaetodon lineolatus,images_fishbase_extra,67.12,-3.39,14.97,27.45,4.52,21.72,1.431,mahalanobis,18,-1.126,no,no,no,no,0,ok
Chaetodon_lineolatus_FishBase_Chlin_u3.jpg,Chaetodon lineolatus,images_fishbase_extra,71.25,-10.63,14.53,33.31,6.95,21.7,2.646,mahalanobis,18,0.518,no,no,no,no,0,ok
Chaetodon_lineolatus_FishBase_Chlin_u5.jpg,Chaetodon lineolatus,images_fishbase_extra,46.41,4.1,7.56,29.18,3.15,15.88,2.098,mahalanobis,18,-0.223,no,no,no,no,0,ok
Chaetodon_lineolatus_FishBase_Chlin_u6.jpg,Chaetodon lineolatus,images_fishbase_extra,56.49,1.59,7.64,26.92,2.89,17.62,1.386,mahalanobis,18,-1.187,no,no,no,no,0,ok
Chaetodon_lineolatus_FishBase_Chlin_u7.jpg,Chaetodon lineolatus,images_fishbase_extra,56.73,-24.21,1.01,24.87,13.26,20.84,2.937,mahalanobis,18,0.913,no,no,no,no,0,ok
Chaetodon_lineolatus_FishBase_Chlin_uk.jpg,Chaetodon lineolatus,images_fishbase_extra,63.37,-0.87,13.11,22.86,5.35,20.43,1.852,mahalanobis,18,-0.556,no,no,no,no,0,ok
Chaetodon_lineolatus_FishBase_Chlin_ul.jpg,Chaetodon lineolatus,images_fishbase_extra,55.37,-3.69,16.87,20.93,10.31,32.62,3.386,mahalanobis,18,1.521,no,no,no,no,0,ok
Chaetodon_lineolatus_iNaturalist_134145241.jpg,Chaetodon lineolatus,images_inaturalist,62.93,-9.75,6.54,16.92,5.66,17.0,2.45,mahalanobis,18,0.254,no,no,no,no,0,ok
Chaetodon_lineolatus_iNaturalist_474229031.jpg,Chaetodon lineolatus,images_inaturalist,51.12,0.27,-32.85,12.32,19.9,27.04,3.765,mahalanobis,18,2.034,no,yes,no,no,1,review
Chaetodon_lineolatus_iNaturalist_474229198.jpg,Chaetodon lineolatus,images_inaturalist,70.39,-21.96,-9.55,17.35,15.23,36.94,2.438,mahalanobis,18,0.237,no,yes,no,no,1,review
Chaetodon_lineolatus_iNaturalist_474229225.jpg,Chaetodon lineolatus,images_inaturalist,67.59,-21.11,-11.59,18.19,16.38,34.62,2.141,mahalanobis,18,-0.166,no,yes,no,no,1,review
Chaetodon_lineolatus_iNaturalist_91071941.jpg,Chaetodon lineolatus,images_inaturalist,69.82,-7.82,12.2,23.16,5.44,25.6,1.403,mahalanobis,18,-1.164,no,no,no,no,0,ok
Chaetodon_lineolatus_iNaturalist_9952627.jpg,Chaetodon lineolatus,images_inaturalist,65.43,-12.26,-2.99,12.32,5.02,28.77,3.153,mahalanobis,18,1.205,no,no,no,no,0,ok
Chaetodon_litus_FishBase_Chlit_u0.jpg,Chaetodon litus,images,36.07,4.79,1.42,22.43,3.88,6.39,1.77,mahalanobis,12,-1.136,no,no,no,no,0,ok
Chaetodon_litus_Bishop_1983788749.jpg,Chaetodon litus,images_bishop,35.88,4.75,1.32,21.02,3.66,5.9,1.522,mahalanobis,12,-1.669,no,no,yes,no,1,review
Chaetodon_litus_FishBase_Chlit_j0.jpg,Chaetodon litus,images_fishbase_extra,40.46,-0.89,5.19,24.98,1.32,4.93,2.316,mahalanobis,12,0.037,no,no,no,no,0,ok
Chaetodon_litus_iNaturalist_13840264.jpg,Chaetodon litus,images_inaturalist,36.79,-2.44,3.36,25.44,8.1,8.82,2.819,mahalanobis,12,1.118,no,no,no,no,0,ok
Chaetodon_litus_iNaturalist_250896809.jpg,Chaetodon litus,images_inaturalist,42.76,2.12,-14.35,12.57,3.07,4.85,2.401,mahalanobis,12,0.221,no,yes,no,no,1,review
Chaetodon_litus_iNaturalist_250896825.jpg,Chaetodon litus,images_inaturalist,48.83,1.66,-7.02,13.76,2.84,4.58,1.646,mahalanobis,12,-1.402,no,yes,no,no,1,review
Chaetodon_litus_iNaturalist_324313677.jpg,Chaetodon litus,images_inaturalist,42.95,-4.05,-9.72,14.84,3.02,4.0,2.213,mahalanobis,12,-0.183,no,no,no,no,0,ok
Chaetodon_litus_iNaturalist_474014549.jpg,Chaetodon litus,images_inaturalist,58.74,0.49,-1.2,16.07,3.96,9.13,2.858,mahalanobis,12,1.202,no,no,no,yes,1,review
Chaetodon_litus_iNaturalist_490178965.jpg,Chaetodon litus,images_inaturalist,30.62,7.11,3.34,14.04,12.46,4.95,3.047,mahalanobis,12,1.609,no,yes,no,no,1,review
Chaetodon_litus_iNaturalist_534683960.jpg,Chaetodon litus,images_inaturalist,37.37,5.97,2.84,15.4,5.41,7.98,2.156,mahalanobis,12,-0.306,no,no,no,no,0,ok
Chaetodon_litus_iNaturalist_534683993.jpg,Chaetodon litus,images_inaturalist,41.76,-0.75,1.19,12.25,2.83,2.15,2.617,mahalanobis,12,0.685,no,no,no,no,0,ok
Chaetodon_litus_iNaturalist_534683999.jpg,Chaetodon litus,images_inaturalist,30.37,4.48,1.28,15.63,4.44,5.86,2.217,mahalanobis,12,-0.175,no,no,no,no,0,ok
Chaetodon_lunula_FishPix_11643AF.jpg,Chaetodon lunula,images,57.72,0.17,-11.76,25.74,11.13,19.75,3.854,mahalanobis,24,2.306,no,no,no,no,0,ok
Chaetodon_lunula_Bishop_-530805309.jpg,Chaetodon lunula,images_bishop,42.38,16.57,25.39,21.29,6.02,17.18,2.225,mahalanobis,24,-0.114,no,no,no,no,0,ok
Chaetodon_lunula_Bishop_1720571305.jpg,Chaetodon lunula,images_bishop,59.57,0.95,13.19,24.97,6.29,23.5,1.909,mahalanobis,24,-0.584,no,no,no,no,0,ok
Chaetodon_lunula_Bishop_2036473160.jpg,Chaetodon lunula,images_bishop,47.54,1.67,27.29,25.58,3.48,16.36,1.542,mahalanobis,24,-1.128,no,no,no,no,0,ok
Chaetodon_lunula_Bishop_543936522.jpg,Chaetodon lunula,images_bishop,66.62,-0.24,33.52,25.24,4.81,15.64,2.279,mahalanobis,24,-0.034,no,no,no,no,0,ok
Chaetodon_lunula_FishBase_Chlun_j0.jpg,Chaetodon lunula,images_fishbase_extra,59.89,1.02,13.46,25.38,6.41,23.77,1.924,mahalanobis,24,-0.561,no,no,no,no,0,ok
Chaetodon_lunula_FishBase_Chlun_j1.jpg,Chaetodon lunula,images_fishbase_extra,44.3,15.15,36.61,24.67,13.49,17.82,3.295,mahalanobis,24,1.476,no,yes,no,no,1,review
Chaetodon_lunula_FishBase_Chlun_u0.jpg,Chaetodon lunula,images_fishbase_extra,45.57,-9.62,32.5,32.38,8.99,25.31,2.951,mahalanobis,24,0.964,no,no,no,no,0,ok
Chaetodon_lunula_FishBase_Chlun_u6.jpg,Chaetodon lunula,images_fishbase_extra,67.17,-0.35,33.64,25.49,5.05,15.86,2.305,mahalanobis,24,0.005,no,no,no,no,0,ok
Chaetodon_lunula_FishBase_Chlun_u7.jpg,Chaetodon lunula,images_fishbase_extra,42.77,16.55,25.47,21.61,6.17,17.42,2.191,mahalanobis,24,-0.164,no,no,no,no,0,ok
Chaetodon_lunula_FishBase_Chlun_u8.jpg,Chaetodon lunula,images_fishbase_extra,48.14,1.57,27.45,25.95,3.69,16.65,1.518,mahalanobis,24,-1.165,no,no,no,no,0,ok
Chaetodon_lunula_FishBase_Chlun_uf.jpg,Chaetodon lunula,images_fishbase_extra,44.78,4.62,31.07,32.04,11.87,31.23,2.171,mahalanobis,24,-0.194,no,no,no,no,0,ok
Chaetodon_lunula_FishBase_Chlun_un.jpg,Chaetodon lunula,images_fishbase_extra,40.54,4.52,27.9,26.69,7.57,34.8,2.5,mahalanobis,24,0.295,no,yes,no,no,1,review
Chaetodon_lunula_FishBase_Chlun_up.jpg,Chaetodon lunula,images_fishbase_extra,42.54,-5.23,25.66,23.72,7.5,28.1,1.334,mahalanobis,24,-1.437,no,no,no,no,0,ok
Chaetodon_lunula_iNaturalist_169964645.jpg,Chaetodon lunula,images_inaturalist,51.29,-6.09,37.78,23.52,6.35,32.32,2.004,mahalanobis,24,-0.442,no,no,no,no,0,ok
Chaetodon_lunula_iNaturalist_178875223.jpg,Chaetodon lunula,images_inaturalist,40.8,3.81,18.17,18.51,10.38,22.26,2.255,mahalanobis,24,-0.068,no,yes,no,no,1,review
Chaetodon_lunula_iNaturalist_290315608.jpg,Chaetodon lunula,images_inaturalist,40.68,3.59,23.5,29.11,9.59,30.37,1.813,mahalanobis,24,-0.725,no,no,no,no,0,ok
Chaetodon_lunula_iNaturalist_290315687.jpg,Chaetodon lunula,images_inaturalist,41.17,5.56,36.53,26.67,8.48,30.0,1.659,mahalanobis,24,-0.955,no,no,no,no,0,ok
Chaetodon_lunula_iNaturalist_331.jpg,Chaetodon lunula,images_inaturalist,62.35,-9.89,38.07,19.09,13.62,37.81,3.502,mahalanobis,24,1.783,no,no,no,no,0,ok
Chaetodon_lunula_iNaturalist_3844633.jpg,Chaetodon lunula,images_inaturalist,47.45,1.97,29.97,19.63,5.36,19.38,1.446,mahalanobis,24,-1.271,no,no,no,no,0,ok
Chaetodon_lunula_iNaturalist_430979456.jpg,Chaetodon lunula,images_inaturalist,46.45,-3.39,24.75,18.83,4.14,18.27,1.876,mahalanobis,24,-0.632,no,no,no,no,0,ok
Chaetodon_lunula_iNaturalist_545359972.jpg,Chaetodon lunula,images_inaturalist,60.1,10.07,22.4,27.57,6.85,8.74,2.475,mahalanobis,24,0.257,no,no,no,no,0,ok
Chaetodon_lunula_iNaturalist_58993744.jpg,Chaetodon lunula,images_inaturalist,28.35,-7.22,21.52,19.39,5.77,17.76,3.372,mahalanobis,24,1.591,no,no,no,yes,1,review
Chaetodon_lunula_iNaturalist_6462315.jpg,Chaetodon lunula,images_inaturalist,53.32,-7.39,44.12,29.71,15.64,39.8,2.837,mahalanobis,24,0.796,no,no,no,no,0,ok
Chaetodon_lunulatus_FishPix_140704AF.jpg,Chaetodon lunulatus,images,42.83,-8.06,13.65,10.75,7.28,15.44,3.206,mahalanobis,23,1.481,no,no,no,no,0,ok
Chaetodon_lunulatus_Bishop_1113667583.jpg,Chaetodon lunulatus,images_bishop,53.4,16.41,20.31,21.41,5.74,16.29,2.471,mahalanobis,23,0.252,no,no,yes,no,1,review
Chaetodon_lunulatus_Bishop_1378116790.jpg,Chaetodon lunulatus,images_bishop,49.34,15.85,31.67,18.43,5.63,13.98,2.455,mahalanobis,23,0.226,no,no,yes,no,1,review
Chaetodon_lunulatus_FishBase_Chlun_j4.jpg,Chaetodon lunulatus,images_fishbase_extra,73.05,-7.8,18.93,21.64,5.77,16.07,2.201,mahalanobis,23,-0.199,no,no,no,no,0,ok
Chaetodon_lunulatus_FishBase_Chlun_ua.jpg,Chaetodon lunulatus,images_fishbase_extra,68.54,-6.89,18.18,21.31,5.53,16.19,1.704,mahalanobis,23,-1.029,no,no,no,no,0,ok
Chaetodon_lunulatus_FishBase_Chlun_ub.jpg,Chaetodon lunulatus,images_fishbase_extra,53.58,16.06,20.21,22.94,6.5,17.23,2.284,mahalanobis,23,-0.059,no,no,no,no,0,ok
Chaetodon_lunulatus_FishBase_Chlun_uc.jpg,Chaetodon lunulatus,images_fishbase_extra,49.55,15.63,31.57,19.78,6.28,15.02,2.347,mahalanobis,23,0.045,no,no,no,no,0,ok
Chaetodon_lunulatus_FishBase_Chlun_uh.jpg,Chaetodon lunulatus,images_fishbase_extra,56.07,0.16,23.11,23.46,10.17,22.22,3.522,mahalanobis,23,2.009,no,no,no,no,0,ok
Chaetodon_lunulatus_FishBase_Chlun_ui.jpg,Chaetodon lunulatus,images_fishbase_extra,57.17,-6.39,22.98,22.41,6.12,20.57,2.632,mahalanobis,23,0.523,no,no,no,no,0,ok
Chaetodon_lunulatus_FishBase_Chlun_uj.jpg,Chaetodon lunulatus,images_fishbase_extra,71.71,-12.02,24.21,21.46,4.77,19.71,2.144,mahalanobis,23,-0.294,no,yes,no,no,1,review
Chaetodon_lunulatus_FishBase_Chlun_uk.jpg,Chaetodon lunulatus,images_fishbase_extra,78.38,-4.88,19.5,20.64,5.68,23.62,2.36,mahalanobis,23,0.068,no,no,no,no,0,ok
Chaetodon_lunulatus_FishBase_Chlun_ul.jpg,Chaetodon lunulatus,images_fishbase_extra,77.99,-2.48,41.54,17.94,5.24,19.54,3.236,mahalanobis,23,1.532,no,no,no,no,0,ok
Chaetodon_lunulatus_FishBase_Chlun_uo.jpg,Chaetodon lunulatus,images_fishbase_extra,64.16,2.76,33.97,20.79,8.85,34.85,3.673,mahalanobis,23,2.263,no,no,no,no,0,ok
Chaetodon_lunulatus_iNaturalist_166474504.jpg,Chaetodon lunulatus,images_inaturalist,59.84,-11.35,29.17,14.47,4.46,13.13,1.94,mahalanobis,23,-0.636,no,yes,no,no,1,review
Chaetodon_lunulatus_iNaturalist_179510692.jpg,Chaetodon lunulatus,images_inaturalist,76.3,-11.77,25.65,19.93,6.11,21.48,1.708,mahalanobis,23,-1.023,no,no,no,no,0,ok
Chaetodon_lunulatus_iNaturalist_204763068.jpg,Chaetodon lunulatus,images_inaturalist,28.23,-23.27,14.54,6.84,3.84,6.04,2.512,mahalanobis,23,0.321,no,no,no,no,0,ok
Chaetodon_lunulatus_iNaturalist_204763090.jpg,Chaetodon lunulatus,images_inaturalist,25.22,-21.59,9.23,9.23,4.92,5.8,2.01,mahalanobis,23,-0.518,no,no,no,no,0,ok
Chaetodon_lunulatus_iNaturalist_204763105.jpg,Chaetodon lunulatus,images_inaturalist,33.62,-26.05,11.33,9.1,4.12,2.48,2.047,mahalanobis,23,-0.456,no,yes,no,no,1,review
Chaetodon_lunulatus_iNaturalist_204763128.jpg,Chaetodon lunulatus,images_inaturalist,26.87,-21.61,9.42,10.55,6.76,6.63,2.129,mahalanobis,23,-0.318,no,yes,no,no,1,review
Chaetodon_lunulatus_iNaturalist_204773665.jpg,Chaetodon lunulatus,images_inaturalist,27.17,-21.82,11.3,10.52,6.29,7.22,1.898,mahalanobis,23,-0.705,no,no,no,no,0,ok
Chaetodon_lunulatus_iNaturalist_22286339.jpg,Chaetodon lunulatus,images_inaturalist,67.34,-1.74,20.48,22.88,6.04,23.51,1.794,mahalanobis,23,-0.879,no,yes,no,no,1,review
Chaetodon_lunulatus_iNaturalist_38212451.jpg,Chaetodon lunulatus,images_inaturalist,54.33,-6.4,18.73,17.85,7.43,18.64,1.133,mahalanobis,23,-1.984,no,no,no,no,0,ok
Chaetodon_lunulatus_iNaturalist_52082572.jpg,Chaetodon lunulatus,images_inaturalist,73.64,-3.49,19.95,22.08,7.0,26.96,1.949,mahalanobis,23,-0.62,no,no,no,no,0,ok
Chaetodon_madagaskariensis_FishBase_Chmad_u1.jpg,Chaetodon madagaskariensis,images,76.68,1.14,8.42,23.05,3.57,20.53,1.566,mahalanobis,15,-1.079,no,no,no,no,0,ok
Chaetodon_madagaskariensis_Bishop_1210446292.jpg,Chaetodon madagaskariensis,images_bishop,76.3,1.19,8.36,22.23,3.36,20.33,1.586,mahalanobis,15,-1.049,no,no,yes,no,1,review
Chaetodon_madagaskariensis_FishBase_Chmad_u0.jpg,Chaetodon madagaskariensis,images_fishbase_extra,72.83,-4.02,2.62,23.92,9.09,17.17,2.968,mahalanobis,15,1.059,no,no,no,no,0,ok
Chaetodon_madagaskariensis_FishBase_Chmer_u5.jpg,Chaetodon madagaskariensis,images_fishbase_extra,50.52,3.92,4.75,28.55,4.86,14.76,2.628,mahalanobis,15,0.54,no,no,no,no,0,ok
Chaetodon_madagaskariensis_FishBase_Chmer_u8.jpg,Chaetodon madagaskariensis,images_fishbase_extra,77.47,-0.65,16.18,19.25,6.74,23.48,2.094,mahalanobis,15,-0.274,no,no,no,no,0,ok
Chaetodon_madagaskariensis_iNaturalist_220678407.jpg,Chaetodon madagaskariensis,images_inaturalist,46.86,-29.31,0.86,17.21,10.06,18.7,3.208,mahalanobis,15,1.425,no,yes,no,no,1,review
Chaetodon_madagaskariensis_iNaturalist_233631122.jpg,Chaetodon madagaskariensis,images_inaturalist,68.01,3.58,7.11,23.29,13.31,29.53,2.242,mahalanobis,15,-0.049,no,no,yes,no,1,review
Chaetodon_madagaskariensis_iNaturalist_248069905.jpg,Chaetodon madagaskariensis,images_inaturalist,75.31,-9.86,9.73,18.72,10.0,23.71,1.478,mahalanobis,15,-1.213,no,no,no,no,0,ok
Chaetodon_madagaskariensis_iNaturalist_300420208.jpg,Chaetodon madagaskariensis,images_inaturalist,59.42,-7.27,4.59,24.16,7.62,23.48,2.121,mahalanobis,15,-0.233,no,no,no,no,0,ok
Chaetodon_madagaskariensis_iNaturalist_340340714.jpg,Chaetodon madagaskariensis,images_inaturalist,71.81,-7.2,6.5,18.47,11.6,25.63,0.92,mahalanobis,15,-2.064,no,no,no,no,0,ok
Chaetodon_madagaskariensis_iNaturalist_340340962.jpg,Chaetodon madagaskariensis,images_inaturalist,66.35,-15.39,9.94,17.74,22.63,36.05,2.873,mahalanobis,15,0.914,no,no,no,no,0,ok
Chaetodon_madagaskariensis_iNaturalist_554082386.jpg,Chaetodon madagaskariensis,images_inaturalist,79.71,-14.5,-15.57,11.59,6.11,24.23,2.437,mahalanobis,15,0.249,no,no,no,no,0,ok
Chaetodon_madagaskariensis_iNaturalist_554082399.jpg,Chaetodon madagaskariensis,images_inaturalist,76.26,-12.2,-14.78,13.09,6.42,28.32,2.562,mahalanobis,15,0.439,no,no,no,no,0,ok
Chaetodon_madagaskariensis_iNaturalist_575992327.jpg,Chaetodon madagaskariensis,images_inaturalist,46.15,-1.96,19.8,16.15,11.98,22.75,2.153,mahalanobis,15,-0.184,no,no,no,no,0,ok
Chaetodon_madagaskariensis_iNaturalist_585635427.jpg,Chaetodon madagaskariensis,images_inaturalist,22.84,-3.85,0.56,7.71,6.82,13.6,3.269,mahalanobis,15,1.518,no,no,no,yes,1,review
Chaetodon_marleyi_FishBase_Chmar_ua.jpg,Chaetodon marleyi,images,52.74,7.18,12.46,26.83,4.42,15.79,1.728,mahalanobis,10,-1.182,no,no,no,no,0,ok
Chaetodon_marleyi_Bishop_384825925.jpg,Chaetodon marleyi,images_bishop,52.42,7.19,12.38,26.43,4.26,15.36,1.862,mahalanobis,10,-0.893,no,no,no,no,0,ok
Chaetodon_marleyi_FishBase_Chmar_ub.jpg,Chaetodon marleyi,images_fishbase_extra,54.02,0.57,19.32,29.54,7.08,16.9,1.653,mahalanobis,10,-1.342,no,no,no,no,0,ok
Chaetodon_marleyi_iNaturalist_359692990.jpg,Chaetodon marleyi,images_inaturalist,35.47,-5.85,-0.27,20.17,4.47,11.38,2.692,mahalanobis,10,0.893,no,no,no,no,0,ok
Chaetodon_marleyi_iNaturalist_463787438.jpg,Chaetodon marleyi,images_inaturalist,35.21,-2.93,6.13,16.51,5.14,14.83,1.704,mahalanobis,10,-1.233,no,no,no,no,0,ok
Chaetodon_marleyi_iNaturalist_463787443.jpg,Chaetodon marleyi,images_inaturalist,32.73,-2.92,9.42,17.41,4.55,16.03,2.251,mahalanobis,10,-0.055,no,yes,no,no,1,review
Chaetodon_marleyi_iNaturalist_464707333.jpg,Chaetodon marleyi,images_inaturalist,49.8,-7.38,24.03,15.04,3.65,11.24,2.704,mahalanobis,10,0.919,no,no,no,no,0,ok
Chaetodon_marleyi_iNaturalist_547984306.jpg,Chaetodon marleyi,images_inaturalist,37.61,-9.73,-0.14,9.1,2.04,4.31,2.662,mahalanobis,10,0.829,no,yes,no,no,1,review
Chaetodon_marleyi_iNaturalist_553311588.jpg,Chaetodon marleyi,images_inaturalist,39.58,-6.07,20.92,30.61,10.3,20.82,2.705,mahalanobis,10,0.92,no,no,no,no,0,ok
Chaetodon_marleyi_iNaturalist_553311592.jpg,Chaetodon marleyi,images_inaturalist,63.06,2.32,33.77,24.23,11.07,26.12,2.808,mahalanobis,10,1.144,no,no,no,no,0,ok
Chaetodon_melannotus_FishPix_17334AF.jpg,Chaetodon melannotus,images,64.61,-5.37,19.79,22.24,6.19,27.18,1.754,mahalanobis,24,-0.711,no,no,no,no,0,ok
Chaetodon_melannotus_Bishop_-1126507013.jpg,Chaetodon melannotus,images_bishop,53.16,2.06,17.14,30.21,2.81,18.85,1.913,mahalanobis,24,-0.497,no,no,no,no,0,ok
Chaetodon_melannotus_Bishop_-1381464288.jpg,Chaetodon melannotus,images_bishop,48.29,-1.14,14.25,26.09,2.82,20.24,1.536,mahalanobis,24,-1.006,no,no,no,no,0,ok
Chaetodon_melannotus_Bishop_-1689715678.jpg,Chaetodon melannotus,images_bishop,56.66,3.08,9.9,29.08,2.51,16.68,1.973,mahalanobis,24,-0.416,no,no,no,no,0,ok
Chaetodon_melannotus_Bishop_403079329.jpg,Chaetodon melannotus,images_bishop,66.15,0.9,15.48,24.59,3.27,22.96,1.817,mahalanobis,24,-0.625,no,no,no,no,0,ok
Chaetodon_melannotus_FishBase_Chmel_j0.jpg,Chaetodon melannotus,images_fishbase_extra,43.8,12.02,35.44,24.2,13.29,18.11,4.201,mahalanobis,24,2.593,yes,no,no,no,1,review
Chaetodon_melannotus_FishBase_Chmel_u4.jpg,Chaetodon melannotus,images_fishbase_extra,66.57,0.85,15.5,25.14,3.41,23.29,1.789,mahalanobis,24,-0.663,no,no,no,no,0,ok
Chaetodon_melannotus_FishBase_Chmel_u6.jpg,Chaetodon melannotus,images_fishbase_extra,57.1,3.05,9.92,29.5,2.73,17.01,1.926,mahalanobis,24,-0.478,no,no,no,no,0,ok
Chaetodon_melannotus_FishBase_Chmel_u7.jpg,Chaetodon melannotus,images_fishbase_extra,53.8,2.02,17.3,30.75,3.08,19.21,2.045,mahalanobis,24,-0.318,no,no,no,no,0,ok
Chaetodon_melannotus_FishBase_Chmel_u8.jpg,Chaetodon melannotus,images_fishbase_extra,48.51,-1.2,14.24,26.77,3.01,20.55,1.523,mahalanobis,24,-1.023,no,no,no,no,0,ok
Chaetodon_melannotus_FishBase_Chmel_uc.jpg,Chaetodon melannotus,images_fishbase_extra,54.57,-9.57,19.95,24.75,7.13,21.13,2.773,mahalanobis,24,0.664,no,no,no,no,0,ok
Chaetodon_melannotus_FishBase_Chmel_uh.jpg,Chaetodon melannotus,images_fishbase_extra,66.86,-2.56,19.7,23.24,3.59,27.19,1.693,mahalanobis,24,-0.793,no,no,no,no,0,ok
Chaetodon_melannotus_FishBase_Chmel_us.jpg,Chaetodon melannotus,images_fishbase_extra,54.93,1.11,12.69,24.34,9.49,27.89,1.988,mahalanobis,24,-0.395,no,no,no,no,0,ok
Chaetodon_melannotus_FishBase_Chmel_ut.jpg,Chaetodon melannotus,images_fishbase_extra,51.47,4.19,21.2,21.25,6.2,31.46,2.762,mahalanobis,24,0.65,no,no,no,no,0,ok
