filename,species,directory,mask_area,species_median_area,area_ratio,aspect_ratio,species_median_aspect,aspect_z,depth_length_ratio,species_median_dl_ratio,dl_ratio_z,mean_L,species_mean_L,L_z,mean_chroma,species_mean_chroma,chroma_z,larva_score,flagged
Chaetodon_flavirostris_iNaturalist_361544133.jpg,Chaetodon flavirostris,images_inaturalist,210320,136992,1.535,1.05,1.084,0.12,0.943,0.877,-0.24,34.59,31.51,0.48,20.96,17.9,-0.71,0.0,no
Chaetodon_flavirostris_iNaturalist_425367144.jpg,Chaetodon flavirostris,images_inaturalist,136992,136992,1.0,1.42,1.084,1.22,0.698,0.877,0.66,24.72,31.51,-1.05,19.92,17.9,-0.47,0.115,no
Chaetodon_flavirostris_iNaturalist_5950939.jpg,Chaetodon flavirostris,images_inaturalist,214475,136992,1.566,1.464,1.084,1.39,0.675,0.877,0.74,35.9,31.51,0.68,17.46,17.9,0.1,0.13,no
Chaetodon_flavocoronatus_Bishop_-1261632291.jpg,Chaetodon flavocoronatus,images_bishop,202500,135036,1.5,1.148,1.119,0.14,0.79,0.812,0.09,48.76,51.69,-0.58,9.66,13.95,0.8,0.016,no
Chaetodon_flavocoronatus_Bishop_-1599575846.jpg,Chaetodon flavocoronatus,images_bishop,192885,135036,1.428,1.096,1.119,0.11,0.835,0.812,-0.09,53.92,51.69,0.45,7.69,13.95,1.16,0.0,no
Chaetodon_flavocoronatus_FishBase_Chfla_u4.jpg,Chaetodon flavocoronatus,images,108084,135036,0.8,1.092,1.119,0.13,0.836,0.812,-0.09,54.29,51.69,0.52,7.87,13.95,1.13,0.0,no
Chaetodon_flavocoronatus_FishBase_Chfla_u5.jpg,Chaetodon flavocoronatus,images_fishbase_extra,113214,135036,0.838,1.142,1.119,0.11,0.79,0.812,0.09,49.25,51.69,-0.49,9.86,13.95,0.76,0.016,no
Chaetodon_flavocoronatus_iNaturalist_457352545.jpg,Chaetodon flavocoronatus,images_inaturalist,135521,135036,1.004,0.831,1.119,1.35,0.921,0.812,-0.43,58.48,51.69,1.36,20.67,13.95,-1.24,0.0,no
Chaetodon_flavocoronatus_iNaturalist_598684494.jpg,Chaetodon flavocoronatus,images_inaturalist,99403,135036,0.736,0.64,1.119,2.24,1.533,0.812,-2.86,58.23,51.69,1.31,16.08,13.95,-0.39,0.0,no
Chaetodon_flavocoronatus_iNaturalist_598921705.jpg,Chaetodon flavocoronatus,images_inaturalist,297690,135036,2.205,1.377,1.119,1.21,0.718,0.812,0.38,46.69,51.69,-1.0,20.75,13.95,-1.26,0.066,no
Chaetodon_flavocoronatus_iNaturalist_598924792.jpg,Chaetodon flavocoronatus,images_inaturalist,134551,135036,0.996,1.197,1.119,0.37,0.698,0.812,0.45,43.9,51.69,-1.55,19.04,13.95,-0.94,0.08,no
Chaetodon_fremblii_Bishop_5130835.jpg,Chaetodon fremblii,images_bishop,235535,97162,2.424,1.278,1.301,0.06,0.775,0.704,-0.52,69.86,63.03,0.57,25.18,35.14,1.03,0.0,no
Chaetodon_fremblii_FishBase_Chfre_j0.jpg,Chaetodon fremblii,images_fishbase_extra,88468,97162,0.911,1.365,1.301,0.16,0.667,0.704,0.27,76.94,63.03,1.15,38.37,35.14,-0.33,0.047,no
Chaetodon_fremblii_FishBase_Chfre_u0.jpg,Chaetodon fremblii,images_fishbase_extra,92383,97162,0.951,1.01,1.301,0.73,0.824,0.704,-0.88,73.09,63.03,0.83,20.58,35.14,1.51,0.0,no
Chaetodon_fremblii_FishBase_Chfre_u1.jpg,Chaetodon fremblii,images_fishbase_extra,131887,97162,1.357,1.278,1.301,0.06,0.773,0.704,-0.51,70.51,63.03,0.62,25.66,35.14,0.98,0.0,no
Chaetodon_fremblii_FishBase_Chfre_u3.jpg,Chaetodon fremblii,images_fishbase_extra,97234,97162,1.001,1.604,1.301,0.76,0.556,0.704,1.07,65.02,63.03,0.16,49.18,35.14,-1.45,0.188,no
Chaetodon_fremblii_FishBase_Chfre_u4.jpg,Chaetodon fremblii,images_fishbase_extra,97091,97162,0.999,0.972,1.301,0.83,0.755,0.704,-0.38,55.05,63.03,-0.66,48.26,35.14,-1.36,0.0,no
Chaetodon_fremblii_FishPix_85090AF.jpg,Chaetodon fremblii,images,98512,97162,1.014,1.177,1.301,0.31,0.74,0.704,-0.27,70.8,63.03,0.64,35.66,35.14,-0.05,0.0,no
Chaetodon_fremblii_iNaturalist_168295733.jpg,Chaetodon fremblii,images_inaturalist,81148,97162,0.835,0.951,1.301,0.88,0.84,0.704,-0.99,37.5,63.03,-2.12,29.48,35.14,0.58,0.0,no
Chaetodon_fremblii_iNaturalist_257546329.jpg,Chaetodon fremblii,images_inaturalist,329439,97162,3.391,1.782,1.301,1.21,0.528,0.704,1.28,64.05,63.03,0.08,43.7,35.14,-0.89,0.224,no
Chaetodon_fremblii_iNaturalist_317852.jpg,Chaetodon fremblii,images_inaturalist,38980,97162,0.401,1.38,1.301,0.2,0.623,0.704,0.59,62.79,63.03,-0.02,26.81,35.14,0.86,0.182,no
Chaetodon_fremblii_iNaturalist_34139600.jpg,Chaetodon fremblii,images_inaturalist,186695,97162,1.921,1.547,1.301,0.62,0.642,0.704,0.45,64.11,63.03,0.09,39.35,35.14,-0.44,0.078,no
Chaetodon_fremblii_iNaturalist_341654889.jpg,Chaetodon fremblii,images_inaturalist,174752,97162,1.799,1.645,1.301,0.87,0.598,0.704,0.77,72.41,63.03,0.78,44.07,35.14,-0.92,0.134,no
Chaetodon_fremblii_iNaturalist_380394577.jpg,Chaetodon fremblii,images_inaturalist,21259,97162,0.219,1.032,1.301,0.68,0.854,0.704,-1.1,48.74,63.03,-1.18,31.56,35.14,0.37,0.225,no
Chaetodon_fremblii_iNaturalist_443350802.jpg,Chaetodon fremblii,images_inaturalist,29937,97162,0.308,2.573,1.301,3.21,0.389,0.704,2.29,82.44,63.03,1.61,51.69,35.14,-1.71,0.655,yes
Chaetodon_fremblii_iNaturalist_598700049.jpg,Chaetodon fremblii,images_inaturalist,95129,97162,0.979,1.046,1.301,0.64,0.94,0.704,-1.72,46.37,63.03,-1.38,26.68,35.14,0.87,0.0,no
Chaetodon_fremblii_iNaturalist_598700060.jpg,Chaetodon fremblii,images_inaturalist,158413,97162,1.63,1.325,1.301,0.06,0.655,0.704,0.35,48.83,63.03,-1.18,25.95,35.14,0.95,0.062,no
Chaetodon_gardineri_Bishop_-1706450280.jpg,Chaetodon gardineri,images_bishop,248515,150512,1.651,1.377,1.497,0.76,0.722,0.648,-1.26,47.6,53.97,-0.65,20.23,21.22,0.18,0.0,no
Chaetodon_gardineri_FishBase_Chgar_u0.jpg,Chaetodon gardineri,images_fishbase_extra,125206,150512,0.832,1.423,1.497,0.47,0.693,0.648,-0.77,45.04,53.97,-0.92,16.29,21.22,0.9,0.0,no
Chaetodon_gardineri_FishBase_Chgar_u1.jpg,Chaetodon gardineri,images,150512,150512,1.0,1.372,1.497,0.79,0.723,0.648,-1.28,48.09,53.97,-0.6,20.48,21.22,0.13,0.0,no
Chaetodon_gardineri_FishBase_Chgar_u2.jpg,Chaetodon gardineri,images_fishbase_extra,90583,150512,0.602,1.732,1.497,1.49,0.569,0.648,1.35,70.86,53.97,1.73,26.64,21.22,-0.99,0.236,no
Chaetodon_gardineri_FishBase_Chgar_u3.jpg,Chaetodon gardineri,images_fishbase_extra,119473,150512,0.794,1.767,1.497,1.72,0.564,0.648,1.43,49.46,53.97,-0.46,21.44,21.22,-0.04,0.251,no
Chaetodon_gardineri_iNaturalist_278903419.jpg,Chaetodon gardineri,images_inaturalist,136560,150512,0.907,1.497,1.497,0.0,0.648,0.648,0.0,52.04,53.97,-0.2,15.4,21.22,1.06,0.0,no
Chaetodon_gardineri_iNaturalist_278903646.jpg,Chaetodon gardineri,images_inaturalist,218905,150512,1.454,1.683,1.497,1.18,0.59,0.648,0.99,55.7,53.97,0.18,13.42,21.22,1.43,0.173,no
Chaetodon_gardineri_iNaturalist_278909933.jpg,Chaetodon gardineri,images_inaturalist,242603,150512,1.612,1.33,1.497,1.06,0.679,0.648,-0.53,45.27,53.97,-0.89,26.08,21.22,-0.89,0.0,no
Chaetodon_gardineri_iNaturalist_60495450.jpg,Chaetodon gardineri,images_inaturalist,156001,150512,1.036,1.571,1.497,0.47,0.637,0.648,0.19,71.69,53.97,1.82,30.96,21.22,-1.78,0.033,no
Chaetodon_guentheri_Bishop_-184146759.jpg,Chaetodon guentheri,images_bishop,226327,126854,1.784,1.236,1.236,0.0,0.783,0.78,-0.04,61.3,63.68,-0.22,16.52,26.37,1.38,0.0,no
Chaetodon_guentheri_FishBase_Chgue_u1.jpg,Chaetodon guentheri,images_fishbase_extra,126854,126854,1.0,1.24,1.236,0.03,0.782,0.78,-0.03,61.94,63.68,-0.16,16.73,26.37,1.35,0.0,no
Chaetodon_guentheri_FishBase_Chgue_u2.jpg,Chaetodon guentheri,images_fishbase_extra,69204,126854,0.546,1.237,1.236,0.01,0.78,0.78,0.0,43.41,63.68,-1.83,24.65,26.37,0.24,0.0,no
Chaetodon_guentheri_FishBase_Chgue_ua.jpg,Chaetodon guentheri,images_fishbase_extra,106520,126854,0.84,0.882,1.236,2.59,0.908,0.78,-1.66,69.08,63.68,0.49,40.55,26.37,-1.98,0.0,no
Chaetodon_guentheri_FishPix_16011AF.jpg,Chaetodon guentheri,images,102323,126854,0.807,1.199,1.236,0.27,0.78,0.78,0.0,52.88,63.68,-0.98,25.87,26.37,0.07,0.0,no
Chaetodon_guentheri_iNaturalist_12931521.jpg,Chaetodon guentheri,images_inaturalist,49096,126854,0.387,1.128,1.236,0.79,0.83,0.78,-0.65,75.89,63.68,1.1,26.0,26.37,0.05,0.09,no
Chaetodon_guentheri_iNaturalist_16103786.jpg,Chaetodon guentheri,images_inaturalist,226787,126854,1.788,1.305,1.236,0.5,0.724,0.78,0.73,49.73,63.68,-1.26,30.2,26.37,-0.54,0.127,no
Chaetodon_guentheri_iNaturalist_17952429.jpg,Chaetodon guentheri,images_inaturalist,129363,126854,1.02,1.05,1.236,1.36,0.937,0.78,-2.04,74.82,63.68,1.01,30.88,26.37,-0.63,0.0,no
Chaetodon_guentheri_iNaturalist_18275791.jpg,Chaetodon guentheri,images_inaturalist,225298,126854,1.776,1.429,1.236,1.41,0.623,0.78,2.04,61.2,63.68,-0.22,34.48,26.37,-1.13,0.35,no
Chaetodon_guentheri_iNaturalist_19964900.jpg,Chaetodon guentheri,images_inaturalist,255423,126854,2.014,1.21,1.236,0.19,0.78,0.78,0.0,64.55,63.68,0.08,35.77,26.37,-1.31,0.0,no
Chaetodon_guentheri_iNaturalist_19964904.jpg,Chaetodon guentheri,images_inaturalist,190214,126854,1.499,1.119,1.236,0.85,0.753,0.78,0.35,55.39,63.68,-0.75,28.81,26.37,-0.34,0.061,no
Chaetodon_guentheri_iNaturalist_260515897.jpg,Chaetodon guentheri,images_inaturalist,53742,126854,0.424,1.364,1.236,0.94,0.696,0.78,1.09,80.13,63.68,1.49,24.45,26.37,0.27,0.252,no
Chaetodon_guentheri_iNaturalist_260515911.jpg,Chaetodon guentheri,images_inaturalist,36873,126854,0.291,1.208,1.236,0.2,0.768,0.78,0.16,77.07,63.68,1.21,16.52,26.37,1.38,0.408,no
Chaetodon_guentheri_iNaturalist_298435945.jpg,Chaetodon guentheri,images_inaturalist,194909,126854,1.536,1.41,1.236,1.27,0.681,0.78,1.29,75.63,63.68,1.08,26.55,26.37,-0.03,0.225,no
Chaetodon_guentheri_iNaturalist_462449919.jpg,Chaetodon guentheri,images_inaturalist,73142,126854,0.577,1.319,1.236,0.61,0.755,0.78,0.33,52.23,63.68,-1.04,17.51,26.37,1.24,0.057,no
Chaetodon_guttatissimus_Bishop_-1623433841.jpg,Chaetodon guttatissimus,images_bishop,241091,133750,1.803,1.231,1.233,0.01,0.808,0.783,-0.1,59.08,61.41,-0.2,9.02,17.02,0.92,0.0,no
Chaetodon_guttatissimus_Bishop_-397235578.jpg,Chaetodon guttatissimus,images_bishop,233801,133750,1.748,1.206,1.233,0.09,0.824,0.783,-0.16,52.92,61.41,-0.74,7.21,17.02,1.12,0.0,no
Chaetodon_guttatissimus_FishBase_Chgut_u0.jpg,Chaetodon guttatissimus,images,135130,133750,1.01,1.233,1.233,0.0,0.805,0.783,-0.09,59.6,61.41,-0.16,9.57,17.02,0.85,0.0,no
Chaetodon_guttatissimus_FishBase_Chgut_u1.jpg,Chaetodon guttatissimus,images_fishbase_extra,132425,133750,0.99,1.212,1.233,0.07,0.785,0.783,-0.01,53.16,61.41,-0.71,7.45,17.02,1.1,0.0,no
Chaetodon_guttatissimus_FishBase_Chgut_u2.jpg,Chaetodon guttatissimus,images_fishbase_extra,89110,133750,0.666,1.522,1.233,0.94,0.65,0.783,0.52,71.53,61.41,0.88,37.17,17.02,-2.31,0.09,no
Chaetodon_guttatissimus_FishBase_Chgut_u3.jpg,Chaetodon guttatissimus,images_fishbase_extra,118370,133750,0.885,1.184,1.233,0.16,0.783,0.783,0.0,61.56,61.41,0.01,20.75,17.02,-0.43,0.0,no
Chaetodon_guttatissimus_iNaturalist_174031744.jpg,Chaetodon guttatissimus,images_inaturalist,133750,133750,1.0,1.551,1.233,1.04,0.586,0.783,0.77,83.6,61.41,1.92,26.27,17.02,-1.06,0.134,no
Chaetodon_guttatissimus_iNaturalist_233427015.jpg,Chaetodon guttatissimus,images_inaturalist,291373,133750,2.178,1.674,1.233,1.44,0.589,0.783,0.75,62.44,61.41,0.09,15.2,17.02,0.21,0.132,no
Chaetodon_guttatissimus_iNaturalist_26864062.jpg,Chaetodon guttatissimus,images_inaturalist,77157,133750,0.577,1.0,1.233,0.76,0.958,0.783,-0.68,65.39,61.41,0.34,13.84,17.02,0.36,0.0,no
Chaetodon_guttatissimus_iNaturalist_303971849.jpg,Chaetodon guttatissimus,images_inaturalist,368077,133750,2.752,1.611,1.233,1.23,0.586,0.783,0.77,33.38,61.41,-2.43,14.16,17.02,0.33,0.134,no
Chaetodon_guttatissimus_iNaturalist_380299825.jpg,Chaetodon guttatissimus,images_inaturalist,233205,133750,1.744,1.943,1.233,2.32,0.498,0.783,1.11,53.97,61.41,-0.64,16.28,17.02,0.08,0.194,no
Chaetodon_guttatissimus_iNaturalist_473229926.jpg,Chaetodon guttatissimus,images_inaturalist,108433,133750,0.811,1.233,1.233,0.0,0.735,0.783,0.19,76.45,61.41,1.3,15.01,17.02,0.23,0.033,no
Chaetodon_guttatissimus_iNaturalist_474997418.jpg,Chaetodon guttatissimus,images_inaturalist,101390,133750,0.758,1.295,1.233,0.2,0.356,0.783,1.66,72.77,61.41,0.98,12.12,17.02,0.56,0.29,no
Chaetodon_guttatissimus_iNaturalist_504140684.jpg,Chaetodon guttatissimus,images_inaturalist,262230,133750,1.961,1.052,1.233,0.59,0.948,0.783,-0.64,60.27,61.41,-0.1,17.5,17.02,-0.06,0.0,no
Chaetodon_guttatissimus_iNaturalist_584519765.jpg,Chaetodon guttatissimus,images_inaturalist,82937,133750,0.62,0.629,1.233,1.97,1.519,0.783,-2.86,55.01,61.41,-0.55,33.7,17.02,-1.91,0.0,no
Chaetodon_hoefleri_FishBase_Chhoe_u0.jpg,Chaetodon hoefleri,images_fishbase_extra,108272,268896,0.403,1.509,1.226,1.16,0.653,0.779,0.74,44.19,48.46,-0.47,18.77,31.8,2.14,0.256,no
Chaetodon_hoefleri_FishBase_Chhoe_u1.jpg,Chaetodon hoefleri,images,103674,268896,0.386,0.97,1.226,1.05,0.913,0.779,-0.79,56.19,48.46,0.85,34.73,31.8,-0.48,0.092,no
Chaetodon_hoefleri_FishBase_Chhoe_u2.jpg,Chaetodon hoefleri,images_fishbase_extra,60479,268896,0.225,0.911,1.226,1.29,1.033,0.779,-1.5,71.19,48.46,2.5,38.61,31.8,-1.12,0.22,no
Chaetodon_hoefleri_iNaturalist_349923953.jpg,Chaetodon hoefleri,images_inaturalist,273111,268896,1.016,1.219,1.226,0.03,0.729,0.779,0.29,43.89,48.46,-0.5,33.16,31.8,-0.22,0.052,no
Chaetodon_hoefleri_iNaturalist_349923955.jpg,Chaetodon hoefleri,images_inaturalist,248889,268896,0.926,1.269,1.226,0.18,0.772,0.779,0.04,41.75,48.46,-0.74,34.15,31.8,-0.39,0.007,no
Chaetodon_hoefleri_iNaturalist_349923956.jpg,Chaetodon hoefleri,images_inaturalist,446427,268896,1.66,1.124,1.226,0.42,0.889,0.779,-0.65,31.65,48.46,-1.85,28.06,31.8,0.62,0.0,no
Chaetodon_hoefleri_iNaturalist_349923974.jpg,Chaetodon hoefleri,images_inaturalist,284920,268896,1.06,1.4,1.226,0.71,0.54,0.779,1.41,45.68,48.46,-0.31,29.83,31.8,0.32,0.246,no
Chaetodon_hoefleri_iNaturalist_349923976.jpg,Chaetodon hoefleri,images_inaturalist,348915,268896,1.298,1.04,1.226,0.76,0.888,0.779,-0.64,47.16,48.46,-0.14,34.87,31.8,-0.51,0.0,no
Chaetodon_hoefleri_iNaturalist_349923979.jpg,Chaetodon hoefleri,images_inaturalist,264681,268896,0.984,1.233,1.226,0.03,0.786,0.779,-0.04,52.88,48.46,0.49,40.29,31.8,-1.4,0.0,no
Chaetodon_hoefleri_iNaturalist_349923999.jpg,Chaetodon hoefleri,images_inaturalist,280687,268896,1.044,1.215,1.226,0.04,0.805,0.779,-0.15,46.2,48.46,-0.25,33.73,31.8,-0.32,0.0,no
Chaetodon_hoefleri_iNaturalist_349924002.jpg,Chaetodon hoefleri,images_inaturalist,276473,268896,1.028,1.683,1.226,1.87,0.59,0.779,1.11,48.15,48.46,-0.03,33.77,31.8,-0.32,0.195,no
Chaetodon_hoefleri_iNaturalist_424743322.jpg,Chaetodon hoefleri,images_inaturalist,58623,268896,0.218,1.686,1.226,1.88,0.408,0.779,2.18,52.59,48.46,0.45,21.61,31.8,1.68,0.748,yes
Chaetodon_humeralis_FishBase_Chhum_u0.jpg,Chaetodon humeralis,images_fishbase_extra,102268,102268,1.0,1.133,1.156,0.1,0.845,0.845,0.0,37.35,48.97,-0.98,15.63,13.73,-0.32,0.0,no
Chaetodon_humeralis_FishBase_Chhum_u1.jpg,Chaetodon humeralis,images_fishbase_extra,42560,102268,0.416,1.23,1.156,0.31,0.803,0.845,0.16,38.08,48.97,-0.92,20.66,13.73,-1.15,0.095,no
Chaetodon_humeralis_FishBase_Chhum_u2.jpg,Chaetodon humeralis,images_fishbase_extra,109490,102268,1.071,1.205,1.156,0.2,0.759,0.845,0.33,32.33,48.97,-1.41,21.21,13.73,-1.24,0.058,no
Chaetodon_humeralis_FishBase_Chhum_u3.jpg,Chaetodon humeralis,images,132640,102268,1.297,1.288,1.156,0.55,0.759,0.845,0.33,56.88,48.97,0.67,20.38,13.73,-1.1,0.058,no
Chaetodon_humeralis_FishBase_Chhum_u4.jpg,Chaetodon humeralis,images_fishbase_extra,64781,102268,0.633,1.285,1.156,0.53,0.717,0.845,0.49,66.98,48.97,1.52,9.99,13.73,0.62,0.172,no
Chaetodon_humeralis_iNaturalist_1461105.jpg,Chaetodon humeralis,images_inaturalist,117199,102268,1.146,0.902,1.156,1.05,1.055,0.845,-0.81,38.7,48.97,-0.87,4.88,13.73,1.47,0.0,no
Chaetodon_humeralis_iNaturalist_456296117.jpg,Chaetodon humeralis,images_inaturalist,59077,102268,0.578,0.604,1.156,2.28,1.594,0.845,-2.89,56.77,48.97,0.66,15.79,13.73,-0.34,0.0,no
Chaetodon_humeralis_iNaturalist_607033378.jpg,Chaetodon humeralis,images_inaturalist,22376,102268,0.219,1.156,1.156,0.0,0.861,0.845,-0.06,61.96,48.97,1.1,7.97,13.73,0.96,0.395,no
Chaetodon_humeralis_iNaturalist_8288759.jpg,Chaetodon humeralis,images_inaturalist,233234,102268,2.281,0.705,1.156,1.87,1.066,0.845,-0.85,51.69,48.97,0.23,7.04,13.73,1.11,0.0,no
Chaetodon_interruptus_FishBase_Chint_u5.jpg,Chaetodon interruptus,images_fishbase_extra,81233,114563,0.709,1.079,1.365,0.59,0.876,0.713,-0.68,56.5,65.33,-1.14,43.42,59.59,1.26,0.0,no
Chaetodon_interruptus_FishBase_Chint_u7.jpg,Chaetodon interruptus,images_fishbase_extra,123078,114563,1.074,1.466,1.365,0.21,0.648,0.713,0.27,53.55,65.33,-1.52,46.9,59.59,0.99,0.047,no
Chaetodon_interruptus_FishBase_Chuni_u2.jpg,Chaetodon interruptus,images_fishbase_extra,129937,114563,1.134,1.179,1.365,0.38,0.817,0.713,-0.43,57.02,65.33,-1.07,42.72,59.59,1.31,0.0,no
Chaetodon_interruptus_FishBase_Chuni_u3.jpg,Chaetodon interruptus,images_fishbase_extra,114563,114563,1.0,1.298,1.365,0.14,0.76,0.713,-0.19,72.69,65.33,0.95,59.64,59.59,-0.0,0.0,no
Chaetodon_interruptus_FishBase_Chuni_uh.jpg,Chaetodon interruptus,images,100662,114563,0.879,1.192,1.365,0.36,0.831,0.713,-0.49,78.14,65.33,1.65,62.85,59.59,-0.25,0.0,no
Chaetodon_interruptus_iNaturalist_15933811.jpg,Chaetodon interruptus,images_inaturalist,558818,114563,4.878,0.83,1.365,1.1,1.205,0.713,-2.04,78.17,65.33,1.65,76.86,59.59,-1.34,0.0,no
Chaetodon_interruptus_iNaturalist_170722148.jpg,Chaetodon interruptus,images_inaturalist,64145,114563,0.56,1.548,1.365,0.38,0.63,0.713,0.34,71.01,65.33,0.73,87.61,59.59,-2.18,0.06,no
Chaetodon_interruptus_iNaturalist_231967804.jpg,Chaetodon interruptus,images_inaturalist,286335,114563,2.499,1.4,1.365,0.07,0.713,0.713,0.0,70.36,65.33,0.65,66.21,59.59,-0.51,0.0,no
Chaetodon_interruptus_iNaturalist_422239513.jpg,Chaetodon interruptus,images_inaturalist,114443,114563,0.999,1.022,1.365,0.71,0.905,0.713,-0.8,64.42,65.33,-0.12,62.29,59.59,-0.21,0.0,no
Chaetodon_interruptus_iNaturalist_444196719.jpg,Chaetodon interruptus,images_inaturalist,319353,114563,2.788,1.579,1.365,0.44,0.612,0.713,0.42,56.85,65.33,-1.09,35.34,59.59,1.88,0.073,no
Chaetodon_interruptus_iNaturalist_479599038.jpg,Chaetodon interruptus,images_inaturalist,56083,114563,0.49,1.884,1.365,1.07,0.512,0.713,0.83,71.04,65.33,0.74,62.4,59.59,-0.22,0.154,no
Chaetodon_interruptus_iNaturalist_75713374.jpg,Chaetodon interruptus,images_inaturalist,26600,114563,0.232,1.365,1.365,0.0,0.68,0.713,0.14,62.62,65.33,-0.35,65.23,59.59,-0.44,0.238,no
Chaetodon_interruptus_iNaturalist_82279573.jpg,Chaetodon interruptus,images_inaturalist,154214,114563,1.346,0.742,1.365,1.29,1.152,0.713,-1.82,67.8,65.33,0.32,60.59,59.59,-0.08,0.0,no
Chaetodon_interruptus_iNaturalist_82279598.jpg,Chaetodon interruptus,images_inaturalist,129413,114563,1.13,1.646,1.365,0.58,0.496,0.713,0.9,59.18,65.33,-0.79,60.3,59.59,-0.06,0.158,no
Chaetodon_interruptus_iNaturalist_82279627.jpg,Chaetodon interruptus,images_inaturalist,75003,114563,0.655,2.835,1.365,3.03,0.218,0.713,2.05,60.55,65.33,-0.61,61.44,59.59,-0.14,0.35,no
Chaetodon_kleinii_Bishop_-1577854379.jpg,Chaetodon kleinii,images_bishop,244862,122649,1.996,1.238,1.188,0.24,0.788,0.786,-0.01,68.06,56.58,0.94,21.23,28.75,0.8,0.0,no
Chaetodon_kleinii_Bishop_308997156.jpg,Chaetodon kleinii,images_bishop,228903,122649,1.866,1.178,1.188,0.04,0.845,0.786,-0.3,67.45,56.58,0.89,42.02,28.75,-1.41,0.0,no
Chaetodon_kleinii_Bishop_977649394.jpg,Chaetodon kleinii,images_bishop,244463,122649,1.993,1.174,1.188,0.06,0.847,0.786,-0.31,54.7,56.58,-0.15,20.72,28.75,0.85,0.0,no
Chaetodon_kleinii_FishBase_Chkle_u0.jpg,Chaetodon kleinii,images_fishbase_extra,130704,122649,1.066,1.197,1.188,0.04,0.825,0.786,-0.2,55.37,56.58,-0.1,17.22,28.75,1.22,0.0,no
Chaetodon_kleinii_FishBase_Chkle_u1.jpg,Chaetodon kleinii,images_fishbase_extra,137210,122649,1.119,1.24,1.188,0.25,0.784,0.786,0.01,68.64,56.58,0.99,21.59,28.75,0.76,0.002,no
Chaetodon_kleinii_FishBase_Chkle_u2.jpg,Chaetodon kleinii,images_fishbase_extra,128302,122649,1.046,1.177,1.188,0.05,0.845,0.786,-0.3,67.99,56.58,0.94,42.16,28.75,-1.42,0.0,no
Chaetodon_kleinii_FishBase_Chkle_u3.jpg,Chaetodon kleinii,images_fishbase_extra,114470,122649,0.933,0.92,1.188,1.25,1.057,0.786,-1.37,61.06,56.58,0.37,34.49,28.75,-0.61,0.0,no
Chaetodon_kleinii_FishBase_Chkle_u4.jpg,Chaetodon kleinii,images_fishbase_extra,136506,122649,1.113,1.175,1.188,0.06,0.849,0.786,-0.32,55.32,56.58,-0.1,21.03,28.75,0.82,0.0,no
Chaetodon_kleinii_FishBase_Chkle_u5.jpg,Chaetodon kleinii,images_fishbase_extra,96416,122649,0.786,1.228,1.188,0.19,0.759,0.786,0.14,57.31,56.58,0.06,39.58,28.75,-1.15,0.024,no
Chaetodon_kleinii_FishBase_Chkle_u6.jpg,Chaetodon kleinii,images_fishbase_extra,116826,122649,0.953,1.384,1.188,0.92,0.666,0.786,0.61,70.69,56.58,1.16,41.38,28.75,-1.34,0.106,no
Chaetodon_kleinii_FishBase_Chkle_u8.jpg,Chaetodon kleinii,images_fishbase_extra,53138,122649,0.433,1.169,1.188,0.09,0.773,0.786,0.07,61.68,56.58,0.42,28.63,28.75,0.01,0.065,no
Chaetodon_kleinii_FishBase_Chkle_u9.jpg,Chaetodon kleinii,images_fishbase_extra,132543,122649,1.081,1.675,1.188,2.28,0.595,0.786,0.97,53.58,56.58,-0.25,34.33,28.75,-0.59,0.169,no
Chaetodon_kleinii_FishBase_Chkle_ua.jpg,Chaetodon kleinii,images_fishbase_extra,116997,122649,0.954,1.409,1.188,1.04,0.647,0.786,0.7,58.18,56.58,0.13,30.91,28.75,-0.23,0.123,no
Chaetodon_kleinii_FishPix_10587AF.jpg,Chaetodon kleinii,images,128310,122649,1.046,1.279,1.188,0.43,0.742,0.786,0.22,46.1,56.58,-0.86,17.45,28.75,1.2,0.039,no
Chaetodon_kleinii_iNaturalist_336546534.jpg,Chaetodon kleinii,images_inaturalist,105571,122649,0.861,1.349,1.188,0.75,0.718,0.786,0.34,68.69,56.58,0.99,40.77,28.75,-1.27,0.06,no
Chaetodon_kleinii_iNaturalist_338353090.jpg,Chaetodon kleinii,images_inaturalist,191500,122649,1.561,0.794,1.188,1.84,1.236,0.786,-2.28,63.47,56.58,0.57,20.29,28.75,0.9,0.0,no
Chaetodon_kleinii_iNaturalist_338353091.jpg,Chaetodon kleinii,images_inaturalist,529382,122649,4.316,0.928,1.188,1.21,1.068,0.786,-1.43,78.18,56.58,1.77,26.65,28.75,0.22,0.0,no
Chaetodon_kleinii_iNaturalist_409583506.jpg,Chaetodon kleinii,images_inaturalist,27588,122649,0.225,1.599,1.188,1.92,0.542,0.786,1.23,49.79,56.58,-0.56,41.64,28.75,-1.37,0.567,yes
Chaetodon_kleinii_iNaturalist_409631622.jpg,Chaetodon kleinii,images_inaturalist,43441,122649,0.354,1.524,1.188,1.57,0.544,0.786,1.22,50.14,56.58,-0.53,41.73,28.75,-1.37,0.331,no
Chaetodon_kleinii_iNaturalist_530434066.jpg,Chaetodon kleinii,images_inaturalist,69661,122649,0.568,1.016,1.188,0.8,0.925,0.786,-0.7,46.73,56.58,-0.81,18.82,28.75,1.05,0.0,no
