species,pic_id,original_filename,local_filename,url,family,in_miyazawa,download_status,file_size
Unknown,34036,34036AF.jpg,Unknown_FishPix_34036.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34036AF.jpg,Chaetodontidae,no,success,46976
Chaetodon nippon,34039,34039AF.jpg,Chaetodon_nippon_FishPix_34039.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34039AF.jpg,Chaetodontidae,no,success,69624
Unknown,34048,34048AF.jpg,Unknown_FishPix_34048.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34048AF.jpg,Chaetodontidae,no,success,34984
Chaetodon auripes,34123,34123AF.jpg,Chaetodon_auripes_FishPix_34123.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34123AF.jpg,Chaetodontidae,no,success,49805
Chaetodon vagabundus,34125,34125AF.jpg,Chaetodon_vagabundus_FishPix_34125.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34125AF.jpg,Chaetodontidae,no,success,64957
Forcipiger flavissimus,34130,34130AF.jpg,Forcipiger_flavissimus_FishPix_34130.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34130AF.jpg,Chaetodontidae,no,success,83013
Chaetodon ornatissimus,34131,34131AF.jpg,Chaetodon_ornatissimus_FishPix_34131.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34131AF.jpg,Chaetodontidae,no,success,125305
Unknown,34135,34135AF.jpg,Unknown_FishPix_34135.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34135AF.jpg,Chaetodontidae,no,success,112686
Chaetodon auriga,34146,34146AF.jpg,Chaetodon_auriga_FishPix_34146.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34146AF.jpg,Chaetodontidae,no,success,86530
Unknown,34158,34158AF.jpg,Unknown_FishPix_34158.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34158AF.jpg,Chaetodontidae,no,success,67475
Heniochus chrysostomus,34172,34172AF.jpg,Heniochus_chrysostomus_FishPix_34172.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34172AF.jpg,Chaetodontidae,no,success,113674
Chaetodon punctatofasciatus,34218,34218AF.jpg,Chaetodon_punctatofasciatus_FishPix_34218.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34218AF.jpg,Chaetodontidae,no,success,77616
Chaetodon auriga,34266,34266AF.jpg,Chaetodon_auriga_FishPix_34266.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34266AF.jpg,Chaetodontidae,no,success,100303
Chaetodon argentatus,34269,34269AF.jpg,Chaetodon_argentatus_FishPix_34269.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34269AF.jpg,Chaetodontidae,no,success,94978
Chaetodon vagabundus,34271,34271AF.jpg,Chaetodon_vagabundus_FishPix_34271.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34271AF.jpg,Chaetodontidae,no,success,161205
Unknown,34367,34367AF.jpg,Unknown_FishPix_34367.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34367AF.jpg,Chaetodontidae,no,success,59408
Chaetodon daedalma,34383,34383AF.jpg,Chaetodon_daedalma_FishPix_34383.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34383AF.jpg,Chaetodontidae,no,success,86900
Chaetodon auripes,34441,34441AF.jpg,Chaetodon_auripes_FishPix_34441.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34441AF.jpg,Chaetodontidae,no,success,62504
Chaetodon kleinii,34442,34442AF.jpg,Chaetodon_kleinii_FishPix_34442.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34442AF.jpg,Chaetodontidae,no,success,59479
Unknown,34481,34481AF.jpg,Unknown_FishPix_34481.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34481AF.jpg,Chaetodontidae,no,success,40590
Chaetodon semeion,34482,34482AF.jpg,Chaetodon_semeion_FishPix_34482.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34482AF.jpg,Chaetodontidae,no,success,43992
Chaetodon bennetti,34483,34483AF.jpg,Chaetodon_bennetti_FishPix_34483.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34483AF.jpg,Chaetodontidae,no,success,66515
Chaetodon ephippium,34484,34484AF.jpg,Chaetodon_ephippium_FishPix_34484.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34484AF.jpg,Chaetodontidae,no,success,67160
Chaetodon plebeius,34485,34485AF.jpg,Chaetodon_plebeius_FishPix_34485.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34485AF.jpg,Chaetodontidae,no,success,41867
Chaetodon ornatissimus,34486,34486AF.jpg,Chaetodon_ornatissimus_FishPix_34486.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34486AF.jpg,Chaetodontidae,no,success,68539
Heniochus singularius,34591,34591AF.jpg,Heniochus_singularius_FishPix_34591.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34591AF.jpg,Chaetodontidae,no,success,92850
Chaetodon vagabundus,34659,34659AF.jpg,Chaetodon_vagabundus_FishPix_34659.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34659AF.jpg,Chaetodontidae,no,success,62812
Chaetodon selene,34688,34688AF.jpg,Chaetodon_selene_FishPix_34688.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34688AF.jpg,Chaetodontidae,no,success,67366
Chaetodon wiebeli,34821,34821AF.jpg,Chaetodon_wiebeli_FishPix_34821.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34821AF.jpg,Chaetodontidae,no,success,53511
Chaetodon wiebeli,34822,34822AF.jpg,Chaetodon_wiebeli_FishPix_34822.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34822AF.jpg,Chaetodontidae,no,success,73083
Heniochus chrysostomus,34873,34873AF.jpg,Heniochus_chrysostomus_FishPix_34873.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34873AF.jpg,Chaetodontidae,no,success,62685
Forcipiger flavissimus,34875,34875AF.jpg,Forcipiger_flavissimus_FishPix_34875.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34875AF.jpg,Chaetodontidae,no,success,36114
Chaetodon unimaculatus,34882,34882AF.jpg,Chaetodon_unimaculatus_FishPix_34882.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34882AF.jpg,Chaetodontidae,no,success,45533
Heniochus monoceros,34913,34913AF.jpg,Heniochus_monoceros_FishPix_34913.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34913AF.jpg,Chaetodontidae,no,success,74136
Chaetodon auriga,34915,34915AF.jpg,Chaetodon_auriga_FishPix_34915.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34915AF.jpg,Chaetodontidae,no,success,46741
Chaetodon argentatus,34938,34938AF.jpg,Chaetodon_argentatus_FishPix_34938.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34938AF.jpg,Chaetodontidae,no,success,49922
Chaetodon argentatus,34994,34994AF.jpg,Chaetodon_argentatus_FishPix_34994.jpg,https://fishpix.kahaku.go.jp/photos/NR0034/34994AF.jpg,Chaetodontidae,no,success,52801
Chaetodon lunulatus,35005,35005AF.jpg,Chaetodon_lunulatus_FishPix_35005.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35005AF.jpg,Chaetodontidae,no,success,69475
Chaetodon ephippium,35031,35031AF.jpg,Chaetodon_ephippium_FishPix_35031.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35031AF.jpg,Chaetodontidae,no,success,34543
Chaetodon trifascialis,35037,35037AF.jpg,Chaetodon_trifascialis_FishPix_35037.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35037AF.jpg,Chaetodontidae,no,success,52719
Chaetodon xanthurus,35040,35040AF.jpg,Chaetodon_xanthurus_FishPix_35040.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35040AF.jpg,Chaetodontidae,no,success,51979
Chaetodon kleinii,35042,35042AF.jpg,Chaetodon_kleinii_FishPix_35042.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35042AF.jpg,Chaetodontidae,no,success,37023
Coradion altivelis,35057,35057AF.jpg,Coradion_altivelis_FishPix_35057.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35057AF.jpg,Chaetodontidae,no,success,56518
Chaetodon auriga,35075,35075AF.jpg,Chaetodon_auriga_FishPix_35075.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35075AF.jpg,Chaetodontidae,no,success,46547
Chaetodon citrinellus,35116,35116AF.jpg,Chaetodon_citrinellus_FishPix_35116.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35116AF.jpg,Chaetodontidae,no,success,129176
Chaetodon selene,35238,35238AF.jpg,Chaetodon_selene_FishPix_35238.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35238AF.jpg,Chaetodontidae,no,success,189070
Forcipiger flavissimus,35255,35255AF.jpg,Forcipiger_flavissimus_FishPix_35255.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35255AF.jpg,Chaetodontidae,no,success,155794
Temminck et,35320,35320AF.jpg,Temminck_et_FishPix_35320.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35320AF.jpg,Chaetodontidae,no,success,56935
Chaetodon reticulatus,35491,35491AF.jpg,Chaetodon_reticulatus_FishPix_35491.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35491AF.jpg,Chaetodontidae,no,success,55527
Unknown,35777,35777AF.jpg,Unknown_FishPix_35777.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35777AF.jpg,Chaetodontidae,no,success,49183
Chaetodon selene,35778,35778AF.jpg,Chaetodon_selene_FishPix_35778.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35778AF.jpg,Chaetodontidae,no,success,43033
Chaetodon lunulatus,35897,35897AF.jpg,Chaetodon_lunulatus_FishPix_35897.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35897AF.jpg,Chaetodontidae,no,success,105366
Chaetodon auriga,35904,35904AF.jpg,Chaetodon_auriga_FishPix_35904.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35904AF.jpg,Chaetodontidae,no,success,101364
Chaetodon bennetti,35927,35927AF.jpg,Chaetodon_bennetti_FishPix_35927.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35927AF.jpg,Chaetodontidae,no,success,61994
Chaetodon ornatissimus,35928,35928AF.jpg,Chaetodon_ornatissimus_FishPix_35928.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35928AF.jpg,Chaetodontidae,no,success,97830
Chaetodon semilarvatus,35934,35934AF.jpg,Chaetodon_semilarvatus_FishPix_35934.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35934AF.jpg,Chaetodontidae,no,success,78469
Chaetodon pelewensis,35943,35943AF.jpg,Chaetodon_pelewensis_FishPix_35943.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35943AF.jpg,Chaetodontidae,no,success,70621
Chaetodon auripes,35945,35945AF.jpg,Chaetodon_auripes_FishPix_35945.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35945AF.jpg,Chaetodontidae,no,success,82431
Chaetodon octofasciatus,35956,35956AF.jpg,Chaetodon_octofasciatus_FishPix_35956.jpg,https://fishpix.kahaku.go.jp/photos/NR0035/35956AF.jpg,Chaetodontidae,no,success,61457
Chaetodon reticulatus,36000,36000AF.jpg,Chaetodon_reticulatus_FishPix_36000.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36000AF.jpg,Chaetodontidae,no,success,103165
Coradion altivelis,36390,36390AF.jpg,Coradion_altivelis_FishPix_36390.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36390AF.jpg,Chaetodontidae,no,success,88375
Chaetodon xanthurus,36391,36391AF.jpg,Chaetodon_xanthurus_FishPix_36391.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36391AF.jpg,Chaetodontidae,no,success,53019
Unknown,36413,36413AF.jpg,Unknown_FishPix_36413.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36413AF.jpg,Chaetodontidae,no,success,43644
Heniochus chrysostomus,36500,36500AF.jpg,Heniochus_chrysostomus_FishPix_36500.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36500AF.jpg,Chaetodontidae,no,success,27643
Chaetodon trifascialis,36501,36501AF.jpg,Chaetodon_trifascialis_FishPix_36501.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36501AF.jpg,Chaetodontidae,no,success,51685
Chaetodon plebeius,36502,36502AF.jpg,Chaetodon_plebeius_FishPix_36502.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36502AF.jpg,Chaetodontidae,no,success,52938
Chaetodon selene,36593,36593AF.jpg,Chaetodon_selene_FishPix_36593.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36593AF.jpg,Chaetodontidae,no,success,48258
Forcipiger flavissimus,36594,36594AF.jpg,Forcipiger_flavissimus_FishPix_36594.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36594AF.jpg,Chaetodontidae,no,success,46520
Unknown,36729,36729AF.jpg,Unknown_FishPix_36729.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36729AF.jpg,Chaetodontidae,no,success,42106
Chaetodon ephippium,36730,36730AF.jpg,Chaetodon_ephippium_FishPix_36730.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36730AF.jpg,Chaetodontidae,no,success,63535
Chaetodon argentatus,36731,36731AF.jpg,Chaetodon_argentatus_FishPix_36731.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36731AF.jpg,Chaetodontidae,no,success,69667
Chaetodon kleinii,36938,36938AF.jpg,Chaetodon_kleinii_FishPix_36938.jpg,https://fishpix.kahaku.go.jp/photos/NR0036/36938AF.jpg,Chaetodontidae,no,success,60195
Chaetodon auriga,37065,37065AF.jpg,Chaetodon_auriga_FishPix_37065.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37065AF.jpg,Chaetodontidae,no,success,27732
Forcipiger flavissimus,37070,37070AF.jpg,Forcipiger_flavissimus_FishPix_37070.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37070AF.jpg,Chaetodontidae,no,success,35471
Chaetodon octofasciatus,37251,37251AF.jpg,Chaetodon_octofasciatus_FishPix_37251.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37251AF.jpg,Chaetodontidae,no,success,55650
Unknown,37483,37483AF.jpg,Unknown_FishPix_37483.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37483AF.jpg,Chaetodontidae,no,success,52322
Chaetodon octofasciatus,37484,37484AF.jpg,Chaetodon_octofasciatus_FishPix_37484.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37484AF.jpg,Chaetodontidae,no,success,57644
Forcipiger flavissimus,37604,37604AF.jpg,Forcipiger_flavissimus_FishPix_37604.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37604AF.jpg,Chaetodontidae,no,success,65567
Chaetodon nippon,37605,37605AF.jpg,Chaetodon_nippon_FishPix_37605.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37605AF.jpg,Chaetodontidae,no,success,71088
Chaetodon citrinellus,37606,37606AF.jpg,Chaetodon_citrinellus_FishPix_37606.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37606AF.jpg,Chaetodontidae,no,success,53864
Chaetodon auripes,37621,37621AF.jpg,Chaetodon_auripes_FishPix_37621.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37621AF.jpg,Chaetodontidae,no,success,82467
Chaetodon daedalma,37623,37623AF.jpg,Chaetodon_daedalma_FishPix_37623.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37623AF.jpg,Chaetodontidae,no,success,89447
Heniochus diphreutes,37655,37655AF.jpg,Heniochus_diphreutes_FishPix_37655.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37655AF.jpg,Chaetodontidae,no,success,30635
Chaetodon guentheri,37664,37664AF.jpg,Chaetodon_guentheri_FishPix_37664.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37664AF.jpg,Chaetodontidae,no,success,48723
Chaetodon lineolatus,37681,37681AF.jpg,Chaetodon_lineolatus_FishPix_37681.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37681AF.jpg,Chaetodontidae,no,success,48965
Heniochus diphreutes,37697,37697AF.jpg,Heniochus_diphreutes_FishPix_37697.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37697AF.jpg,Chaetodontidae,no,success,30161
Chaetodon auriga,37701,37701AF.jpg,Chaetodon_auriga_FishPix_37701.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37701AF.jpg,Chaetodontidae,no,success,41273
Heniochus chrysostomus,37866,37866AF.jpg,Heniochus_chrysostomus_FishPix_37866.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37866AF.jpg,Chaetodontidae,no,success,49822
Chaetodon plebeius,37870,37870AF.jpg,Chaetodon_plebeius_FishPix_37870.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37870AF.jpg,Chaetodontidae,no,success,56895
Heniochus diphreutes,37877,37877AF.jpg,Heniochus_diphreutes_FishPix_37877.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37877AF.jpg,Chaetodontidae,no,success,37912
Heniochus chrysostomus,37885,37885AF.jpg,Heniochus_chrysostomus_FishPix_37885.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37885AF.jpg,Chaetodontidae,no,success,93612
Chaetodon bennetti,37919,37919AF.jpg,Chaetodon_bennetti_FishPix_37919.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37919AF.jpg,Chaetodontidae,no,success,46723
Temminck et,37978,37978AF.jpg,Temminck_et_FishPix_37978.jpg,https://fishpix.kahaku.go.jp/photos/NR0037/37978AF.jpg,Chaetodontidae,no,success,82623
Unknown,38116,38116AF.jpg,Unknown_FishPix_38116.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38116AF.jpg,Chaetodontidae,no,success,37945
Chaetodon octofasciatus,38117,38117AF.jpg,Chaetodon_octofasciatus_FishPix_38117.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38117AF.jpg,Chaetodontidae,no,success,65780
Chaetodon selene,38118,38118AF.jpg,Chaetodon_selene_FishPix_38118.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38118AF.jpg,Chaetodontidae,no,success,30509
Chaetodon selene,38119,38119AF.jpg,Chaetodon_selene_FishPix_38119.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38119AF.jpg,Chaetodontidae,no,success,48297
Chaetodon baronessa,38120,38120AF.jpg,Chaetodon_baronessa_FishPix_38120.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38120AF.jpg,Chaetodontidae,no,success,44446
Chaetodon semeion,38321,38321AF.jpg,Chaetodon_semeion_FishPix_38321.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38321AF.jpg,Chaetodontidae,yes,success,24595
Chaetodon reticulatus,38332,38332AF.jpg,Chaetodon_reticulatus_FishPix_38332.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38332AF.jpg,Chaetodontidae,no,success,37468
Chaetodon adiergastos,38334,38334AF.jpg,Chaetodon_adiergastos_FishPix_38334.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38334AF.jpg,Chaetodontidae,no,success,32164
Chaetodon adiergastos,38404,38404AF.jpg,Chaetodon_adiergastos_FishPix_38404.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38404AF.jpg,Chaetodontidae,no,success,71025
Unknown,38405,38405AF.jpg,Unknown_FishPix_38405.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38405AF.jpg,Chaetodontidae,no,success,64369
Heniochus monoceros,3848,3848AF.jpg,Heniochus_monoceros_FishPix_3848.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3848AF.jpg,Chaetodontidae,no,success,27648
Heniochus monoceros,3849,3849AF.jpg,Heniochus_monoceros_FishPix_3849.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3849AF.jpg,Chaetodontidae,no,success,20480
Unknown,3850,3850AF.jpg,Unknown_FishPix_3850.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3850AF.jpg,Chaetodontidae,no,success,32768
Unknown,3851,3851AF.jpg,Unknown_FishPix_3851.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3851AF.jpg,Chaetodontidae,no,success,35840
Unknown,3852,3852AF.jpg,Unknown_FishPix_3852.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3852AF.jpg,Chaetodontidae,no,success,31744
Unknown,3853,3853AF.jpg,Unknown_FishPix_3853.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3853AF.jpg,Chaetodontidae,no,success,22528
Chaetodon unimaculatus,3854,3854AF.jpg,Chaetodon_unimaculatus_FishPix_3854.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3854AF.jpg,Chaetodontidae,no,success,29696
Chaetodon lunulatus,3855,3855AF.jpg,Chaetodon_lunulatus_FishPix_3855.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3855AF.jpg,Chaetodontidae,no,success,25600
Chaetodon lunulatus,3856,3856AF.jpg,Chaetodon_lunulatus_FishPix_3856.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3856AF.jpg,Chaetodontidae,no,success,31744
Chaetodon ornatissimus,3857,3857AF.jpg,Chaetodon_ornatissimus_FishPix_3857.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3857AF.jpg,Chaetodontidae,no,success,33792
Chaetodon ornatissimus,3858,3858AF.jpg,Chaetodon_ornatissimus_FishPix_3858.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3858AF.jpg,Chaetodontidae,no,success,22528
Chaetodon ornatissimus,3859,3859AF.jpg,Chaetodon_ornatissimus_FishPix_3859.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3859AF.jpg,Chaetodontidae,no,success,28672
Chaetodon ornatissimus,3860,3860AF.jpg,Chaetodon_ornatissimus_FishPix_3860.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3860AF.jpg,Chaetodontidae,no,success,31744
Coradion altivelis,38608,38608AF.jpg,Coradion_altivelis_FishPix_38608.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38608AF.jpg,Chaetodontidae,no,success,44324
Chaetodon lunulatus,3861,3861AF.jpg,Chaetodon_lunulatus_FishPix_3861.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3861AF.jpg,Chaetodontidae,no,success,25600
Chaetodon lunulatus,3862,3862AF.jpg,Chaetodon_lunulatus_FishPix_3862.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3862AF.jpg,Chaetodontidae,no,success,29696
Forcipiger flavissimus,3863,3863AF.jpg,Forcipiger_flavissimus_FishPix_3863.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3863AF.jpg,Chaetodontidae,no,success,25600
Forcipiger flavissimus,3864,3864AF.jpg,Forcipiger_flavissimus_FishPix_3864.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3864AF.jpg,Chaetodontidae,no,success,40960
Forcipiger flavissimus,3865,3865AF.jpg,Forcipiger_flavissimus_FishPix_3865.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3865AF.jpg,Chaetodontidae,no,success,51200
Forcipiger flavissimus,3866,3866AF.jpg,Forcipiger_flavissimus_FishPix_3866.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3866AF.jpg,Chaetodontidae,no,success,21504
Unknown,3867,3867AF.jpg,Unknown_FishPix_3867.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3867AF.jpg,Chaetodontidae,no,success,33792
Unknown,3868,3868AF.jpg,Unknown_FishPix_3868.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3868AF.jpg,Chaetodontidae,no,success,22528
Chaetodon argentatus,3869,3869AF.jpg,Chaetodon_argentatus_FishPix_3869.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3869AF.jpg,Chaetodontidae,no,success,30720
Chaetodon argentatus,3870,3870AF.jpg,Chaetodon_argentatus_FishPix_3870.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3870AF.jpg,Chaetodontidae,no,success,24576
Temminck et,3871,3871AF.jpg,Temminck_et_FishPix_3871.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3871AF.jpg,Chaetodontidae,no,success,22528
Temminck et,3872,3872AF.jpg,Temminck_et_FishPix_3872.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3872AF.jpg,Chaetodontidae,no,success,19456
Temminck et,3873,3873AF.jpg,Temminck_et_FishPix_3873.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3873AF.jpg,Chaetodontidae,no,success,17408
Temminck et,3874,3874AF.jpg,Temminck_et_FishPix_3874.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3874AF.jpg,Chaetodontidae,no,success,38912
Temminck et,3875,3875AF.jpg,Temminck_et_FishPix_3875.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3875AF.jpg,Chaetodontidae,no,success,46080
Temminck et,3876,3876AF.jpg,Temminck_et_FishPix_3876.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3876AF.jpg,Chaetodontidae,no,success,36864
Unknown,38766,38766AF.jpg,Unknown_FishPix_38766.jpg,https://fishpix.kahaku.go.jp/photos/NR0038/38766AF.jpg,Chaetodontidae,no,success,22661
Temminck et,3877,3877AF.jpg,Temminck_et_FishPix_3877.jpg,https://fishpix.kahaku.go.jp/photos/NR0003/3877AF.jpg,Chaetodontidae,no,success,43008
