species,filename,source,directory,md5_hash,is_duplicate
Amphichaetodon howensis,Amphichaetodon_howensis_FishBase_Amhow_u3.jpg,FishBase,images,4668e65ae04ccffc6c647217e11b6066,no
Amphichaetodon melbae,Amphichaetodon_melbae_FishBase_Ammel_u0.jpg,FishBase,images,5dfb988be362fbf71ecda07d743c9dc3,no
Chaetodon adiergastos,Chaetodon_adiergastos_FishPix_28455AF.jpg,FishPix,images,614234c75c75d65028471def2a554698,no
Chaetodon andamanensis,Chaetodon_andamanensis_FishPix_88987AF.jpg,FishPix,images,b02152a0549318397577b8794f9a37b0,no
Chaetodon argentatus,Chaetodon_argentatus_FishPix_2068AF.jpg,FishPix,images,c758865bb096e6ecd947c25d9a0ef9a8,no
Chaetodon assarius,Chaetodon_assarius_FishBase_Chass_u0.jpg,FishBase,images,dbd5f1257778f7c68022b1c5393150c7,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_FishBase_Chaur_ui.jpg,FishBase,images,8828ca4cdd2dc364c28bca336fdf6d04,no
Chaetodon auriga,Chaetodon_auriga_FishPix_12061AF.jpg,FishPix,images,9c906ffdc953914f0bf164a03531c604,no
Chaetodon auripes,Chaetodon_auripes_FishPix_140765AF.jpg,FishPix,images,705e619d898ecb91639cda618a85edba,no
Chaetodon austriacus,Chaetodon_austriacus_FishBase_Chaus_u1.jpg,FishBase,images,183f04d9511fb172ae3e3009b25900a2,no
Chaetodon baronessa,Chaetodon_baronessa_FishPix_23026AF.jpg,FishPix,images,bb122d4ef96e06680315aad2234b082f,no
Chaetodon bennetti,Chaetodon_bennetti_FishPix_16721AF.jpg,FishPix,images,bf1787831242150842e23d8f8d2573b8,no
Chaetodon blackburnii,Chaetodon_blackburnii_FishBase_Chbla_u0.jpg,FishBase,images,6cd3682ea70fd2cb3efc6703bd5ea2ea,no
Chaetodon burgessi,Chaetodon_burgessi_FishPix_55799AF.jpg,FishPix,images,df44b2a8cd5c57615057bb441a06bed4,no
Chaetodon capistratus,Chaetodon_capistratus_FishBase_Chcap_u9.jpg,FishBase,images,be7cb7d8b383961e77375d079af21b19,no
Chaetodon citrinellus,Chaetodon_citrinellus_FishPix_33011AF.jpg,FishPix,images,37235a60b2aee35e2cc1a2d42f74bc61,no
Chaetodon collare,Chaetodon_collare_FishPix_61562AF.jpg,FishPix,images,9aab0e62f6fccc2d98ee980bb1cee38e,no
Chaetodon daedalma,Chaetodon_daedalma_FishPix_140579AF.jpg,FishPix,images,6d0c2393a81a3196771a992fce227f94,no
Chaetodon declivis,Chaetodon_declivis_FishBase_Chdec_u2.jpg,FishBase,images,2807f3b2eedb5e5adefd96f4771133c0,no
Chaetodon decussatus,Chaetodon_decussatus_FishBase_Chdec_u4.jpg,FishBase,images,bad83aa6ca0a7331a002d937c4199f2f,no
Chaetodon dialeucos,Chaetodon_dialeucos_FishBase_Chdia_j0.jpg,FishBase,images,cbca36d510d69b0ba75984db78e517b2,no
Chaetodon dolosus,Chaetodon_dolosus_FishBase_Chdol_u0.jpg,FishBase,images,80bbe0f90505e833b671c9ca2f5e31fd,no
Chaetodon ephippium,Chaetodon_ephippium_FishPix_141659AF.jpg,FishPix,images,8a03efa737a293e2e315a8b18ad6ac15,no
Chaetodon falcula,Chaetodon_falcula_FishPix_22173AF.jpg,FishPix,images,8f7e6778a407092260727d8aab078c2e,no
Chaetodon fasciatus,Chaetodon_fasciatus_FishPix_32789AF.jpg,FishPix,images,c66afc93cb91adb1d7a16d284ebddbaf,no
Chaetodon flavirostris,Chaetodon_flavirostris_FishPix_32909AF.jpg,FishPix,images,1b698b5e5dbceb491c19e7593128caac,no
Chaetodon flavocoronatus,Chaetodon_flavocoronatus_FishBase_Chfla_u4.jpg,FishBase,images,6218be066466b0314cb8b8e9b643fc6f,no
Chaetodon fremblii,Chaetodon_fremblii_FishPix_85090AF.jpg,FishPix,images,4cf8ab832b8ae292af5f6828e7588666,no
Chaetodon gardineri,Chaetodon_gardineri_FishBase_Chgar_u1.jpg,FishBase,images,4a26c104a3f8278433cc9431d1761e53,no
Chaetodon guentheri,Chaetodon_guentheri_FishPix_16011AF.jpg,FishPix,images,d6555eaa2dfe3ae52b03dfd9c1c36bdc,no
Chaetodon guttatissimus,Chaetodon_guttatissimus_FishBase_Chgut_u0.jpg,FishBase,images,5436a05e68f43e472e2dddf895906b1d,no
Chaetodon hoefleri,Chaetodon_hoefleri_FishBase_Chhoe_u1.jpg,FishBase,images,bbfcc3a0cedb2bed116d133fd5224ab5,no
Chaetodon humeralis,Chaetodon_humeralis_FishBase_Chhum_u3.jpg,FishBase,images,0d971e6ad0454a0cbd655fb6e5155e2b,no
Chaetodon interruptus,Chaetodon_interruptus_FishBase_Chuni_uh.jpg,FishBase,images,0ccd88d5f146619d1f89df5e8ee041eb,no
Chaetodon kleinii,Chaetodon_kleinii_FishPix_10587AF.jpg,FishPix,images,ecfc379ee06853077418381de467eae4,no
Chaetodon larvatus,Chaetodon_larvatus_FishPix_85092AF.jpg,FishPix,images,dc6e798ad2c42b0c03ec7507a68215dd,no
Chaetodon leucopleura,Chaetodon_leucopleura_FishBase_Chleu_u5.jpg,FishBase,images,181e7455b8f72ebcc5a2eb2a5b3ecfa7,no
Chaetodon lineolatus,Chaetodon_lineolatus_FishPix_140792AF.jpg,FishPix,images,166193a7404c7f10b030aa53fd624797,no
Chaetodon litus,Chaetodon_litus_FishBase_Chlit_u0.jpg,FishBase,images,85c61a0ebc65972a29d571a4eed798b8,no
Chaetodon lunula,Chaetodon_lunula_FishPix_11643AF.jpg,FishPix,images,d177aefd98db82c12096f95b29378d4e,no
Chaetodon lunulatus,Chaetodon_lunulatus_FishPix_140704AF.jpg,FishPix,images,0cf9e9f8750fdfe7daa4bac3f75e1bfb,no
Chaetodon madagaskariensis,Chaetodon_madagaskariensis_FishBase_Chmad_u1.jpg,FishBase,images,a3263048aca382135de1e7f44581108b,no
Chaetodon marleyi,Chaetodon_marleyi_FishBase_Chmar_ua.jpg,FishBase,images,81b862499aebf1ef2b4bb475570cd86d,no
Chaetodon melannotus,Chaetodon_melannotus_FishPix_17334AF.jpg,FishPix,images,2f03dd512d09a9e2fe8cc3d11954fee1,no
Chaetodon melapterus,Chaetodon_melapterus_FishBase_Chmel_u0.jpg,FishBase,images,2f91682fc01582d1ec8c31aa451bf32a,no
Chaetodon mertensii,Chaetodon_mertensii_FishPix_140027AF.jpg,FishPix,images,ed3347a08f5877decdeb2a74f16e9d7c,no
Chaetodon mesoleucos,Chaetodon_mesoleucos_FishPix_141316AF.jpg,FishPix,images,b4783137be488becb8eb8fe84c85db62,no
Chaetodon meyeri,Chaetodon_meyeri_FishPix_15990AF.jpg,FishPix,images,0139815674cd3af18084f077b417c545,no
Chaetodon miliaris,Chaetodon_miliaris_FishBase_Chmil_u0.jpg,FishBase,images,549c3692416c0b357ea6d8e9d71d4e0d,no
Chaetodon mitratus,Chaetodon_mitratus_FishPix_85097AF.jpg,FishPix,images,360cbdf5d49e5e8c647bebaa2ff39781,no
Chaetodon modestus,Chaetodon_modestus_FishPix_11839AF.jpg,FishPix,images,d9743e616cbd659c8c60ac7b476ef740,no
Chaetodon multicinctus,Chaetodon_multicinctus_FishPix_76102AF.jpg,FishPix,images,7c238421c821b3a95cd56ad0f7b79adc,no
Chaetodon nigropunctatus,Chaetodon_nigropunctatus_FishBase_Chnig_u0.jpg,FishBase,images,f3ddf15dbbdfaa883cea9eb0c2fe377f,no
Chaetodon nippon,Chaetodon_nippon_FishPix_1590AF.jpg,FishPix,images,97bf6bc2267bc2d8739283f4e48d772a,no
Chaetodon ocellatus,Chaetodon_ocellatus_FishPix_22181AF.jpg,FishPix,images,86b87278244e963eb7c03cf219187918,no
Chaetodon ocellicaudus,Chaetodon_ocellicaudus_FishPix_5227AF.jpg,FishPix,images,9eb8d0adfaf39a273de45e93cf4ceb58,no
Chaetodon octofasciatus,Chaetodon_octofasciatus_FishPix_40751AF.jpg,FishPix,images,695187fe8310e81b46570a03c62b1e02,no
Chaetodon ornatissimus,Chaetodon_ornatissimus_FishPix_10043AF.jpg,FishPix,images,248639d0b39327160985685ac42c805e,no
Chaetodon oxycephalus,Chaetodon_oxycephalus_FishPix_22169AF.jpg,FishPix,images,9bf1c49ff9c3021a0b2c6c407be1e9e7,no
Chaetodon paucifasciatus,Chaetodon_paucifasciatus_FishBase_Chpau_u0.jpg,FishBase,images,e1d66fe952bcaea091a0dcb2a65d2ba3,no
Chaetodon pelewensis,Chaetodon_pelewensis_FishPix_28225AF.jpg,FishPix,images,e803c312bb2f37a4b481130e4ef7ba19,no
Chaetodon pictus,Chaetodon_pictus_iNaturalist_173874324.jpg,iNaturalist,images,9c53c67c335555d19783d1e0cac04785,no
Chaetodon plebeius,Chaetodon_plebeius_FishPix_107951AF.jpg,FishPix,images,d09b67198e9d7e7a313c3e6c11293dc5,no
Chaetodon punctatofasciatus,Chaetodon_punctatofasciatus_FishPix_10063AF.jpg,FishPix,images,4cda4b2ad68dff5fd74e5fcb161c436e,no
Chaetodon quadrimaculatus,Chaetodon_quadrimaculatus_FishPix_26595AF.jpg,FishPix,images,1b6c126c39dff10da82d1d52bda87f7b,no
Chaetodon rafflesii,Chaetodon_rafflesii_FishPix_10012AF.jpg,FishPix,images,4f88cea4e53f1b6cc2a00fcb157b6568,no
Chaetodon rainfordi,Chaetodon_rainfordi_FishPix_78816AF.jpg,FishPix,images,ad05a6da34cd2bbb15a493a86c2ea9e6,no
Chaetodon reticulatus,Chaetodon_reticulatus_FishPix_107134AF.jpg,FishPix,images,a866f22cccfb2fbfa701ac3a86012aec,no
Chaetodon robustus,Chaetodon_robustus_FishBase_Chrob_u6.jpg,FishBase,images,35b3de4429a1e13dc1a2eb89837d4e65,no
Chaetodon sanctaehelenae,Chaetodon_sanctaehelenae_FishBase_Chsan_u0.jpg,FishBase,images,6d7c88cda6d437e16b2294e1e1ddfa75,no
Chaetodon sedentarius,Chaetodon_sedentarius_FishBase_Chsed_u1.jpg,FishBase,images,018a29a0b2fb1db76c22922d4a9f5df3,no
Chaetodon selene,Chaetodon_selene_FishPix_26453AF.jpg,FishPix,images,b8034c9ebe25d319da65a63582db4349,no
Chaetodon semeion,Chaetodon_semeion_FishPix_38321AF.jpg,FishPix,images,bf522844b4df4ff8cb69b97472707730,no
Chaetodon semilarvatus,Chaetodon_semilarvatus_FishPix_32790AF.jpg,FishPix,images,b3fe88f099711130576f7f4149abd3ee,no
Chaetodon smithi,Chaetodon_smithi_FishBase_Chsmi_u1.jpg,FishBase,images,a23f0e53949e0143bdb8b7f93250f4b4,no
Chaetodon speculum,Chaetodon_speculum_FishPix_12080AF.jpg,FishPix,images,ca7428fcde32c3fe1f484f59a8e997d9,no
Chaetodon striatus,Chaetodon_striatus_FishBase_Chstr_u0.jpg,FishBase,images,d333aab08c90daebdeac60e7ad933942,no
Chaetodon tinkeri,Chaetodon_tinkeri_FishPix_85108AF.jpg,FishPix,images,89822cbdcb0c1310ddf528ce5c1f40ce,no
Chaetodon triangulum,Chaetodon_triangulum_FishBase_Chtri_ui.jpg,FishBase,images,20e9f24d239361a7bfe3509b7878c1fe,no
Chaetodon trichrous,Chaetodon_trichrous_FishBase_Chtri_uk.jpg,FishBase,images,37c35c1c8d693968894deaea02318c79,no
Chaetodon tricinctus,Chaetodon_tricinctus_FishPix_55752AF.jpg,FishPix,images,a34e5d9537790c33a536c57b7eefd525,no
Chaetodon trifascialis,Chaetodon_trifascialis_FishPix_140533AF.jpg,FishPix,images,4769366999ce65b13b9f8e72d128f362,no
Chaetodon trifasciatus,Chaetodon_trifasciatus_FishPix_55807AF.jpg,FishPix,images,46f07ae2c1e67d121d736622fa4c14ea,no
Chaetodon ulietensis,Chaetodon_ulietensis_FishPix_26584AF.jpg,FishPix,images,c8da8cc2ee709e2d7af52f9b5daefcc4,no
Chaetodon unimaculatus,Chaetodon_unimaculatus_FishPix_15036AF.jpg,FishPix,images,0861b0270b497d888ba56604cf7b7761,no
Chaetodon vagabundus,Chaetodon_vagabundus_FishPix_10004AF.jpg,FishPix,images,679f197f694d49070df1f8bfc06338ef,no
Chaetodon wiebeli,Chaetodon_wiebeli_FishPix_107464AF.jpg,FishPix,images,34c39e3f391990c98f7a96ff5bc6b7dd,no
Chaetodon xanthocephalus,Chaetodon_xanthocephalus_FishPix_22175AF.jpg,FishPix,images,751af7252cc637dadf064b4555e2840a,no
Chaetodon xanthurus,Chaetodon_xanthurus_FishPix_13034AF.jpg,FishPix,images,35a24ae505d85d5e537556941ccc4553,no
Chaetodon zanzibarensis,Chaetodon_zanzibarensis_FishBase_Chzan_u1.jpg,FishBase,images,279c81380bc0e84b978fadd1d4062c6c,no
Chelmon marginalis,Chelmon_marginalis_FishBase_Chmar_u2.jpg,FishBase,images,00b76c2a9ba10302756e95693d4d956e,no
Chelmon marginalis,Chelmon_marginalis_FishBase_Chmar_u5.jpg,FishBase,images,26915f4563bac94088aa1f49d3be7f99,no
Chelmon muelleri,Chelmon_muelleri_FishBase_Chmue_u2.jpg,FishBase,images,c629f6bb80a952d268b1e84d573208ce,no
Chelmon muelleri,Chelmon_muelleri_FishBase_Chmue_u3.jpg,FishBase,images,5bc5218a00d9b2519cea5858b57e88d8,no
Chelmon rostratus,Chelmon_rostratus_FishPix_33375AF.jpg,FishPix,images,d6ff145faa601196ce09e2e218d2512f,no
Chelmonops curiosus,Chelmonops_curiosus_FishBase_Chcur_u0.jpg,FishBase,images,f82120a8974bd908af2392f8f256c886,no
Chelmonops truncatus,Chelmonops_truncatus_FishBase_Chtru_u1.jpg,FishBase,images,826cfcdf5a0c98c7b87f9e92cdac7310,no
Coradion altivelis,Coradion_altivelis_FishPix_15047AF.jpg,FishPix,images,b0916ffe579f6490e1019672b819cbfe,no
Coradion chrysozonus,Coradion_chrysozonus_FishPix_72095AF.jpg,FishPix,images,10c9a11c4203cad6ffc133b1245ded9f,no
Coradion melanopus,Coradion_melanopus_FishPix_10029AF.jpg,FishPix,images,d2fb2376929eda463d143d596ea56960,no
Forcipiger flavissimus,Forcipiger_flavissimus_FishPix_11851AF.jpg,FishPix,images,5365c07794bd7e7e3e1c53694f2d076c,no
Forcipiger longirostris,Forcipiger_longirostris_FishBase_Folon_u1.jpg,FishBase,images,bbd4fcd874283161a89a280dc34b0e27,no
Forcipiger wanai,Forcipiger_wanai_FishBase_Fowan_u0.jpg,FishBase,images,c401487330034e9de13a8a8aae18ce3b,no
Hemitaurichthys multispinosus,Hemitaurichthys_multispinosus_FishBase_Hemul_u0.jpg,FishBase,images,8b2bd97fea74b53f7fb855e0e7b79226,no
Hemitaurichthys polylepis,Hemitaurichthys_polylepis_FishPix_19342AF.jpg,FishPix,images,a8242343a7ac87259907e36cae28a166,no
Hemitaurichthys thompsoni,Hemitaurichthys_thompsoni_FishPix_76147AF.jpg,FishPix,images,b5302d3635fdbbc049fce6ac2d4624f4,no
Hemitaurichthys zoster,Hemitaurichthys_zoster_FishPix_12049AF.jpg,FishPix,images,cfa934846b7401d9d8387755f8e519ac,no
Heniochus acuminatus,Heniochus_acuminatus_FishPix_54009AF.jpg,FishPix,images,7022e8de54d0a0ede3b1c68bf9b20f8f,no
Heniochus chrysostomus,Heniochus_chrysostomus_FishPix_15259AF.jpg,FishPix,images,92937bd4db60e6739bccd156b01ef831,no
Heniochus diphreutes,Heniochus_diphreutes_FishPix_11583AF.jpg,FishPix,images,75d9d6821963fef252bb25f0919a8db1,no
Heniochus diphreutes,Heniochus_diphreutes_FishPix_21252AF.jpg,FishPix,images,2816dfe7d67961901df6ecac2c31dd27,no
Heniochus intermedius,Heniochus_intermedius_FishPix_141059AF.jpg,FishPix,images,98c692b1ccd02fa50c8bcd26d036c2ea,no
Heniochus monoceros,Heniochus_monoceros_FishPix_25451AF.jpg,FishPix,images,318b2e9938a76500421a42d4d3396b0a,no
Heniochus pleurotaenia,Heniochus_pleurotaenia_FishBase_Heple_u2.jpg,FishBase,images,7290e4f30f94e7ff449552f27c782fa8,no
Heniochus singularius,Heniochus_singularius_FishBase_Hesin_u1.jpg,FishBase,images,8fdde7a1471c35e1ee5f604ba0308893,no
Heniochus varius,Heniochus_varius_FishPix_15993AF.jpg,FishPix,images,02afa4f55cea4c8f60e6b336ca8ca16d,no
Johnrandallia nigrirostris,Johnrandallia_nigrirostris_FishBase_Jonig_u1.jpg,FishBase,images,840ce30941a96829eb73bd6de5637b34,no
Parachaetodon ocellatus,Parachaetodon_ocellatus_FishBase_Paoce_u0.jpg,FishBase,images,c8d6ab6421716885d0862ddf5a0471e0,no
Prognathodes aculeatus,Prognathodes_aculeatus_FishBase_Pracu_u0.jpg,FishBase,images,7742074661c1c606aff49ae4e6160180,no
Prognathodes aya,Prognathodes_aya_FishBase_Praya_u0.jpg,FishBase,images,aeb8a3c9e6a75ef4362e14b8d1a13a14,no
Prognathodes brasiliensis,Prognathodes_brasiliensis_FishBase_Prbra_u0.jpg,FishBase,images,324dc83aa07f3f7f2b92bd52f257fe9b,no
Prognathodes carlhubbsi,Prognathodes_carlhubbsi_FishBase_Prcar_u2.jpg,FishBase,images,b763edf1ebfda7bde7f9c6198bb6930e,no
Prognathodes dichrous,Prognathodes_dichrous_FishPix_89092AF.jpg,FishPix,images,e9dbb5417c4b7b0b0820e8a01f14ce6e,no
Prognathodes falcifer,Prognathodes_falcifer_FishBase_Chfal_u2.jpg,FishBase,images,65e25cd0a7a349836232ebee1be3e9f4,no
Prognathodes guyanensis,Prognathodes_guyanensis_FishPix_89093AF.jpg,FishPix,images,6832d5e1b51c8873684be7870496d97a,no
Prognathodes marcellae,Prognathodes_marcellae_FishBase_Prmar_u0.jpg,FishBase,images,4aaf6fa0197d8b7ebb2d6796b203181a,no
Prognathodes obliquus,Prognathodes_obliquus_FishBase_Chobl_u1.jpg,FishBase,images,2bf77d81ff1f1df62eca389989697cac,no
Roa australis,Roa_australis_FishBase_Roaus_u0.jpg,FishBase,images,51d227190a4673f31410d0f003207d72,no
Roa excelsa,Roa_excelsa_FishBase_Chexc_u0.jpg,FishBase,images,3f89d79c6d3a46f8e501882a27cfb4d0,no
Roa jayakari,Roa_jayakari_FishBase_Chjay_u1.jpg,FishBase,images,4ccf0528ed27aea8022a58675efc8ba3,no
Roa modesta,Roa_modesta_FishBase_Chmod_u1.jpg,FishBase,images,2ddaf41fa5ab60ac31ad8af5fc546194,no
Amphichaetodon howensis,Amphichaetodon_howensis_Bishop_-1464681654.jpg,BishopMuseum,images_bishop,a9451f419e5ef6d23eda9e8fb9b2f85a,no
Amphichaetodon howensis,Amphichaetodon_howensis_Bishop_-369771762.jpg,BishopMuseum,images_bishop,d2c20a394ee00ed6011561b8ad45a7fd,no
Amphichaetodon howensis,Amphichaetodon_howensis_Bishop_472868867.jpg,BishopMuseum,images_bishop,25d69e1b4afc3b750408846532e9b934,no
Amphichaetodon melbae,Amphichaetodon_melbae_Bishop_-1115161976.jpg,BishopMuseum,images_bishop,fc7eac41111a0bfd79abee7f94ca1406,no
Chaetodon adiergastos,Chaetodon_adiergastos_Bishop_1979529705.jpg,BishopMuseum,images_bishop,fe32cd6215a4d6476eae1cf6e80456c6,no
Chaetodon andamanensis,Chaetodon_andamanensis_Bishop_-322272266.jpg,BishopMuseum,images_bishop,aadfe5829c1544a7a1d5afb6822c04af,no
Chaetodon argentatus,Chaetodon_argentatus_Bishop_1074668308.jpg,BishopMuseum,images_bishop,f4a3e9e70be023c4190d8bda6751a3df,no
Chaetodon argentatus,Chaetodon_argentatus_Bishop_1101542975.jpg,BishopMuseum,images_bishop,3b6387ff5295b4196eb45ad30d0eb694,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_Bishop_1459626629.jpg,BishopMuseum,images_bishop,f8af3b27f153a128c0741772060ecb09,no
Chaetodon auriga,Chaetodon_auriga_Bishop_-2122348146.jpg,BishopMuseum,images_bishop,0dd74e537066cdba42529dc75a57c752,no
Chaetodon auriga,Chaetodon_auriga_Bishop_1449897185.jpg,BishopMuseum,images_bishop,125d5a8b31c4cea15ae0ae436f6a6a04,no
Chaetodon auriga,Chaetodon_auriga_Bishop_1547714619.jpg,BishopMuseum,images_bishop,dae95f8d055624c0761c5f9130df3947,no
Chaetodon auriga,Chaetodon_auriga_Bishop_1988149751.jpg,BishopMuseum,images_bishop,db46eff9dcbc1aaba8ba3b6b9d54a93c,no
Chaetodon auriga,Chaetodon_auriga_Bishop_415255648.jpg,BishopMuseum,images_bishop,ac057b7e0ce47a8d1bf559e6b667b545,no
Chaetodon auriga,Chaetodon_auriga_Bishop_843681634.jpg,BishopMuseum,images_bishop,6fb4a38d7e27d7578ca08f72869a0478,no
Chaetodon auripes,Chaetodon_auripes_Bishop_-346327811.jpg,BishopMuseum,images_bishop,f1d59965bc767319ae9cbbb393afc697,no
Chaetodon auripes,Chaetodon_auripes_Bishop_1839596140.jpg,BishopMuseum,images_bishop,476f5c90f75853e376ec964fd06740e6,no
Chaetodon austriacus,Chaetodon_austriacus_Bishop_-1737564550.jpg,BishopMuseum,images_bishop,4891b824aceb45dbde41ae54b51136e1,no
Chaetodon baronessa,Chaetodon_baronessa_Bishop_-2122794458.jpg,BishopMuseum,images_bishop,3b762b4c5104b4bf39f82d623a327a05,no
Chaetodon baronessa,Chaetodon_baronessa_Bishop_1152880952.jpg,BishopMuseum,images_bishop,de80401bebbee28c371f44981af23be6,no
Chaetodon baronessa,Chaetodon_baronessa_Bishop_601798515.jpg,BishopMuseum,images_bishop,4cc955d53da8b48aa6bc59bbefb816f9,no
Chaetodon baronessa,Chaetodon_baronessa_Bishop_918345433.jpg,BishopMuseum,images_bishop,82132f26c5d3b27942757983b84a7efa,no
Chaetodon bennetti,Chaetodon_bennetti_Bishop_-2064196433.jpg,BishopMuseum,images_bishop,ed431aa90390472b893501a4924eef39,no
Chaetodon bennetti,Chaetodon_bennetti_Bishop_711591108.jpg,BishopMuseum,images_bishop,f8050d3014fa1c847a1647b09f6acb7b,no
Chaetodon blackburnii,Chaetodon_blackburnii_Bishop_-410407509.jpg,BishopMuseum,images_bishop,35ad1e75b98ca6e2287a3a4fdfe34922,no
Chaetodon blackburnii,Chaetodon_blackburnii_Bishop_1288243346.jpg,BishopMuseum,images_bishop,e35a82f9d88bae4f63478371e642b8d5,no
Chaetodon blackburnii,Chaetodon_blackburnii_Bishop_300609141.jpg,BishopMuseum,images_bishop,d728541cfe5e45cadb8a473b4253526e,no
Chaetodon citrinellus,Chaetodon_citrinellus_Bishop_-1191499504.jpg,BishopMuseum,images_bishop,320ed838eae739d2655b23c9129c8810,no
Chaetodon citrinellus,Chaetodon_citrinellus_Bishop_-1736280642.jpg,BishopMuseum,images_bishop,a3f2c7448fe2f62d1df2cb0bc9c3adff,no
Chaetodon citrinellus,Chaetodon_citrinellus_Bishop_-1937929700.jpg,BishopMuseum,images_bishop,940f621eed6c2b0f0e71c919ac0c2bd6,no
Chaetodon citrinellus,Chaetodon_citrinellus_Bishop_1043818087.jpg,BishopMuseum,images_bishop,0f38be700e0a4332253bcd78178d6fe8,no
Chaetodon citrinellus,Chaetodon_citrinellus_Bishop_520787921.jpg,BishopMuseum,images_bishop,09b65c9ff17eaeec92b7b7768fef49e4,no
Chaetodon collare,Chaetodon_collare_Bishop_1403678122.jpg,BishopMuseum,images_bishop,64b9d022923923fe553b6f7ab9f8322e,no
Chaetodon collare,Chaetodon_collare_Bishop_1999007469.jpg,BishopMuseum,images_bishop,031a493ef9f6aa40c8eca4128a8b7ccf,no
Chaetodon daedalma,Chaetodon_daedalma_Bishop_1811677923.jpg,BishopMuseum,images_bishop,f02b2c14e349298e3840581877731f37,no
Chaetodon declivis,Chaetodon_declivis_Bishop_-274435096.jpg,BishopMuseum,images_bishop,1c7f0d71f2c74fb18562d14f69effd86,no
Chaetodon declivis,Chaetodon_declivis_Bishop_-405463978.jpg,BishopMuseum,images_bishop,d02bdb1344dd6bac45ed1a10a49ce852,no
Chaetodon declivis,Chaetodon_declivis_Bishop_1376440265.jpg,BishopMuseum,images_bishop,e40383553100ea1155cc4b8fb1ad6ca2,no
Chaetodon decussatus,Chaetodon_decussatus_Bishop_527122207.jpg,BishopMuseum,images_bishop,9b6300b594b3a0281843e0aac9f3ef80,no
Chaetodon dialeucos,Chaetodon_dialeucos_Bishop_1297085044.jpg,BishopMuseum,images_bishop,afe95fb6b4b142445635955f1410cf80,no
Chaetodon dolosus,Chaetodon_dolosus_Bishop_-1008609691.jpg,BishopMuseum,images_bishop,99d6d9351c31e3bac0abbe41b6796f3e,no
Chaetodon ephippium,Chaetodon_ephippium_Bishop_-1179871461.jpg,BishopMuseum,images_bishop,c9f37ff803f1626591206caed288eb97,no
Chaetodon ephippium,Chaetodon_ephippium_Bishop_-1248760382.jpg,BishopMuseum,images_bishop,3e5e998df20c60bf3160c9650e21e421,no
Chaetodon excelsa,Chaetodon_excelsa_Bishop_853070272.jpg,BishopMuseum,images_bishop,1b1236d77f6d7e03fe217ae60ba2d97e,no
Chaetodon falcula,Chaetodon_falcula_Bishop_1821335233.jpg,BishopMuseum,images_bishop,19221c12175a1e354def08d20c668463,no
Chaetodon fasciatus,Chaetodon_fasciatus_Bishop_-1886056978.jpg,BishopMuseum,images_bishop,cbb126db2495377b27b59d75dead50b1,no
Chaetodon fasciatus,Chaetodon_fasciatus_Bishop_2100774615.jpg,BishopMuseum,images_bishop,6032fe19dd82ccd0bae9df16f662379e,no
Chaetodon flavirostris,Chaetodon_flavirostris_Bishop_1864146380.jpg,BishopMuseum,images_bishop,73365d8e46a4f7aebd87145d463d541f,no
Chaetodon flavocoronatus,Chaetodon_flavocoronatus_Bishop_-1261632291.jpg,BishopMuseum,images_bishop,cf1f0b49d53edec38e023adc7fa32c7d,no
Chaetodon flavocoronatus,Chaetodon_flavocoronatus_Bishop_-1599575846.jpg,BishopMuseum,images_bishop,3b1fdaec1d031ddf4310f60749649359,no
Chaetodon fremblii,Chaetodon_fremblii_Bishop_5130835.jpg,BishopMuseum,images_bishop,463b2c81c626d92da52c72668a63b36f,no
Chaetodon gardineri,Chaetodon_gardineri_Bishop_-1706450280.jpg,BishopMuseum,images_bishop,fba377f68e7391bb0460d4380c3e3c08,no
Chaetodon guentheri,Chaetodon_guentheri_Bishop_-184146759.jpg,BishopMuseum,images_bishop,72afc8e920f6a6c1b7616432cc3514ee,no
Chaetodon guttatissimus,Chaetodon_guttatissimus_Bishop_-1623433841.jpg,BishopMuseum,images_bishop,39d71314f32678b27564f14fe5a1dbff,no
Chaetodon guttatissimus,Chaetodon_guttatissimus_Bishop_-397235578.jpg,BishopMuseum,images_bishop,d51341cccaae7cb233d6c715b4c52fee,no
Chaetodon kleinii,Chaetodon_kleinii_Bishop_-1577854379.jpg,BishopMuseum,images_bishop,286365d95a1efc97e9c93443d195ad1c,no
Chaetodon kleinii,Chaetodon_kleinii_Bishop_308997156.jpg,BishopMuseum,images_bishop,49f50e6dbceb4ec33ca0493286ec9d36,no
Chaetodon kleinii,Chaetodon_kleinii_Bishop_977649394.jpg,BishopMuseum,images_bishop,e24b474c21944d8d660f6b110eb03d24,no
Chaetodon larvatus,Chaetodon_larvatus_Bishop_1783626891.jpg,BishopMuseum,images_bishop,303eb974c6441d8cdc77ebdbe46b69fe,no
Chaetodon leucopleura,Chaetodon_leucopleura_Bishop_951338608.jpg,BishopMuseum,images_bishop,765f48ead24c44640d6ab338b9bae6a6,no
Chaetodon lineolatus,Chaetodon_lineolatus_Bishop_-879271097.jpg,BishopMuseum,images_bishop,fe594ff40c149fe93ccb573dab9bcdf2,no
Chaetodon lineolatus,Chaetodon_lineolatus_Bishop_1526268337.jpg,BishopMuseum,images_bishop,d0e108fd3bf5c54e1fa07fcfdc6478e3,no
