species,filename,source,image_url,locality,in_tree,download_success
Chelmon rostratus,Chelmon_rostratus_Bishop_-1630595999.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-1630595999.jpg,Australia; Great Barrier Reef; One Tree Island,yes,yes
Chelmonops truncatus,Chelmonops_truncatus_Bishop_-473926281.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-473926281.jpg,Australia; New South Wales; Port Hacking,no,yes
Coradion altivelis,Coradion_altivelis_Bishop_1025347564.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1025347564.jpg,Solomon Islands; Florida Island,yes,yes
Coradion altivelis,Coradion_altivelis_Bishop_-1400875907.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-1400875907.jpg,Taiwan; Yeh-Liu,yes,yes
Coradion chrysozonus,Coradion_chrysozonus_Bishop_1721541363.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1721541363.jpg,Palau,yes,yes
Coradion chrysozonus,Coradion_chrysozonus_Bishop_28243640.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/28243640.jpg,Palau; Palau,yes,yes
Coradion chrysozonus,Coradion_chrysozonus_Bishop_-1821725095.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-1821725095.jpg,Indonesia; Celebes; Ujung Pandang,yes,yes
Coradion chrysozonus,Coradion_chrysozonus_Bishop_213329914.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/213329914.jpg,Australia; Western Australia; Kendrew Island,yes,yes
Coradion melanopus,Coradion_melanopus_Bishop_-1537131019.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-1537131019.jpg,Philippines; Cebu,yes,yes
Coradion melanopus,Coradion_melanopus_Bishop_1537514406.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1537514406.jpg,Indonesia; Ambon; Latuhalat,yes,yes
Coradion melanopus,Coradion_melanopus_Bishop_726040623.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/726040623.jpg,Indonesia; Celebes; Manado,yes,yes
Coradion melanopus,Coradion_melanopus_Bishop_1397670468.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1397670468.jpg,Philippines; Cebu,yes,yes
Forcipiger flavissimus,Forcipiger_flavissimus_Bishop_-1224605166.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-1224605166.jpg,Tahiti; Teavaraa Pass,yes,yes
Forcipiger flavissimus,Forcipiger_flavissimus_Bishop_-1548318421.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-1548318421.jpg,Easter Island,yes,yes
Forcipiger longirostris,Forcipiger_longirostris_Bishop_2122975038.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/2122975038.jpg,Guam,yes,yes
Forcipiger longirostris,Forcipiger_longirostris_Bishop_545316689.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/545316689.jpg,Marshall Islands; Enewetak,yes,yes
Forcipiger longirostris,Forcipiger_longirostris_Bishop_2048048784.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/2048048784.jpg,Hawaii (USA); Kona,yes,yes
Hemitaurichthys multispinosus,Hemitaurichthys_multispinosus_Bishop_1514469863.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1514469863.jpg,Pitcairn,no,yes
Hemitaurichthys polylepis,Hemitaurichthys_polylepis_Bishop_224753564.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/224753564.jpg,Guam,yes,yes
Hemitaurichthys zoster,Hemitaurichthys_zoster_Bishop_1598828141.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1598828141.jpg,Mauritius,yes,yes
Heniochus acuminatus,Heniochus_acuminatus_Bishop_1965411939.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1965411939.jpg,Marshall Islands; Enewetak,yes,yes
Heniochus acuminatus,Heniochus_acuminatus_Bishop_2027043176.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/2027043176.jpg,Bahrain; Bahrain,yes,yes
Heniochus acuminatus,Heniochus_acuminatus_Bishop_1817843498.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1817843498.jpg,Bahrain; Bahrain,yes,yes
Heniochus chrysostomus,Heniochus_chrysostomus_Bishop_1854375753.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1854375753.jpg,Marshall Islands; Enewetak,yes,yes
Heniochus diphreutes,Heniochus_diphreutes_Bishop_1453219286.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1453219286.jpg,Hawaii (USA); Oahu,yes,yes
Heniochus intermedius,Heniochus_intermedius_Bishop_-20578450.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-20578450.jpg,Israel; Gulf of Aqaba; Eilat,yes,yes
Heniochus monoceros,Heniochus_monoceros_Bishop_1235534495.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1235534495.jpg,New Caledonia; New Caledonia,yes,yes
Heniochus monoceros,Heniochus_monoceros_Bishop_1205143013.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1205143013.jpg,Réunion,yes,yes
Heniochus monoceros,Heniochus_monoceros_Bishop_-980348940.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-980348940.jpg,"Micronesia,Fed.States of; Truk",yes,yes
Heniochus pleurotaenia,Heniochus_pleurotaenia_Bishop_-1006778558.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-1006778558.jpg,Maldives; Villingili,yes,yes
Heniochus singularius,Heniochus_singularius_Bishop_1959970624.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/1959970624.jpg,Sri Lanka; Negombo,yes,yes
Heniochus singularius,Heniochus_singularius_Bishop_2065781403.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/2065781403.jpg,Papua New Guinea; New Guinea Island; Madang,yes,yes
Heniochus varius,Heniochus_varius_Bishop_2014348865.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/2014348865.jpg,Palau,yes,yes
Parachaetodon ocellatus,Parachaetodon_ocellatus_Bishop_-506807721.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-506807721.jpg,Indonesia; Celebes; Ujung Pandang,yes,yes
Parachaetodon ocellatus,Parachaetodon_ocellatus_Bishop_-154342580.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-154342580.jpg,Australia; Northern Territory; Bathurst Island,yes,yes
Parachaetodon ocellatus,Parachaetodon_ocellatus_Bishop_-731143075.jpg,BishopMuseum,https://pbs.bishopmuseum.org/images/JER/large/-731143075.jpg,Australia; Northern Territory; Darwin,yes,yes
