bishop_file,species,fishwise_duplicates,n_fishwise_duplicates
Chaetodon_blackburnii_Bishop_1288243346.jpg,Chaetodon blackburnii,009005F000024W000002,1
Chaetodon_blackburnii_Bishop_300609141.jpg,Chaetodon blackburnii,009005F000024W000003,1
Chaetodon_citrinellus_Bishop_-1191499504.jpg,Chaetodon citrinellus,015270F000024W000002,1
Chaetodon_citrinellus_Bishop_-1736280642.jpg,Chaetodon citrinellus,015270F000024W000004,1
Chaetodon_citrinellus_Bishop_-1937929700.jpg,Chaetodon citrinellus,015270F000024W000003,1
Chaetodon_citrinellus_Bishop_1043818087.jpg,Chaetodon citrinellus,015270F000024W000005,1
Chaetodon_citrinellus_Bishop_520787921.jpg,Chaetodon citrinellus,015270F000024W000006,1
Chaetodon_collare_Bishop_1403678122.jpg,Chaetodon collare,015726F000024W000006,1
Chaetodon_collare_Bishop_1999007469.jpg,Chaetodon collare,015726F000024W000003,1
Chaetodon_daedalma_Bishop_1811677923.jpg,Chaetodon daedalma,018082F000024W000002,1
Chaetodon_declivis_Bishop_-274435096.jpg,Chaetodon declivis,018544F000024W000001,1
Chaetodon_declivis_Bishop_-405463978.jpg,Chaetodon declivis,018544F000024W000003,1
Chaetodon_declivis_Bishop_1376440265.jpg,Chaetodon declivis,018544F000024W000002,1
Chaetodon_decussatus_Bishop_527122207.jpg,Chaetodon decussatus,"018588F000024W000001, 018588F000024W000003",2
Chaetodon_dialeucos_Bishop_1297085044.jpg,Chaetodon dialeucos,019176F000024W000001,1
Chaetodon_dolosus_Bishop_-1008609691.jpg,Chaetodon dolosus,019748F000024W000002,1
Chaetodon_ephippium_Bishop_-1179871461.jpg,Chaetodon ephippium,021561F000024W000003,1
Chaetodon_ephippium_Bishop_-1248760382.jpg,Chaetodon ephippium,021561F000024W000004,1
Chaetodon_fasciatus_Bishop_-1886056978.jpg,Chaetodon fasciatus,090685F000024W000003,1
Chaetodon_fasciatus_Bishop_2100774615.jpg,Chaetodon fasciatus,090685F000024W000004,1
Chaetodon_flavirostris_Bishop_1864146380.jpg,Chaetodon flavirostris,023881F000024W000002,1
Chaetodon_flavocoronatus_Bishop_-1261632291.jpg,Chaetodon flavocoronatus,023913F000024W000002,1
Chaetodon_fremblii_Bishop_5130835.jpg,Chaetodon fremblii,024634F000024W000002,1
Chaetodon_gardineri_Bishop_-1706450280.jpg,Chaetodon gardineri,025566F000024W000002,1
Chaetodon_guentheri_Bishop_-184146759.jpg,Chaetodon guentheri,027857F000024W000001,1
Chaetodon_guttatissimus_Bishop_-397235578.jpg,Chaetodon guttatissimus,028217F000024W000002,1
Chaetodon_kleinii_Bishop_-1577854379.jpg,Chaetodon kleinii,034237F000024W000005,1
Chaetodon_kleinii_Bishop_977649394.jpg,Chaetodon kleinii,034237F000024W000004,1
Chaetodon_larvatus_Bishop_1783626891.jpg,Chaetodon larvatus,035586F000024W000002,1
Chaetodon_leucopleura_Bishop_951338608.jpg,Chaetodon leucopleura,036818F000024W000001,1
Chaetodon_lineolatus_Bishop_-879271097.jpg,Chaetodon lineolatus,037464F000024W000005,1
Chaetodon_lineolatus_Bishop_1821004318.jpg,Chaetodon lineolatus,037464F000024W000006,1
Chaetodon_litus_Bishop_1983788749.jpg,Chaetodon litus,037764F000024W000002,1
Chaetodon_litus_Bishop_2072919420.jpg,Chaetodon litus,037764F000024W000001,1
Chaetodon_lunula_Bishop_-530805309.jpg,Chaetodon lunula,107206F000024W000005,1
Chaetodon_lunula_Bishop_1720571305.jpg,Chaetodon lunula,107206F000024W000001,1
Chaetodon_lunula_Bishop_543936522.jpg,Chaetodon lunula,107206F000024W000006,1
Chaetodon_lunulatus_Bishop_1113667583.jpg,Chaetodon lunulatus,089264F000024W000002,1
Chaetodon_lunulatus_Bishop_1378116790.jpg,Chaetodon lunulatus,089264F000024W000001,1
Chaetodon_marleyi_Bishop_384825925.jpg,Chaetodon marleyi,042046F000024W000002,1
Chaetodon_melannotus_Bishop_-1126507013.jpg,Chaetodon melannotus,043154F000024W000008,1
Chaetodon_melannotus_Bishop_-1689715678.jpg,Chaetodon melannotus,043154F000024W000009,1
Chaetodon_melannotus_Bishop_403079329.jpg,Chaetodon melannotus,043154F000024W000007,1
Chaetodon_melapterus_Bishop_-738901426.jpg,Chaetodon melapterus,043599F000024W000004,1
Chaetodon_melapterus_Bishop_690928567.jpg,Chaetodon melapterus,043599F000024W000005,1
Chaetodon_mertensii_Bishop_1869466931.jpg,Chaetodon mertensii,043949F000024W000003,1
Chaetodon_mertensii_Bishop_2125964090.jpg,Chaetodon mertensii,043949F000024W000004,1
Chaetodon_mertensii_Bishop_992543933.jpg,Chaetodon mertensii,043949F000024W000002,1
Chaetodon_mesoleucos_Bishop_-899095560.jpg,Chaetodon mesoleucos,043992F000024W000001,1
Chaetodon_miliaris_Bishop_1720766063.jpg,Chaetodon miliaris,044973F000024W000004,1
Chaetodon_miliaris_Bishop_725437158.jpg,Chaetodon miliaris,044973F000024W000003,1
Chaetodon_mitratus_Bishop_-777256060.jpg,Chaetodon mitratus,045446F000024W000002,1
Chaetodon_modestus_Bishop_316109402.jpg,Chaetodon modestus,125671F000024W000004,1
Chaetodon_multicinctus_Bishop_-1145166510.jpg,Chaetodon multicinctus,046454F000024W000001,1
Chaetodon_multicinctus_Bishop_-1285212619.jpg,Chaetodon multicinctus,046454F000024W000002,1
Chaetodon_nigropunctatus_Bishop_1435538384.jpg,Chaetodon nigropunctatus,048831F000024W000005,1
Chaetodon_nigropunctatus_Bishop_276052843.jpg,Chaetodon nigropunctatus,048831F000024W000003,1
Chaetodon_nippon_Bishop_-751379567.jpg,Chaetodon nippon,048989F000024W000002,1
Chaetodon_octofasciatus_Bishop_1838436391.jpg,Chaetodon octofasciatus,050607F000024W000004,1
Chaetodon_ornatissimus_Bishop_164962524.jpg,Chaetodon ornatissimus,051623F000024W000003,1
Chaetodon_ornatissimus_Bishop_553414317.jpg,Chaetodon ornatissimus,051623F000024W000006,1
Chaetodon_paucifasciatus_Bishop_-1576082838.jpg,Chaetodon paucifasciatus,053582F000024W000002,1
Chaetodon_pelewensis_Bishop_-460781405.jpg,Chaetodon pelewensis,054006F000024W000001,1
Chaetodon_plebeius_Bishop_-113106721.jpg,Chaetodon plebeius,055849F000024W000004,1
Chaetodon_plebeius_Bishop_-243381367.jpg,Chaetodon plebeius,055849F000024W000003,1
Chaetodon_punctatofasciatus_Bishop_1458053428.jpg,Chaetodon punctatofasciatus,057807F000024W000003,1
Chaetodon_rafflesii_Bishop_-779601278.jpg,Chaetodon rafflesii,058805F000024W000003,1
Chaetodon_rafflesii_Bishop_497192485.jpg,Chaetodon rafflesii,058805F000024W000005,1
Chaetodon_rainfordi_Bishop_-805104421.jpg,Chaetodon rainfordi,058830F000024W000002,1
Chaetodon_reticulatus_Bishop_-2063111040.jpg,Chaetodon reticulatus,059555F000024W000002,1
Chaetodon_selene_Bishop_-1379331455.jpg,Chaetodon selene,063438F000024W000001,1
Chaetodon_semeion_Bishop_-1205919593.jpg,Chaetodon semeion,063473F000024W000002,1
Chaetodon_semeion_Bishop_238560942.jpg,Chaetodon semeion,063473F000024W000003,1
Chaetodon_semilarvatus_Bishop_-947886964.jpg,Chaetodon semilarvatus,063576F000024W000001,1
Chaetodon_smithi_Bishop_-1166721005.jpg,Chaetodon smithi,065128F000024W000002,1
Chaetodon_smithi_Bishop_-608924262.jpg,Chaetodon smithi,065128F000024W000003,1
Chaetodon_smithi_Bishop_-756583267.jpg,Chaetodon smithi,065128F000024W000004,1
Chaetodon_speculum_Bishop_65885528.jpg,Chaetodon speculum,065598F000024W000001,1
Chaetodon_tinkeri_Bishop_-1989865351.jpg,Chaetodon tinkeri,069790F000024W000004,1
Chaetodon_tinkeri_Bishop_-408146097.jpg,Chaetodon tinkeri,069790F000024W000003,1
Chaetodon_trichrous_Bishop_-192591132.jpg,Chaetodon trichrous,070371F000024W000001,1
Chaetodon_tricinctus_Bishop_28770837.jpg,Chaetodon tricinctus,070375F000024W000002,1
Chaetodon_trifascialis_Bishop_-1790297166.jpg,Chaetodon trifascialis,070463F000024W000006,1
Chaetodon_trifascialis_Bishop_-500274613.jpg,Chaetodon trifascialis,070463F000024W000003,1
Chaetodon_trifasciatus_Bishop_-781709008.jpg,Chaetodon trifasciatus,070483F000024W000004,1
Chaetodon_ulietensis_Bishop_-1430510223.jpg,Chaetodon ulietensis,071442F000024W000002,1
Chaetodon_ulietensis_Bishop_-201975074.jpg,Chaetodon ulietensis,071442F000024W000004,1
Chaetodon_unimaculatus_Bishop_-538563321.jpg,Chaetodon unimaculatus,032065F000024W000005,1
Chaetodon_vagabundus_Bishop_397124810.jpg,Chaetodon vagabundus,072115F000024W000008,1
Chaetodon_wiebeli_Bishop_532247427.jpg,Chaetodon wiebeli,074591F000024W000002,1
Chaetodon_xanthocephalus_Bishop_-1021247480.jpg,Chaetodon xanthocephalus,074889F000024W000002,1
Chaetodon_xanthurus_Bishop_-858508951.jpg,Chaetodon xanthurus,075007F000024W000002,1
Chelmon_marginalis_Bishop_-1899628097.jpg,Chelmon marginalis,041756F000024W000002,1
Chelmon_marginalis_Bishop_-336691052.jpg,Chelmon marginalis,041756F000024W000003,1
Chelmon_marginalis_Bishop_24220165.jpg,Chelmon marginalis,041756F000024W000001,1
Chelmon_rostratus_Bishop_-1060273696.jpg,Chelmon rostratus,060866F000024W000003,1
Chelmon_rostratus_Bishop_-1630595999.jpg,Chelmon rostratus,060866F000024W000005,1
Chelmonops_truncatus_Bishop_-473926281.jpg,Chelmonops truncatus,070901F000024W000001,1
Coradion_altivelis_Bishop_-1400875907.jpg,Coradion altivelis,002365F000024W000001,1
Coradion_altivelis_Bishop_1025347564.jpg,Coradion altivelis,002365F000024W000002,1
Coradion_chrysozonus_Bishop_-1821725095.jpg,Coradion chrysozonus,014871F000024W000006,1
Coradion_chrysozonus_Bishop_1721541363.jpg,Coradion chrysozonus,014871F000024W000003,1
Coradion_chrysozonus_Bishop_213329914.jpg,Coradion chrysozonus,014871F000024W000005,1
Coradion_chrysozonus_Bishop_28243640.jpg,Coradion chrysozonus,014871F000024W000007,1
Coradion_melanopus_Bishop_-1537131019.jpg,Coradion melanopus,043349F000024W000001,1
Coradion_melanopus_Bishop_1397670468.jpg,Coradion melanopus,043349F000024W000002,1
Coradion_melanopus_Bishop_1537514406.jpg,Coradion melanopus,043349F000024W000004,1
Coradion_melanopus_Bishop_726040623.jpg,Coradion melanopus,043349F000024W000003,1
Forcipiger_flavissimus_Bishop_-1548318421.jpg,Forcipiger flavissimus,023887F000024W000004,1
Forcipiger_longirostris_Bishop_2048048784.jpg,Forcipiger longirostris,038381F000024W000001,1
Forcipiger_longirostris_Bishop_2122975038.jpg,Forcipiger longirostris,038381F000024W000002,1
Forcipiger_longirostris_Bishop_545316689.jpg,Forcipiger longirostris,038381F000024W000004,1
Hemitaurichthys_multispinosus_Bishop_1514469863.jpg,Hemitaurichthys multispinosus,046710F000024W000001,1
Hemitaurichthys_polylepis_Bishop_224753564.jpg,Hemitaurichthys polylepis,056345F000024W000003,1
Hemitaurichthys_zoster_Bishop_1598828141.jpg,Hemitaurichthys zoster,075707F000024W000002,1
Heniochus_acuminatus_Bishop_1817843498.jpg,Heniochus acuminatus,000442F000024W000006,1
Heniochus_acuminatus_Bishop_1965411939.jpg,Heniochus acuminatus,000442F000024W000002,1
Heniochus_acuminatus_Bishop_2027043176.jpg,Heniochus acuminatus,000442F000024W000005,1
Heniochus_chrysostomus_Bishop_1854375753.jpg,Heniochus chrysostomus,014849F000024W000001,1
Heniochus_diphreutes_Bishop_1453219286.jpg,Heniochus diphreutes,019404F000024W000004,1
Heniochus_intermedius_Bishop_-20578450.jpg,Heniochus intermedius,031956F000024W000005,1
Heniochus_monoceros_Bishop_-980348940.jpg,Heniochus monoceros,045840F000024W000006,1
Heniochus_monoceros_Bishop_1205143013.jpg,Heniochus monoceros,045840F000024W000004,1
Heniochus_monoceros_Bishop_1235534495.jpg,Heniochus monoceros,045840F000024W000007,1
Heniochus_pleurotaenia_Bishop_-1006778558.jpg,Heniochus pleurotaenia,055941F000024W000001,1
Heniochus_singularius_Bishop_1959970624.jpg,Heniochus singularius,064983F000024W000002,1
Heniochus_singularius_Bishop_2065781403.jpg,Heniochus singularius,064983F000024W000004,1
Parachaetodon_ocellatus_Bishop_-154342580.jpg,Parachaetodon ocellatus,050474F000024W000004,1
Parachaetodon_ocellatus_Bishop_-506807721.jpg,Parachaetodon ocellatus,050474F000024W000003,1
Parachaetodon_ocellatus_Bishop_-731143075.jpg,Parachaetodon ocellatus,050474F000024W000001,1
