species,filename,source,directory,md5_hash,is_duplicate
Chaetodon argentatus,Chaetodon_argentatus_iNaturalist_263052559.jpg,iNaturalist,images_inaturalist,d533cda6c798e08571417e69d705f538,no
Chaetodon argentatus,Chaetodon_argentatus_iNaturalist_263052573.jpg,iNaturalist,images_inaturalist,af023d38198166b8ed23023da80f587f,no
Chaetodon argentatus,Chaetodon_argentatus_iNaturalist_302749246.jpg,iNaturalist,images_inaturalist,0b62593d55f529bf1a121cebc544daf0,no
Chaetodon argentatus,Chaetodon_argentatus_iNaturalist_304051728.jpg,iNaturalist,images_inaturalist,0d09d9cd27d4c3e00440c477f24f81ec,no
Chaetodon argentatus,Chaetodon_argentatus_iNaturalist_331807669.jpg,iNaturalist,images_inaturalist,1c747e13fbf3ef95a6e115b54e48cb44,no
Chaetodon argentatus,Chaetodon_argentatus_iNaturalist_576759039.jpg,iNaturalist,images_inaturalist,0cf5409f702196b2382697d63f4dc9b3,no
Chaetodon argentatus,Chaetodon_argentatus_iNaturalist_59002230.jpg,iNaturalist,images_inaturalist,b22a6d6e323fe3701192ef0e713e95cf,no
Chaetodon argentatus,Chaetodon_argentatus_iNaturalist_605150779.jpg,iNaturalist,images_inaturalist,a3655323c68651157263a78fc7b70241,no
Chaetodon argentatus,Chaetodon_argentatus_iNaturalist_83513611.jpg,iNaturalist,images_inaturalist,ca6fa6faa22c1cbdafe648e51e54c0e8,no
Chaetodon argentatus,Chaetodon_argentatus_iNaturalist_83513716.jpg,iNaturalist,images_inaturalist,c2dfed5e34c3f8c72d39bec5be331a0b,no
Chaetodon assarius,Chaetodon_assarius_iNaturalist_151182609.jpg,iNaturalist,images_inaturalist,971547ebe2ddd5c3df55a2b756b66172,no
Chaetodon assarius,Chaetodon_assarius_iNaturalist_176862632.jpg,iNaturalist,images_inaturalist,f4c49db97d12ad45a522573adb4a7bb7,no
Chaetodon assarius,Chaetodon_assarius_iNaturalist_258921023.jpg,iNaturalist,images_inaturalist,77e59f39bcbde4aa10b1c7e115c2fdda,no
Chaetodon assarius,Chaetodon_assarius_iNaturalist_291017904.jpg,iNaturalist,images_inaturalist,fcf1f091cccfe51390adee630df7bd07,no
Chaetodon assarius,Chaetodon_assarius_iNaturalist_299428954.jpg,iNaturalist,images_inaturalist,e677dcefe412a159165777af672b16d2,no
Chaetodon assarius,Chaetodon_assarius_iNaturalist_310339741.jpg,iNaturalist,images_inaturalist,b579c4a455d826e66eadff13a0dfbb7e,no
Chaetodon assarius,Chaetodon_assarius_iNaturalist_477274770.jpg,iNaturalist,images_inaturalist,a6c130f46effada314e3fb2ffed45d13,no
Chaetodon assarius,Chaetodon_assarius_iNaturalist_484163082.jpg,iNaturalist,images_inaturalist,7cdebe48525bca474c90d53fd80f0fea,no
Chaetodon assarius,Chaetodon_assarius_iNaturalist_599485831.jpg,iNaturalist,images_inaturalist,e09e836577cd2cab40bab81f840e3bc0,no
Chaetodon assarius,Chaetodon_assarius_iNaturalist_6085742.jpg,iNaturalist,images_inaturalist,73abd780b249989bfb531322186af03a,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_iNaturalist_175593141.jpg,iNaturalist,images_inaturalist,94c2eb47e53cefb8bacc48c4bf019feb,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_iNaturalist_204606708.jpg,iNaturalist,images_inaturalist,a5dd872458edb926a6be026e77cfae15,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_iNaturalist_22549155.jpg,iNaturalist,images_inaturalist,788d00ff7d9d54c5f387ea8f6454e020,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_iNaturalist_341061346.jpg,iNaturalist,images_inaturalist,dfe1d71f0f2ccb320070c49816dae666,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_iNaturalist_481634544.jpg,iNaturalist,images_inaturalist,e759a2864cc36576cf4e51948291a08b,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_iNaturalist_524851900.jpg,iNaturalist,images_inaturalist,5f9b3edfd488ee55784ab8d473992a5c,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_iNaturalist_592190693.jpg,iNaturalist,images_inaturalist,d7a3b6c2d61a28a26bd70200bc71dafd,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_iNaturalist_592372199.jpg,iNaturalist,images_inaturalist,651fa76e70d76b94a76f1da5d84b239c,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_iNaturalist_595413339.jpg,iNaturalist,images_inaturalist,e182898746a6094e9945aea21148a64b,no
Chaetodon aureofasciatus,Chaetodon_aureofasciatus_iNaturalist_598689315.jpg,iNaturalist,images_inaturalist,da6412e074818cab02fff0f3b2cd12c8,no
Chaetodon auriga,Chaetodon_auriga_iNaturalist_15056180.jpg,iNaturalist,images_inaturalist,26b4b3e3c0ca4eefaf76881476d84f36,no
Chaetodon auriga,Chaetodon_auriga_iNaturalist_15056242.jpg,iNaturalist,images_inaturalist,a513ca05c345ee0555f1aebc092d1456,no
Chaetodon auriga,Chaetodon_auriga_iNaturalist_15056243.jpg,iNaturalist,images_inaturalist,d8de49d0acbfb19bfa567bc9268938d9,no
Chaetodon auriga,Chaetodon_auriga_iNaturalist_220938852.jpg,iNaturalist,images_inaturalist,6903162d6d7268cb672edfc648081e9f,no
Chaetodon auriga,Chaetodon_auriga_iNaturalist_317521711.jpg,iNaturalist,images_inaturalist,259d7b5399ad5e0a3bbcc3a9a83ce58a,no
Chaetodon auriga,Chaetodon_auriga_iNaturalist_389831783.jpg,iNaturalist,images_inaturalist,494b43d2a0e9545cd2badf5d4e6d44a9,no
Chaetodon auriga,Chaetodon_auriga_iNaturalist_549267892.jpg,iNaturalist,images_inaturalist,b9e0b038bbacce6712bac12da34070d8,no
Chaetodon auriga,Chaetodon_auriga_iNaturalist_559191666.jpg,iNaturalist,images_inaturalist,62e31357527a302edf2542ed281bff84,no
Chaetodon auriga,Chaetodon_auriga_iNaturalist_6973141.jpg,iNaturalist,images_inaturalist,98f530608d1b5d80bd1c3bd76ebbb417,no
Chaetodon auriga,Chaetodon_auriga_iNaturalist_69919845.jpg,iNaturalist,images_inaturalist,1554cf57a74e5511a4c4254b1c9b0c7a,no
Chaetodon auripes,Chaetodon_auripes_iNaturalist_176256724.jpg,iNaturalist,images_inaturalist,152e4b98c7e19f1162cee25f0c2c6f07,no
Chaetodon auripes,Chaetodon_auripes_iNaturalist_300367621.jpg,iNaturalist,images_inaturalist,e2df67e501eb1549395246066d52c27f,no
Chaetodon auripes,Chaetodon_auripes_iNaturalist_398828755.jpg,iNaturalist,images_inaturalist,ecf423b670748f89ce82b2579e3f7614,no
Chaetodon auripes,Chaetodon_auripes_iNaturalist_423034637.jpg,iNaturalist,images_inaturalist,5d3d2cf2add49f6390c6cb0409f4714c,no
Chaetodon auripes,Chaetodon_auripes_iNaturalist_473893703.jpg,iNaturalist,images_inaturalist,7dc22e6b08532aeb8f9564509aad1fbc,no
Chaetodon auripes,Chaetodon_auripes_iNaturalist_474933774.jpg,iNaturalist,images_inaturalist,65f9d0937c4bfa836659fc043a65c7bb,no
Chaetodon auripes,Chaetodon_auripes_iNaturalist_563039127.jpg,iNaturalist,images_inaturalist,2b502dddc24fbeb31c229c5f6b4b0eb2,no
Chaetodon auripes,Chaetodon_auripes_iNaturalist_576758934.jpg,iNaturalist,images_inaturalist,5e6fe065c40335f2690bca57e0ef784b,no
Chaetodon auripes,Chaetodon_auripes_iNaturalist_609149715.jpg,iNaturalist,images_inaturalist,34ae81d0a011311bd1f9915705fb7316,no
Chaetodon auripes,Chaetodon_auripes_iNaturalist_63544462.jpg,iNaturalist,images_inaturalist,3d558f3426587bb72bb8dadf1b2873a6,no
Chaetodon austriacus,Chaetodon_austriacus_iNaturalist_102813626.jpg,iNaturalist,images_inaturalist,f50d1ea1386f7181d6b43eeec8eeb080,no
Chaetodon austriacus,Chaetodon_austriacus_iNaturalist_190613965.jpg,iNaturalist,images_inaturalist,f728c5bbb63053927c4ac6cc8c0186b2,no
Chaetodon austriacus,Chaetodon_austriacus_iNaturalist_2086218.jpg,iNaturalist,images_inaturalist,aed9df6fa1b280ce2fcc9a4a10f2c91d,no
Chaetodon austriacus,Chaetodon_austriacus_iNaturalist_2086219.jpg,iNaturalist,images_inaturalist,1716b6ecb4d421d10e9b9b30a083b922,no
Chaetodon austriacus,Chaetodon_austriacus_iNaturalist_2282534.jpg,iNaturalist,images_inaturalist,020018bc3c7642443e74ee96ea94ab32,no
Chaetodon austriacus,Chaetodon_austriacus_iNaturalist_2282538.jpg,iNaturalist,images_inaturalist,4aa96f63068b817ac28106374c565f29,no
Chaetodon austriacus,Chaetodon_austriacus_iNaturalist_3125075.jpg,iNaturalist,images_inaturalist,ae4d1c5aec56c7b88da77882fabf0330,no
Chaetodon austriacus,Chaetodon_austriacus_iNaturalist_450186908.jpg,iNaturalist,images_inaturalist,c19b89b00a6429e1847ed18900d75636,no
Chaetodon austriacus,Chaetodon_austriacus_iNaturalist_450388533.jpg,iNaturalist,images_inaturalist,80a3f460a6dae21984e2927558fb028e,no
Chaetodon austriacus,Chaetodon_austriacus_iNaturalist_606348798.jpg,iNaturalist,images_inaturalist,233777eecbf5770304fc4b5104a8dcef,no
Chaetodon baronessa,Chaetodon_baronessa_iNaturalist_160681551.jpg,iNaturalist,images_inaturalist,8933131cd00f4271cb54c89e0bef43a7,no
Chaetodon baronessa,Chaetodon_baronessa_iNaturalist_287393226.jpg,iNaturalist,images_inaturalist,915fa7d28e3fba8b6ed2df73962c64b9,no
Chaetodon baronessa,Chaetodon_baronessa_iNaturalist_290835408.jpg,iNaturalist,images_inaturalist,25060223dd3bbbf7d5a5b307546c24ac,no
Chaetodon baronessa,Chaetodon_baronessa_iNaturalist_376477120.jpg,iNaturalist,images_inaturalist,d6164836c25ca2046f8824b507bd02ed,no
Chaetodon baronessa,Chaetodon_baronessa_iNaturalist_390635292.jpg,iNaturalist,images_inaturalist,104a1d5832c37d2a6ac167fe47ca89da,no
Chaetodon baronessa,Chaetodon_baronessa_iNaturalist_390635305.jpg,iNaturalist,images_inaturalist,038f392f4b153bf40c4b08dad803e559,no
Chaetodon baronessa,Chaetodon_baronessa_iNaturalist_390635319.jpg,iNaturalist,images_inaturalist,9570fddbb924aeaafe93a478aae60366,no
Chaetodon baronessa,Chaetodon_baronessa_iNaturalist_390635338.jpg,iNaturalist,images_inaturalist,6e87f66a078179e1b8c9794967dc2245,no
Chaetodon baronessa,Chaetodon_baronessa_iNaturalist_409577421.jpg,iNaturalist,images_inaturalist,af4851c379ddb6499ff6f5a649139984,no
Chaetodon baronessa,Chaetodon_baronessa_iNaturalist_409626771.jpg,iNaturalist,images_inaturalist,26cec767b20d665c23f63d2d31b0a370,no
Chaetodon bennetti,Chaetodon_bennetti_iNaturalist_214592077.jpg,iNaturalist,images_inaturalist,3256853dcfa4991fa7ed8c2902a200e2,no
Chaetodon bennetti,Chaetodon_bennetti_iNaturalist_450199741.jpg,iNaturalist,images_inaturalist,ee49788a6f2eca472cbceb2526b1841c,no
Chaetodon bennetti,Chaetodon_bennetti_iNaturalist_450199757.jpg,iNaturalist,images_inaturalist,6670e1928c01ebab577a68ae1038b596,no
Chaetodon bennetti,Chaetodon_bennetti_iNaturalist_450199763.jpg,iNaturalist,images_inaturalist,ce5280411e23ae4429c44503e00a8c1b,no
Chaetodon bennetti,Chaetodon_bennetti_iNaturalist_452973249.jpg,iNaturalist,images_inaturalist,9f4d355e0abb780bbb682b112c0435ad,no
Chaetodon bennetti,Chaetodon_bennetti_iNaturalist_476708566.jpg,iNaturalist,images_inaturalist,bbf75921c7631b1e4363953670e80b30,no
Chaetodon bennetti,Chaetodon_bennetti_iNaturalist_476710068.jpg,iNaturalist,images_inaturalist,1900691cb1e9cef655f70b2e32f24ce5,no
Chaetodon bennetti,Chaetodon_bennetti_iNaturalist_604198648.jpg,iNaturalist,images_inaturalist,2f9cc41a77af73ccb32ab05b5ca1613f,no
Chaetodon bennetti,Chaetodon_bennetti_iNaturalist_605200594.jpg,iNaturalist,images_inaturalist,e9b3ae5b4b5927ab56e60d3eee84e026,no
Chaetodon bennetti,Chaetodon_bennetti_iNaturalist_607317919.jpg,iNaturalist,images_inaturalist,4132bbe8536b914abfabe01951811747,no
Chaetodon blackburnii,Chaetodon_blackburnii_iNaturalist_15662749.jpg,iNaturalist,images_inaturalist,8480028f3a3933ffbbdfcd715d0d47a3,no
Chaetodon blackburnii,Chaetodon_blackburnii_iNaturalist_172869684.jpg,iNaturalist,images_inaturalist,9c18b79ac229c35433ebb5a80541fe30,no
Chaetodon blackburnii,Chaetodon_blackburnii_iNaturalist_19230596.jpg,iNaturalist,images_inaturalist,07131e317ad2c40ab1b03dde13d8fdcf,no
Chaetodon blackburnii,Chaetodon_blackburnii_iNaturalist_19749462.jpg,iNaturalist,images_inaturalist,73476ea8947e5c5c39b6584487ff6efa,no
Chaetodon blackburnii,Chaetodon_blackburnii_iNaturalist_247677288.jpg,iNaturalist,images_inaturalist,aa4b5a3dd9bb09797c830aed4247a3b8,no
Chaetodon blackburnii,Chaetodon_blackburnii_iNaturalist_260269269.jpg,iNaturalist,images_inaturalist,ee54dc69662ca0b1af0dee55aadc857f,no
Chaetodon blackburnii,Chaetodon_blackburnii_iNaturalist_313216433.jpg,iNaturalist,images_inaturalist,1f32df63ef8b0f9495be7859b8efbeb3,no
Chaetodon blackburnii,Chaetodon_blackburnii_iNaturalist_451247543.jpg,iNaturalist,images_inaturalist,46c436cc7ff129b3c8d31b3c8963b158,no
Chaetodon blackburnii,Chaetodon_blackburnii_iNaturalist_451247554.jpg,iNaturalist,images_inaturalist,73973b7e36131757bafbe10a4220ec90,no
Chaetodon blackburnii,Chaetodon_blackburnii_iNaturalist_8799394.jpg,iNaturalist,images_inaturalist,0406906cc6dbd5b1270c97bcceb85a80,no
Chaetodon burgessi,Chaetodon_burgessi_iNaturalist_117360580.jpg,iNaturalist,images_inaturalist,350ab207db07b58124a39356201ea012,no
Chaetodon burgessi,Chaetodon_burgessi_iNaturalist_1399554.jpg,iNaturalist,images_inaturalist,7ba9d4de28e34cab2728572ca6931d2a,no
Chaetodon burgessi,Chaetodon_burgessi_iNaturalist_264122895.jpg,iNaturalist,images_inaturalist,50a2082aa36a357d9032f95b88bee77c,no
Chaetodon burgessi,Chaetodon_burgessi_iNaturalist_377051376.jpg,iNaturalist,images_inaturalist,b3252c1b18afdbc5be1d9b22fdde7fc0,no
Chaetodon burgessi,Chaetodon_burgessi_iNaturalist_417137299.jpg,iNaturalist,images_inaturalist,904944b0d33bad2032c7d0eebfae9e06,no
Chaetodon burgessi,Chaetodon_burgessi_iNaturalist_485314131.jpg,iNaturalist,images_inaturalist,5305bdc410541974311c2a8bf17a74c8,no
Chaetodon burgessi,Chaetodon_burgessi_iNaturalist_59037796.jpg,iNaturalist,images_inaturalist,9c309d1405edaa649616f05dba2e345b,no
Chaetodon burgessi,Chaetodon_burgessi_iNaturalist_608111330.jpg,iNaturalist,images_inaturalist,36f6f2289f9d6d6c6c7828f71a77603e,no
Chaetodon burgessi,Chaetodon_burgessi_iNaturalist_9454337.jpg,iNaturalist,images_inaturalist,fa67699da8192ab42daf0dc2aa4ce920,no
Chaetodon capistratus,Chaetodon_capistratus_iNaturalist_188863842.jpg,iNaturalist,images_inaturalist,8b0c40b091d433f2cb54aa15f82146ca,no
Chaetodon capistratus,Chaetodon_capistratus_iNaturalist_194558459.jpg,iNaturalist,images_inaturalist,428d6ac5d477eb22e01e910fe9e14f72,no
Chaetodon capistratus,Chaetodon_capistratus_iNaturalist_308518622.jpg,iNaturalist,images_inaturalist,9120ea7b533c6105cf8244483c4a6b18,no
Chaetodon capistratus,Chaetodon_capistratus_iNaturalist_411187850.jpg,iNaturalist,images_inaturalist,a88ec514d68cf83256d18ceb7351d570,no
Chaetodon capistratus,Chaetodon_capistratus_iNaturalist_449536529.jpg,iNaturalist,images_inaturalist,532b5f0f5d74600f02c375214947ef5b,no
Chaetodon capistratus,Chaetodon_capistratus_iNaturalist_449536831.jpg,iNaturalist,images_inaturalist,a295bb29a13372aae0c3f22cb981253e,no
Chaetodon capistratus,Chaetodon_capistratus_iNaturalist_449898623.jpg,iNaturalist,images_inaturalist,2be9909b5a69b384d9f965dc4d43828e,no
Chaetodon capistratus,Chaetodon_capistratus_iNaturalist_449898642.jpg,iNaturalist,images_inaturalist,67577c1be2a4dcddc08283226126fb68,no
Chaetodon capistratus,Chaetodon_capistratus_iNaturalist_476314039.jpg,iNaturalist,images_inaturalist,e88b75655355ae869f314d5552981def,no
Chaetodon capistratus,Chaetodon_capistratus_iNaturalist_92683344.jpg,iNaturalist,images_inaturalist,4703e7eb270549b7e1ddf61ee1099e1e,no
Chaetodon citrinellus,Chaetodon_citrinellus_iNaturalist_11975509.jpg,iNaturalist,images_inaturalist,3ece647a71505db0f3e82ea2d128d236,no
Chaetodon citrinellus,Chaetodon_citrinellus_iNaturalist_233426826.jpg,iNaturalist,images_inaturalist,a9cd82fe34f39cc8fb07375f9e346ba9,no
Chaetodon citrinellus,Chaetodon_citrinellus_iNaturalist_237829084.jpg,iNaturalist,images_inaturalist,f5854dda2017a68efe8e5d81a7ba21a0,no
Chaetodon citrinellus,Chaetodon_citrinellus_iNaturalist_33805303.jpg,iNaturalist,images_inaturalist,7085543e02f3f67cb6a7bbbb3bcf7994,no
Chaetodon citrinellus,Chaetodon_citrinellus_iNaturalist_354753796.jpg,iNaturalist,images_inaturalist,e93487d62c89986eb5b41f237063b192,no
Chaetodon citrinellus,Chaetodon_citrinellus_iNaturalist_354753799.jpg,iNaturalist,images_inaturalist,87e9bf009a95db35194ff1a0f3ae113a,no
Chaetodon citrinellus,Chaetodon_citrinellus_iNaturalist_471967882.jpg,iNaturalist,images_inaturalist,54ac80c79ce57186e3bed9c8ef8cba7e,no
Chaetodon citrinellus,Chaetodon_citrinellus_iNaturalist_536646907.jpg,iNaturalist,images_inaturalist,840d62ec3f23109da7cc4bec85d54475,no
Chaetodon citrinellus,Chaetodon_citrinellus_iNaturalist_585084786.jpg,iNaturalist,images_inaturalist,5b9d431b7361107d0659ab4b81655b7a,no
Chaetodon citrinellus,Chaetodon_citrinellus_iNaturalist_602667833.jpg,iNaturalist,images_inaturalist,04cbc67f3573625ffb5daaefd95056a6,no
Chaetodon collare,Chaetodon_collare_iNaturalist_199056448.jpg,iNaturalist,images_inaturalist,bda19aa9388c861626dcb26fea9ec2c2,no
Chaetodon collare,Chaetodon_collare_iNaturalist_249083568.jpg,iNaturalist,images_inaturalist,41df53319f659bf6cb6579800ec0f54a,no
Chaetodon collare,Chaetodon_collare_iNaturalist_249083569.jpg,iNaturalist,images_inaturalist,a7c29cf81bd92c3dc11e0abf16e91a47,no
Chaetodon collare,Chaetodon_collare_iNaturalist_249083576.jpg,iNaturalist,images_inaturalist,de36a00981954738c43f763732ab903d,no
Chaetodon collare,Chaetodon_collare_iNaturalist_249083606.jpg,iNaturalist,images_inaturalist,dc3cd0fde2fc02b7ffa1c2bc55c2882b,no
Chaetodon collare,Chaetodon_collare_iNaturalist_332653503.jpg,iNaturalist,images_inaturalist,561acfd1967bcbeb00179752a278f87b,no
Chaetodon collare,Chaetodon_collare_iNaturalist_470988304.jpg,iNaturalist,images_inaturalist,bd139867a82e68887749cbe211053868,no
Chaetodon collare,Chaetodon_collare_iNaturalist_482033388.jpg,iNaturalist,images_inaturalist,391eca1153956ad0a2e40587e51fd50c,no
Chaetodon collare,Chaetodon_collare_iNaturalist_483798684.jpg,iNaturalist,images_inaturalist,b85fe163f2d502140c37c06206428510,no
Chaetodon collare,Chaetodon_collare_iNaturalist_603923252.jpg,iNaturalist,images_inaturalist,99afb907fa9af0a31cb005fd10927c16,no
Chaetodon daedalma,Chaetodon_daedalma_iNaturalist_390092673.jpg,iNaturalist,images_inaturalist,8c9bca56fe216a591c072569b6fbd9c6,no
Chaetodon daedalma,Chaetodon_daedalma_iNaturalist_560372799.jpg,iNaturalist,images_inaturalist,8a8e886b28c848d94cd61e526741dd54,no
Chaetodon daedalma,Chaetodon_daedalma_iNaturalist_560373781.jpg,iNaturalist,images_inaturalist,ed5c41534c8cb9cf45c1be4715037968,no
Chaetodon daedalma,Chaetodon_daedalma_iNaturalist_566708005.jpg,iNaturalist,images_inaturalist,04f5fafacfd3bcfc578e2ce476bd96f9,no
Chaetodon daedalma,Chaetodon_daedalma_iNaturalist_78269334.jpg,iNaturalist,images_inaturalist,81fdf8b98c216704c281f94ae6e2594b,no
Chaetodon declivis,Chaetodon_declivis_iNaturalist_594486076.jpg,iNaturalist,images_inaturalist,07a2f26fe94583affaf3bde137fb1d87,no
Chaetodon decussatus,Chaetodon_decussatus_iNaturalist_249961062.jpg,iNaturalist,images_inaturalist,9c380ed0d71d057f0a7233a519162688,no
Chaetodon decussatus,Chaetodon_decussatus_iNaturalist_249961088.jpg,iNaturalist,images_inaturalist,485d1bbfcef27aee21a9c30ff872f07e,no
Chaetodon decussatus,Chaetodon_decussatus_iNaturalist_270162452.jpg,iNaturalist,images_inaturalist,a6bc0f1ad8492ba01bc590221fe6ea97,no
Chaetodon decussatus,Chaetodon_decussatus_iNaturalist_366445056.jpg,iNaturalist,images_inaturalist,bb8d73c248fae4c22a855d8ad3ce7bbb,no
Chaetodon decussatus,Chaetodon_decussatus_iNaturalist_42777173.jpg,iNaturalist,images_inaturalist,cf162209f4fd6bfeac8a1afafb757d7c,no
Chaetodon decussatus,Chaetodon_decussatus_iNaturalist_447360473.jpg,iNaturalist,images_inaturalist,436ed8206fe182251ac93b6bcc831cbf,no
Chaetodon decussatus,Chaetodon_decussatus_iNaturalist_451789851.jpg,iNaturalist,images_inaturalist,f4b4619578aff21c7b28973ccd402f9a,no
Chaetodon decussatus,Chaetodon_decussatus_iNaturalist_451789859.jpg,iNaturalist,images_inaturalist,b157a999a6155c5a58ccee5681a34937,no
Chaetodon decussatus,Chaetodon_decussatus_iNaturalist_567031020.jpg,iNaturalist,images_inaturalist,450b0bc416aabf82878aa81dd8adbce7,no
Chaetodon decussatus,Chaetodon_decussatus_iNaturalist_60833629.jpg,iNaturalist,images_inaturalist,cec2a57f797f96a419d464ba618d650c,no
Chaetodon dialeucos,Chaetodon_dialeucos_iNaturalist_33142941.jpg,iNaturalist,images_inaturalist,86e50fd1e23e030915f6d71e495de336,no
Chaetodon dialeucos,Chaetodon_dialeucos_iNaturalist_33142997.jpg,iNaturalist,images_inaturalist,d9e899124d026b1dd9e91c2e6c0fad4c,no
Chaetodon dialeucos,Chaetodon_dialeucos_iNaturalist_484816549.jpg,iNaturalist,images_inaturalist,65137236c657219ded4f7cadca469f97,no
Chaetodon dolosus,Chaetodon_dolosus_iNaturalist_15539185.jpg,iNaturalist,images_inaturalist,59d2e0edde460043f2b38905309bbbdc,no
Chaetodon dolosus,Chaetodon_dolosus_iNaturalist_15690595.jpg,iNaturalist,images_inaturalist,6f31df98db31a7821b2f49e1894d2b3e,no
Chaetodon dolosus,Chaetodon_dolosus_iNaturalist_174031777.jpg,iNaturalist,images_inaturalist,c5cd41ce49445f583b84763e601d6b1b,no
Chaetodon dolosus,Chaetodon_dolosus_iNaturalist_174692343.jpg,iNaturalist,images_inaturalist,79f91e7b1aebf1e2b882dadf568a809b,no
Chaetodon dolosus,Chaetodon_dolosus_iNaturalist_236027673.jpg,iNaturalist,images_inaturalist,feea00c4149c8a4adc6a440d657a6d1a,no
Chaetodon dolosus,Chaetodon_dolosus_iNaturalist_343070892.jpg,iNaturalist,images_inaturalist,ae2510b4078c2b7cf10293745af4cd65,no
Chaetodon dolosus,Chaetodon_dolosus_iNaturalist_343070907.jpg,iNaturalist,images_inaturalist,0c2d204be10688a8013547c710e97d64,no
Chaetodon dolosus,Chaetodon_dolosus_iNaturalist_343070914.jpg,iNaturalist,images_inaturalist,aa96e9ee1900a7764985c5f34ba78d72,no
Chaetodon dolosus,Chaetodon_dolosus_iNaturalist_349460578.jpg,iNaturalist,images_inaturalist,cf7ec8019c2d0c54c943722634f7f512,no
Chaetodon dolosus,Chaetodon_dolosus_iNaturalist_56573333.jpg,iNaturalist,images_inaturalist,cf67cc8f280e4d0da4b5248e2cd1aa44,no
Chaetodon ephippium,Chaetodon_ephippium_iNaturalist_15333789.jpg,iNaturalist,images_inaturalist,f90a821300e1e2ae5d95bf67bb7b88f9,no
Chaetodon ephippium,Chaetodon_ephippium_iNaturalist_243890971.jpg,iNaturalist,images_inaturalist,6c1242ee4c44a64f1dff93513692ae49,no
Chaetodon ephippium,Chaetodon_ephippium_iNaturalist_243890974.jpg,iNaturalist,images_inaturalist,932f2480b697264ac3c43b2ddf2bc40b,no
Chaetodon ephippium,Chaetodon_ephippium_iNaturalist_330181464.jpg,iNaturalist,images_inaturalist,8200fab0bbbabbaa9478267fa18af4bf,no
Chaetodon ephippium,Chaetodon_ephippium_iNaturalist_330181465.jpg,iNaturalist,images_inaturalist,dd2c455cada3320a5467ce1f039b4c94,no
Chaetodon ephippium,Chaetodon_ephippium_iNaturalist_330181466.jpg,iNaturalist,images_inaturalist,89566a67054d6ffc1388aba0e2e560ba,no
Chaetodon ephippium,Chaetodon_ephippium_iNaturalist_363907459.jpg,iNaturalist,images_inaturalist,968c42ca8aa232330309a3690fa5fef6,no
Chaetodon ephippium,Chaetodon_ephippium_iNaturalist_436944065.jpg,iNaturalist,images_inaturalist,6c789dcfdac0d1d23371b9c93e52f9ae,no
Chaetodon ephippium,Chaetodon_ephippium_iNaturalist_477534095.jpg,iNaturalist,images_inaturalist,7af2ca199ec6901915d6a74397a3eeff,no
Chaetodon ephippium,Chaetodon_ephippium_iNaturalist_549286482.jpg,iNaturalist,images_inaturalist,450f351966019df4f788066b63426885,no
Chaetodon falcula,Chaetodon_falcula_iNaturalist_11763158.jpg,iNaturalist,images_inaturalist,353776cfc31a9055bf00473c0d598d20,no
Chaetodon falcula,Chaetodon_falcula_iNaturalist_317097780.jpg,iNaturalist,images_inaturalist,fcbca5f9c7e1948ae49c6757abfe0ab1,no
Chaetodon falcula,Chaetodon_falcula_iNaturalist_340839235.jpg,iNaturalist,images_inaturalist,81b6b68a830ded1a766cab7579426350,no
Chaetodon falcula,Chaetodon_falcula_iNaturalist_379635851.jpg,iNaturalist,images_inaturalist,ebfdafb9974eb15ca5e7f3565c774c63,no
Chaetodon falcula,Chaetodon_falcula_iNaturalist_419993389.jpg,iNaturalist,images_inaturalist,25483b8d40874607584e004e27d91d1b,no
Chaetodon falcula,Chaetodon_falcula_iNaturalist_419993422.jpg,iNaturalist,images_inaturalist,0f3968ff7d8f00ed1db8e7bdac53c275,no
Chaetodon falcula,Chaetodon_falcula_iNaturalist_419993448.jpg,iNaturalist,images_inaturalist,9dfa1a4bd5bd7393111376ff44890549,no
Chaetodon falcula,Chaetodon_falcula_iNaturalist_443949633.jpg,iNaturalist,images_inaturalist,65f70f1b4c7fa1448f73193313c1b515,no
Chaetodon falcula,Chaetodon_falcula_iNaturalist_467014694.jpg,iNaturalist,images_inaturalist,97c6d7fc7db36866867fa5aeccd936eb,no
Chaetodon falcula,Chaetodon_falcula_iNaturalist_602174061.jpg,iNaturalist,images_inaturalist,1fb8ae1eb73cc9c5231dd02d886bd15d,no
Chaetodon fasciatus,Chaetodon_fasciatus_iNaturalist_174967542.jpg,iNaturalist,images_inaturalist,6e317f91537342e41d88a9603382c423,no
Chaetodon fasciatus,Chaetodon_fasciatus_iNaturalist_344206924.jpg,iNaturalist,images_inaturalist,5b943c3aa963965fe78fc4b2559caaa1,no
Chaetodon fasciatus,Chaetodon_fasciatus_iNaturalist_344206951.jpg,iNaturalist,images_inaturalist,66849782c5a0b584509e27b2d4a8c089,no
